"Año","Mes","Comunidad autónoma","Provincia","Número de casos","Número de casos con protección policial"
"Año 2013","Agosto","Andalucía","Almería","2480.0","540.0"
"Año 2013","Agosto","Andalucía","Cádiz","3119.0","825.0"
"Año 2013","Agosto","Andalucía","Córdoba","885.0","451.0"
"Año 2013","Agosto","Andalucía","Granada","1440.0","547.0"
"Año 2013","Agosto","Andalucía","Huelva","1157.0","316.0"
"Año 2013","Agosto","Andalucía","Jaén","1525.0","556.0"
"Año 2013","Agosto","Andalucía","Málaga","3059.0","921.0"
"Año 2013","Agosto","Andalucía","Sevilla","3744.0","626.0"
"Año 2013","Agosto","Aragón","Huesca","261.0","52.0"
"Año 2013","Agosto","Aragón","Teruel","107.0","37.0"
"Año 2013","Agosto","Aragón","Zaragoza","1313.0","248.0"
"Año 2013","Agosto","Principado de Asturias","Asturias","1197.0","320.0"
"Año 2013","Agosto","Illes Balears","Illes Balears","2569.0","507.0"
"Año 2013","Agosto","Canarias","Las Palmas","1842.0","1241.0"
"Año 2013","Agosto","Canarias","Santa Cruz de Tenerife","3798.0","979.0"
"Año 2013","Agosto","Cantabria","Cantabria","659.0","244.0"
"Año 2013","Agosto","Castilla y León","Ávila","205.0","30.0"
"Año 2013","Agosto","Castilla y León","Burgos","450.0","92.0"
"Año 2013","Agosto","Castilla y León","León","490.0","117.0"
"Año 2013","Agosto","Castilla y León","Palencia","150.0","63.0"
"Año 2013","Agosto","Castilla y León","Salamanca","307.0","45.0"
"Año 2013","Agosto","Castilla y León","Segovia","210.0","64.0"
"Año 2013","Agosto","Castilla y León","Soria","110.0","18.0"
"Año 2013","Agosto","Castilla y León","Valladolid","557.0","89.0"
"Año 2013","Agosto","Castilla y León","Zamora","146.0","20.0"
"Año 2013","Agosto","Castilla-La Mancha","Albacete","846.0","96.0"
"Año 2013","Agosto","Castilla-La Mancha","Ciudad Real","694.0","224.0"
"Año 2013","Agosto","Castilla-La Mancha","Cuenca","267.0","23.0"
"Año 2013","Agosto","Castilla-La Mancha","Guadalajara","423.0","70.0"
"Año 2013","Agosto","Castilla-La Mancha","Toledo","1330.0","151.0"
"Año 2013","Agosto","Cataluña","Barcelona","0.0","0.0"
"Año 2013","Agosto","Cataluña","Girona","0.0","0.0"
"Año 2013","Agosto","Cataluña","Lleida","0.0","0.0"
"Año 2013","Agosto","Cataluña","Tarragona","0.0","0.0"
"Año 2013","Agosto","Comunitat Valenciana","Alicante/Alacant","4887.0","1328.0"
"Año 2013","Agosto","Comunitat Valenciana","Castellón/Castelló","885.0","168.0"
"Año 2013","Agosto","Comunitat Valenciana","Valencia/València","3989.0","844.0"
"Año 2013","Agosto","Extremadura","Badajoz","1080.0","336.0"
"Año 2013","Agosto","Extremadura","Cáceres","670.0","174.0"
"Año 2013","Agosto","Galicia","A Coruña","1412.0","422.0"
"Año 2013","Agosto","Galicia","Lugo","595.0","130.0"
"Año 2013","Agosto","Galicia","Ourense","363.0","72.0"
"Año 2013","Agosto","Galicia","Pontevedra","949.0","303.0"
"Año 2013","Agosto","Comunidad de Madrid","Madrid","13222.0","1781.0"
"Año 2013","Agosto","Región de Murcia","Murcia","2622.0","998.0"
"Año 2013","Agosto","Comunidad Foral de Navarra","Navarra","763.0","158.0"
"Año 2013","Agosto","País Vasco","Araba/Álava","0.0","0.0"
"Año 2013","Agosto","País Vasco","Bizkaia","0.0","0.0"
"Año 2013","Agosto","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2013","Agosto","La Rioja","La Rioja","325.0","139.0"
"Año 2013","Agosto","Ceuta","Ceuta","124.0","34.0"
"Año 2013","Agosto","Melilla","Melilla","103.0","73.0"
"Año 2013","Septiembre","Andalucía","Almería","2450.0","533.0"
"Año 2013","Septiembre","Andalucía","Cádiz","3096.0","852.0"
"Año 2013","Septiembre","Andalucía","Córdoba","901.0","480.0"
"Año 2013","Septiembre","Andalucía","Granada","1439.0","571.0"
"Año 2013","Septiembre","Andalucía","Huelva","1179.0","313.0"
"Año 2013","Septiembre","Andalucía","Jaén","1520.0","582.0"
"Año 2013","Septiembre","Andalucía","Málaga","3020.0","908.0"
"Año 2013","Septiembre","Andalucía","Sevilla","3815.0","675.0"
"Año 2013","Septiembre","Aragón","Huesca","254.0","50.0"
"Año 2013","Septiembre","Aragón","Teruel","108.0","36.0"
"Año 2013","Septiembre","Aragón","Zaragoza","1273.0","228.0"
"Año 2013","Septiembre","Principado de Asturias","Asturias","1175.0","316.0"
"Año 2013","Septiembre","Illes Balears","Illes Balears","2567.0","517.0"
"Año 2013","Septiembre","Canarias","Las Palmas","1847.0","1286.0"
"Año 2013","Septiembre","Canarias","Santa Cruz de Tenerife","3663.0","978.0"
"Año 2013","Septiembre","Cantabria","Cantabria","657.0","234.0"
"Año 2013","Septiembre","Castilla y León","Ávila","198.0","29.0"
"Año 2013","Septiembre","Castilla y León","Burgos","442.0","86.0"
"Año 2013","Septiembre","Castilla y León","León","513.0","132.0"
"Año 2013","Septiembre","Castilla y León","Palencia","153.0","59.0"
"Año 2013","Septiembre","Castilla y León","Salamanca","307.0","55.0"
"Año 2013","Septiembre","Castilla y León","Segovia","214.0","70.0"
"Año 2013","Septiembre","Castilla y León","Soria","109.0","14.0"
"Año 2013","Septiembre","Castilla y León","Valladolid","556.0","84.0"
"Año 2013","Septiembre","Castilla y León","Zamora","143.0","19.0"
"Año 2013","Septiembre","Castilla-La Mancha","Albacete","826.0","94.0"
"Año 2013","Septiembre","Castilla-La Mancha","Ciudad Real","688.0","222.0"
"Año 2013","Septiembre","Castilla-La Mancha","Cuenca","264.0","22.0"
"Año 2013","Septiembre","Castilla-La Mancha","Guadalajara","429.0","65.0"
"Año 2013","Septiembre","Castilla-La Mancha","Toledo","1310.0","154.0"
"Año 2013","Septiembre","Cataluña","Barcelona","0.0","0.0"
"Año 2013","Septiembre","Cataluña","Girona","0.0","0.0"
"Año 2013","Septiembre","Cataluña","Lleida","0.0","0.0"
"Año 2013","Septiembre","Cataluña","Tarragona","0.0","0.0"
"Año 2013","Septiembre","Comunitat Valenciana","Alicante/Alacant","4695.0","1322.0"
"Año 2013","Septiembre","Comunitat Valenciana","Castellón/Castelló","878.0","160.0"
"Año 2013","Septiembre","Comunitat Valenciana","Valencia/València","4026.0","877.0"
"Año 2013","Septiembre","Extremadura","Badajoz","1069.0","365.0"
"Año 2013","Septiembre","Extremadura","Cáceres","669.0","165.0"
"Año 2013","Septiembre","Galicia","A Coruña","1399.0","435.0"
"Año 2013","Septiembre","Galicia","Lugo","558.0","136.0"
"Año 2013","Septiembre","Galicia","Ourense","380.0","78.0"
"Año 2013","Septiembre","Galicia","Pontevedra","949.0","304.0"
"Año 2013","Septiembre","Comunidad de Madrid","Madrid","12820.0","1677.0"
"Año 2013","Septiembre","Región de Murcia","Murcia","2644.0","1023.0"
"Año 2013","Septiembre","Comunidad Foral de Navarra","Navarra","771.0","170.0"
"Año 2013","Septiembre","País Vasco","Araba/Álava","0.0","0.0"
"Año 2013","Septiembre","País Vasco","Bizkaia","0.0","0.0"
"Año 2013","Septiembre","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2013","Septiembre","La Rioja","La Rioja","327.0","144.0"
"Año 2013","Septiembre","Ceuta","Ceuta","127.0","27.0"
"Año 2013","Septiembre","Melilla","Melilla","103.0","71.0"
"Año 2013","Octubre","Andalucía","Almería","2424.0","539.0"
"Año 2013","Octubre","Andalucía","Cádiz","3071.0","853.0"
"Año 2013","Octubre","Andalucía","Córdoba","894.0","484.0"
"Año 2013","Octubre","Andalucía","Granada","1440.0","569.0"
"Año 2013","Octubre","Andalucía","Huelva","1166.0","307.0"
"Año 2013","Octubre","Andalucía","Jaén","1469.0","575.0"
"Año 2013","Octubre","Andalucía","Málaga","2978.0","885.0"
"Año 2013","Octubre","Andalucía","Sevilla","3781.0","659.0"
"Año 2013","Octubre","Aragón","Huesca","249.0","51.0"
"Año 2013","Octubre","Aragón","Teruel","108.0","34.0"
"Año 2013","Octubre","Aragón","Zaragoza","1322.0","244.0"
"Año 2013","Octubre","Principado de Asturias","Asturias","1159.0","312.0"
"Año 2013","Octubre","Illes Balears","Illes Balears","2563.0","499.0"
"Año 2013","Octubre","Canarias","Las Palmas","1835.0","1271.0"
"Año 2013","Octubre","Canarias","Santa Cruz de Tenerife","3513.0","964.0"
"Año 2013","Octubre","Cantabria","Cantabria","654.0","240.0"
"Año 2013","Octubre","Castilla y León","Ávila","214.0","35.0"
"Año 2013","Octubre","Castilla y León","Burgos","454.0","88.0"
"Año 2013","Octubre","Castilla y León","León","524.0","138.0"
"Año 2013","Octubre","Castilla y León","Palencia","144.0","58.0"
"Año 2013","Octubre","Castilla y León","Salamanca","309.0","41.0"
"Año 2013","Octubre","Castilla y León","Segovia","213.0","63.0"
"Año 2013","Octubre","Castilla y León","Soria","113.0","16.0"
"Año 2013","Octubre","Castilla y León","Valladolid","553.0","80.0"
"Año 2013","Octubre","Castilla y León","Zamora","135.0","15.0"
"Año 2013","Octubre","Castilla-La Mancha","Albacete","806.0","88.0"
"Año 2013","Octubre","Castilla-La Mancha","Ciudad Real","687.0","229.0"
"Año 2013","Octubre","Castilla-La Mancha","Cuenca","263.0","22.0"
"Año 2013","Octubre","Castilla-La Mancha","Guadalajara","433.0","70.0"
"Año 2013","Octubre","Castilla-La Mancha","Toledo","1301.0","134.0"
"Año 2013","Octubre","Cataluña","Barcelona","0.0","0.0"
"Año 2013","Octubre","Cataluña","Girona","0.0","0.0"
"Año 2013","Octubre","Cataluña","Lleida","0.0","0.0"
"Año 2013","Octubre","Cataluña","Tarragona","0.0","0.0"
"Año 2013","Octubre","Comunitat Valenciana","Alicante/Alacant","4548.0","1334.0"
"Año 2013","Octubre","Comunitat Valenciana","Castellón/Castelló","876.0","158.0"
"Año 2013","Octubre","Comunitat Valenciana","Valencia/València","4108.0","858.0"
"Año 2013","Octubre","Extremadura","Badajoz","1078.0","374.0"
"Año 2013","Octubre","Extremadura","Cáceres","658.0","164.0"
"Año 2013","Octubre","Galicia","A Coruña","1381.0","429.0"
"Año 2013","Octubre","Galicia","Lugo","553.0","136.0"
"Año 2013","Octubre","Galicia","Ourense","363.0","76.0"
"Año 2013","Octubre","Galicia","Pontevedra","953.0","306.0"
"Año 2013","Octubre","Comunidad de Madrid","Madrid","11890.0","1604.0"
"Año 2013","Octubre","Región de Murcia","Murcia","2612.0","999.0"
"Año 2013","Octubre","Comunidad Foral de Navarra","Navarra","767.0","187.0"
"Año 2013","Octubre","País Vasco","Araba/Álava","0.0","0.0"
"Año 2013","Octubre","País Vasco","Bizkaia","0.0","0.0"
"Año 2013","Octubre","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2013","Octubre","La Rioja","La Rioja","319.0","135.0"
"Año 2013","Octubre","Ceuta","Ceuta","134.0","27.0"
"Año 2013","Octubre","Melilla","Melilla","103.0","68.0"
"Año 2013","Noviembre","Andalucía","Almería","2391.0","496.0"
"Año 2013","Noviembre","Andalucía","Cádiz","3034.0","846.0"
"Año 2013","Noviembre","Andalucía","Córdoba","894.0","482.0"
"Año 2013","Noviembre","Andalucía","Granada","1435.0","560.0"
"Año 2013","Noviembre","Andalucía","Huelva","1173.0","305.0"
"Año 2013","Noviembre","Andalucía","Jaén","1446.0","558.0"
"Año 2013","Noviembre","Andalucía","Málaga","2956.0","886.0"
"Año 2013","Noviembre","Andalucía","Sevilla","3730.0","641.0"
"Año 2013","Noviembre","Aragón","Huesca","250.0","50.0"
"Año 2013","Noviembre","Aragón","Teruel","109.0","31.0"
"Año 2013","Noviembre","Aragón","Zaragoza","1252.0","225.0"
"Año 2013","Noviembre","Principado de Asturias","Asturias","1161.0","300.0"
"Año 2013","Noviembre","Illes Balears","Illes Balears","2549.0","477.0"
"Año 2013","Noviembre","Canarias","Las Palmas","1823.0","1258.0"
"Año 2013","Noviembre","Canarias","Santa Cruz de Tenerife","3440.0","935.0"
"Año 2013","Noviembre","Cantabria","Cantabria","642.0","237.0"
"Año 2013","Noviembre","Castilla y León","Ávila","214.0","36.0"
"Año 2013","Noviembre","Castilla y León","Burgos","454.0","89.0"
"Año 2013","Noviembre","Castilla y León","León","529.0","128.0"
"Año 2013","Noviembre","Castilla y León","Palencia","143.0","58.0"
"Año 2013","Noviembre","Castilla y León","Salamanca","319.0","39.0"
"Año 2013","Noviembre","Castilla y León","Segovia","212.0","61.0"
"Año 2013","Noviembre","Castilla y León","Soria","110.0","17.0"
"Año 2013","Noviembre","Castilla y León","Valladolid","545.0","88.0"
"Año 2013","Noviembre","Castilla y León","Zamora","131.0","16.0"
"Año 2013","Noviembre","Castilla-La Mancha","Albacete","786.0","85.0"
"Año 2013","Noviembre","Castilla-La Mancha","Ciudad Real","674.0","222.0"
"Año 2013","Noviembre","Castilla-La Mancha","Cuenca","264.0","18.0"
"Año 2013","Noviembre","Castilla-La Mancha","Guadalajara","419.0","67.0"
"Año 2013","Noviembre","Castilla-La Mancha","Toledo","1275.0","134.0"
"Año 2013","Noviembre","Cataluña","Barcelona","0.0","0.0"
"Año 2013","Noviembre","Cataluña","Girona","0.0","0.0"
"Año 2013","Noviembre","Cataluña","Lleida","0.0","0.0"
"Año 2013","Noviembre","Cataluña","Tarragona","0.0","0.0"
"Año 2013","Noviembre","Comunitat Valenciana","Alicante/Alacant","4442.0","1313.0"
"Año 2013","Noviembre","Comunitat Valenciana","Castellón/Castelló","876.0","170.0"
"Año 2013","Noviembre","Comunitat Valenciana","Valencia/València","4093.0","844.0"
"Año 2013","Noviembre","Extremadura","Badajoz","1056.0","371.0"
"Año 2013","Noviembre","Extremadura","Cáceres","665.0","177.0"
"Año 2013","Noviembre","Galicia","A Coruña","1372.0","411.0"
"Año 2013","Noviembre","Galicia","Lugo","555.0","127.0"
"Año 2013","Noviembre","Galicia","Ourense","364.0","71.0"
"Año 2013","Noviembre","Galicia","Pontevedra","939.0","299.0"
"Año 2013","Noviembre","Comunidad de Madrid","Madrid","11215.0","1557.0"
"Año 2013","Noviembre","Región de Murcia","Murcia","2620.0","984.0"
"Año 2013","Noviembre","Comunidad Foral de Navarra","Navarra","781.0","184.0"
"Año 2013","Noviembre","País Vasco","Araba/Álava","0.0","0.0"
"Año 2013","Noviembre","País Vasco","Bizkaia","0.0","0.0"
"Año 2013","Noviembre","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2013","Noviembre","La Rioja","La Rioja","321.0","140.0"
"Año 2013","Noviembre","Ceuta","Ceuta","133.0","26.0"
"Año 2013","Noviembre","Melilla","Melilla","105.0","67.0"
"Año 2013","Diciembre","Desconocida","Desconocida","0.0","0.0"
"Año 2013","Diciembre","Andalucía","Almería","2366.0","459.0"
"Año 2013","Diciembre","Andalucía","Cádiz","2824.0","816.0"
"Año 2013","Diciembre","Andalucía","Córdoba","897.0","480.0"
"Año 2013","Diciembre","Andalucía","Granada","1451.0","536.0"
"Año 2013","Diciembre","Andalucía","Huelva","1177.0","293.0"
"Año 2013","Diciembre","Andalucía","Jaén","1423.0","548.0"
"Año 2013","Diciembre","Andalucía","Málaga","3054.0","907.0"
"Año 2013","Diciembre","Andalucía","Sevilla","3775.0","660.0"
"Año 2013","Diciembre","Aragón","Huesca","262.0","52.0"
"Año 2013","Diciembre","Aragón","Teruel","110.0","33.0"
"Año 2013","Diciembre","Aragón","Zaragoza","1301.0","247.0"
"Año 2013","Diciembre","Principado de Asturias","Asturias","1185.0","301.0"
"Año 2013","Diciembre","Illes Balears","Illes Balears","2557.0","472.0"
"Año 2013","Diciembre","Canarias","Las Palmas","1840.0","1239.0"
"Año 2013","Diciembre","Canarias","Santa Cruz de Tenerife","3513.0","974.0"
"Año 2013","Diciembre","Cantabria","Cantabria","675.0","249.0"
"Año 2013","Diciembre","Castilla y León","Ávila","202.0","37.0"
"Año 2013","Diciembre","Castilla y León","Burgos","453.0","74.0"
"Año 2013","Diciembre","Castilla y León","León","534.0","131.0"
"Año 2013","Diciembre","Castilla y León","Palencia","146.0","54.0"
"Año 2013","Diciembre","Castilla y León","Salamanca","314.0","40.0"
"Año 2013","Diciembre","Castilla y León","Segovia","215.0","64.0"
"Año 2013","Diciembre","Castilla y León","Soria","109.0","13.0"
"Año 2013","Diciembre","Castilla y León","Valladolid","571.0","83.0"
"Año 2013","Diciembre","Castilla y León","Zamora","140.0","22.0"
"Año 2013","Diciembre","Castilla-La Mancha","Albacete","782.0","99.0"
"Año 2013","Diciembre","Castilla-La Mancha","Ciudad Real","670.0","213.0"
"Año 2013","Diciembre","Castilla-La Mancha","Cuenca","276.0","17.0"
"Año 2013","Diciembre","Castilla-La Mancha","Guadalajara","424.0","75.0"
"Año 2013","Diciembre","Castilla-La Mancha","Toledo","1241.0","123.0"
"Año 2013","Diciembre","Cataluña","Barcelona","0.0","0.0"
"Año 2013","Diciembre","Cataluña","Girona","0.0","0.0"
"Año 2013","Diciembre","Cataluña","Lleida","0.0","0.0"
"Año 2013","Diciembre","Cataluña","Tarragona","5.0","2.0"
"Año 2013","Diciembre","Comunitat Valenciana","Alicante/Alacant","4482.0","1289.0"
"Año 2013","Diciembre","Comunitat Valenciana","Castellón/Castelló","881.0","155.0"
"Año 2013","Diciembre","Comunitat Valenciana","Valencia/València","4048.0","806.0"
"Año 2013","Diciembre","Extremadura","Badajoz","1036.0","354.0"
"Año 2013","Diciembre","Extremadura","Cáceres","686.0","172.0"
"Año 2013","Diciembre","Galicia","A Coruña","1386.0","395.0"
"Año 2013","Diciembre","Galicia","Lugo","566.0","140.0"
"Año 2013","Diciembre","Galicia","Ourense","376.0","72.0"
"Año 2013","Diciembre","Galicia","Pontevedra","933.0","288.0"
"Año 2013","Diciembre","Comunidad de Madrid","Madrid","11150.0","1611.0"
"Año 2013","Diciembre","Región de Murcia","Murcia","2633.0","987.0"
"Año 2013","Diciembre","Comunidad Foral de Navarra","Navarra","806.0","188.0"
"Año 2013","Diciembre","País Vasco","Araba/Álava","0.0","0.0"
"Año 2013","Diciembre","País Vasco","Bizkaia","0.0","0.0"
"Año 2013","Diciembre","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2013","Diciembre","La Rioja","La Rioja","343.0","153.0"
"Año 2013","Diciembre","Ceuta","Ceuta","135.0","21.0"
"Año 2013","Diciembre","Melilla","Melilla","115.0","73.0"
"Año 2013","Diciembre","Extranjero","Extranjero","0.0","0.0"
"Año 2014","Enero","Desconocida","Desconocida","0.0","0.0"
"Año 2014","Enero","Andalucía","Almería","2309.0","412.0"
"Año 2014","Enero","Andalucía","Cádiz","2739.0","784.0"
"Año 2014","Enero","Andalucía","Córdoba","886.0","487.0"
"Año 2014","Enero","Andalucía","Granada","1412.0","542.0"
"Año 2014","Enero","Andalucía","Huelva","1112.0","289.0"
"Año 2014","Enero","Andalucía","Jaén","1374.0","544.0"
"Año 2014","Enero","Andalucía","Málaga","2870.0","862.0"
"Año 2014","Enero","Andalucía","Sevilla","3687.0","616.0"
"Año 2014","Enero","Aragón","Huesca","252.0","50.0"
"Año 2014","Enero","Aragón","Teruel","99.0","28.0"
"Año 2014","Enero","Aragón","Zaragoza","1281.0","241.0"
"Año 2014","Enero","Principado de Asturias","Asturias","1116.0","278.0"
"Año 2014","Enero","Illes Balears","Illes Balears","2448.0","426.0"
"Año 2014","Enero","Canarias","Las Palmas","1763.0","1213.0"
"Año 2014","Enero","Canarias","Santa Cruz de Tenerife","3388.0","954.0"
"Año 2014","Enero","Cantabria","Cantabria","641.0","232.0"
"Año 2014","Enero","Castilla y León","Ávila","201.0","37.0"
"Año 2014","Enero","Castilla y León","Burgos","425.0","73.0"
"Año 2014","Enero","Castilla y León","León","514.0","118.0"
"Año 2014","Enero","Castilla y León","Palencia","145.0","55.0"
"Año 2014","Enero","Castilla y León","Salamanca","297.0","42.0"
"Año 2014","Enero","Castilla y León","Segovia","218.0","70.0"
"Año 2014","Enero","Castilla y León","Soria","109.0","14.0"
"Año 2014","Enero","Castilla y León","Valladolid","516.0","68.0"
"Año 2014","Enero","Castilla y León","Zamora","135.0","21.0"
"Año 2014","Enero","Castilla-La Mancha","Albacete","712.0","80.0"
"Año 2014","Enero","Castilla-La Mancha","Ciudad Real","657.0","205.0"
"Año 2014","Enero","Castilla-La Mancha","Cuenca","258.0","17.0"
"Año 2014","Enero","Castilla-La Mancha","Guadalajara","422.0","78.0"
"Año 2014","Enero","Castilla-La Mancha","Toledo","1207.0","117.0"
"Año 2014","Enero","Cataluña","Barcelona","0.0","0.0"
"Año 2014","Enero","Cataluña","Girona","0.0","0.0"
"Año 2014","Enero","Cataluña","Lleida","0.0","0.0"
"Año 2014","Enero","Cataluña","Tarragona","0.0","0.0"
"Año 2014","Enero","Comunitat Valenciana","Alicante/Alacant","4317.0","1245.0"
"Año 2014","Enero","Comunitat Valenciana","Castellón/Castelló","854.0","152.0"
"Año 2014","Enero","Comunitat Valenciana","Valencia/València","3874.0","759.0"
"Año 2014","Enero","Extremadura","Badajoz","1004.0","354.0"
"Año 2014","Enero","Extremadura","Cáceres","659.0","167.0"
"Año 2014","Enero","Galicia","A Coruña","1348.0","386.0"
"Año 2014","Enero","Galicia","Lugo","548.0","148.0"
"Año 2014","Enero","Galicia","Ourense","332.0","60.0"
"Año 2014","Enero","Galicia","Pontevedra","891.0","292.0"
"Año 2014","Enero","Comunidad de Madrid","Madrid","10664.0","1520.0"
"Año 2014","Enero","Región de Murcia","Murcia","2586.0","971.0"
"Año 2014","Enero","Comunidad Foral de Navarra","Navarra","789.0","177.0"
"Año 2014","Enero","País Vasco","Araba/Álava","0.0","0.0"
"Año 2014","Enero","País Vasco","Bizkaia","0.0","0.0"
"Año 2014","Enero","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2014","Enero","La Rioja","La Rioja","324.0","143.0"
"Año 2014","Enero","Ceuta","Ceuta","132.0","25.0"
"Año 2014","Enero","Melilla","Melilla","101.0","67.0"
"Año 2014","Enero","Extranjero","Extranjero","0.0","0.0"
"Año 2014","Febrero","Desconocida","Desconocida","0.0","0.0"
"Año 2014","Febrero","Andalucía","Almería","2296.0","391.0"
"Año 2014","Febrero","Andalucía","Cádiz","2722.0","788.0"
"Año 2014","Febrero","Andalucía","Córdoba","886.0","495.0"
"Año 2014","Febrero","Andalucía","Granada","1387.0","560.0"
"Año 2014","Febrero","Andalucía","Huelva","1120.0","300.0"
"Año 2014","Febrero","Andalucía","Jaén","1376.0","539.0"
"Año 2014","Febrero","Andalucía","Málaga","2852.0","852.0"
"Año 2014","Febrero","Andalucía","Sevilla","3683.0","620.0"
"Año 2014","Febrero","Aragón","Huesca","247.0","43.0"
"Año 2014","Febrero","Aragón","Teruel","96.0","26.0"
"Año 2014","Febrero","Aragón","Zaragoza","1304.0","263.0"
"Año 2014","Febrero","Principado de Asturias","Asturias","1117.0","290.0"
"Año 2014","Febrero","Illes Balears","Illes Balears","2447.0","452.0"
"Año 2014","Febrero","Canarias","Las Palmas","1778.0","1230.0"
"Año 2014","Febrero","Canarias","Santa Cruz de Tenerife","3257.0","937.0"
"Año 2014","Febrero","Cantabria","Cantabria","643.0","238.0"
"Año 2014","Febrero","Castilla y León","Ávila","189.0","33.0"
"Año 2014","Febrero","Castilla y León","Burgos","418.0","65.0"
"Año 2014","Febrero","Castilla y León","León","519.0","114.0"
"Año 2014","Febrero","Castilla y León","Palencia","147.0","54.0"
"Año 2014","Febrero","Castilla y León","Salamanca","304.0","50.0"
"Año 2014","Febrero","Castilla y León","Segovia","218.0","67.0"
"Año 2014","Febrero","Castilla y León","Soria","112.0","18.0"
"Año 2014","Febrero","Castilla y León","Valladolid","523.0","76.0"
"Año 2014","Febrero","Castilla y León","Zamora","134.0","22.0"
"Año 2014","Febrero","Castilla-La Mancha","Albacete","715.0","87.0"
"Año 2014","Febrero","Castilla-La Mancha","Ciudad Real","664.0","205.0"
"Año 2014","Febrero","Castilla-La Mancha","Cuenca","256.0","14.0"
"Año 2014","Febrero","Castilla-La Mancha","Guadalajara","411.0","76.0"
"Año 2014","Febrero","Castilla-La Mancha","Toledo","1098.0","118.0"
"Año 2014","Febrero","Cataluña","Barcelona","0.0","0.0"
"Año 2014","Febrero","Cataluña","Girona","0.0","0.0"
"Año 2014","Febrero","Cataluña","Lleida","0.0","0.0"
"Año 2014","Febrero","Cataluña","Tarragona","0.0","0.0"
"Año 2014","Febrero","Comunitat Valenciana","Alicante/Alacant","4268.0","1255.0"
"Año 2014","Febrero","Comunitat Valenciana","Castellón/Castelló","825.0","140.0"
"Año 2014","Febrero","Comunitat Valenciana","Valencia/València","3845.0","759.0"
"Año 2014","Febrero","Extremadura","Badajoz","986.0","350.0"
"Año 2014","Febrero","Extremadura","Cáceres","631.0","155.0"
"Año 2014","Febrero","Galicia","A Coruña","1335.0","400.0"
"Año 2014","Febrero","Galicia","Lugo","530.0","142.0"
"Año 2014","Febrero","Galicia","Ourense","329.0","57.0"
"Año 2014","Febrero","Galicia","Pontevedra","889.0","279.0"
"Año 2014","Febrero","Comunidad de Madrid","Madrid","10374.0","1561.0"
"Año 2014","Febrero","Región de Murcia","Murcia","2565.0","968.0"
"Año 2014","Febrero","Comunidad Foral de Navarra","Navarra","801.0","179.0"
"Año 2014","Febrero","País Vasco","Araba/Álava","0.0","0.0"
"Año 2014","Febrero","País Vasco","Bizkaia","0.0","0.0"
"Año 2014","Febrero","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2014","Febrero","La Rioja","La Rioja","323.0","146.0"
"Año 2014","Febrero","Ceuta","Ceuta","130.0","19.0"
"Año 2014","Febrero","Melilla","Melilla","104.0","66.0"
"Año 2014","Febrero","Extranjero","Extranjero","0.0","0.0"
"Año 2014","Marzo","Desconocida","Desconocida","0.0","0.0"
"Año 2014","Marzo","Andalucía","Almería","2268.0","402.0"
"Año 2014","Marzo","Andalucía","Cádiz","2685.0","793.0"
"Año 2014","Marzo","Andalucía","Córdoba","875.0","494.0"
"Año 2014","Marzo","Andalucía","Granada","1429.0","599.0"
"Año 2014","Marzo","Andalucía","Huelva","1104.0","301.0"
"Año 2014","Marzo","Andalucía","Jaén","1380.0","535.0"
"Año 2014","Marzo","Andalucía","Málaga","2834.0","842.0"
"Año 2014","Marzo","Andalucía","Sevilla","3655.0","620.0"
"Año 2014","Marzo","Aragón","Huesca","243.0","43.0"
"Año 2014","Marzo","Aragón","Teruel","97.0","35.0"
"Año 2014","Marzo","Aragón","Zaragoza","1284.0","253.0"
"Año 2014","Marzo","Principado de Asturias","Asturias","1109.0","291.0"
"Año 2014","Marzo","Illes Balears","Illes Balears","2383.0","415.0"
"Año 2014","Marzo","Canarias","Las Palmas","1798.0","1238.0"
"Año 2014","Marzo","Canarias","Santa Cruz de Tenerife","3131.0","947.0"
"Año 2014","Marzo","Cantabria","Cantabria","636.0","237.0"
"Año 2014","Marzo","Castilla y León","Ávila","183.0","37.0"
"Año 2014","Marzo","Castilla y León","Burgos","411.0","69.0"
"Año 2014","Marzo","Castilla y León","León","517.0","113.0"
"Año 2014","Marzo","Castilla y León","Palencia","150.0","60.0"
"Año 2014","Marzo","Castilla y León","Salamanca","306.0","39.0"
"Año 2014","Marzo","Castilla y León","Segovia","225.0","64.0"
"Año 2014","Marzo","Castilla y León","Soria","106.0","19.0"
"Año 2014","Marzo","Castilla y León","Valladolid","510.0","68.0"
"Año 2014","Marzo","Castilla y León","Zamora","136.0","24.0"
"Año 2014","Marzo","Castilla-La Mancha","Albacete","719.0","89.0"
"Año 2014","Marzo","Castilla-La Mancha","Ciudad Real","654.0","205.0"
"Año 2014","Marzo","Castilla-La Mancha","Cuenca","259.0","21.0"
"Año 2014","Marzo","Castilla-La Mancha","Guadalajara","382.0","60.0"
"Año 2014","Marzo","Castilla-La Mancha","Toledo","1076.0","127.0"
"Año 2014","Marzo","Cataluña","Barcelona","0.0","0.0"
