"Año","Mes","Comunidad autónoma","Provincia","Altas","Bajas","Usuarias activas"
"Año 2020","Abril","Andalucía","Málaga","11.0","9.0","342.0"
"Año 2020","Abril","Andalucía","Sevilla","8.0","10.0","844.0"
"Año 2020","Abril","Aragón","Huesca","1.0","3.0","64.0"
"Año 2020","Abril","Aragón","Teruel","3.0","1.0","40.0"
"Año 2020","Abril","Aragón","Zaragoza","2.0","3.0","135.0"
"Año 2020","Abril","Principado de Asturias","Asturias","14.0","11.0","640.0"
"Año 2020","Abril","Illes Balears","Illes Balears","3.0","8.0","159.0"
"Año 2020","Abril","Canarias","Las Palmas","9.0","4.0","275.0"
"Año 2020","Abril","Canarias","Santa Cruz de Tenerife","26.0","9.0","568.0"
"Año 2020","Abril","Cantabria","Cantabria","7.0","3.0","249.0"
"Año 2020","Abril","Castilla y León","Ávila","2.0","1.0","45.0"
"Año 2020","Abril","Castilla y León","Burgos","1.0","2.0","62.0"
"Año 2020","Abril","Castilla y León","León","1.0","1.0","101.0"
"Año 2020","Abril","Castilla y León","Palencia","1.0","0.0","41.0"
"Año 2020","Abril","Castilla y León","Salamanca","2.0","1.0","63.0"
"Año 2020","Abril","Castilla y León","Segovia","0.0","1.0","51.0"
"Año 2020","Abril","Castilla y León","Soria","0.0","0.0","19.0"
"Año 2020","Abril","Castilla y León","Valladolid","0.0","2.0","73.0"
"Año 2020","Abril","Castilla y León","Zamora","1.0","0.0","45.0"
"Año 2020","Abril","Castilla-La Mancha","Albacete","4.0","4.0","144.0"
"Año 2020","Abril","Castilla-La Mancha","Ciudad Real","2.0","1.0","163.0"
"Año 2020","Abril","Castilla-La Mancha","Cuenca","0.0","1.0","66.0"
"Año 2020","Abril","Castilla-La Mancha","Guadalajara","5.0","2.0","91.0"
"Año 2020","Abril","Castilla-La Mancha","Toledo","4.0","2.0","293.0"
"Año 2020","Abril","Cataluña","Barcelona","57.0","18.0","1576.0"
"Año 2020","Abril","Cataluña","Girona","9.0","4.0","239.0"
"Año 2020","Abril","Cataluña","Lleida","2.0","2.0","145.0"
"Año 2020","Abril","Cataluña","Tarragona","12.0","6.0","341.0"
"Año 2020","Abril","Comunitat Valenciana","Alicante/Alacant","33.0","26.0","1036.0"
"Año 2020","Abril","Comunitat Valenciana","Castellón/Castelló","15.0","10.0","355.0"
"Año 2020","Abril","Comunitat Valenciana","Valencia/València","40.0","35.0","1713.0"
"Año 2020","Abril","Extremadura","Badajoz","5.0","2.0","184.0"
"Año 2020","Abril","Extremadura","Cáceres","2.0","2.0","86.0"
"Año 2020","Abril","Galicia","A Coruña","7.0","10.0","401.0"
"Año 2020","Abril","Galicia","Lugo","0.0","0.0","36.0"
"Año 2020","Abril","Galicia","Ourense","0.0","0.0","24.0"
"Año 2020","Abril","Galicia","Pontevedra","3.0","2.0","159.0"
"Año 2020","Abril","Comunidad de Madrid","Madrid","39.0","31.0","1833.0"
"Año 2020","Abril","Región de Murcia","Murcia","12.0","11.0","531.0"
"Año 2020","Abril","Comunidad Foral de Navarra","Navarra","3.0","2.0","131.0"
"Año 2020","Abril","País Vasco","Araba/Álava","2.0","1.0","36.0"
"Año 2020","Abril","País Vasco","Bizkaia","0.0","0.0","11.0"
"Año 2020","Abril","País Vasco","Gipuzkoa","0.0","0.0","0.0"
"Año 2020","Abril","La Rioja","La Rioja","0.0","0.0","3.0"
"Año 2020","Abril","Ceuta","Ceuta","0.0","0.0","10.0"
"Año 2020","Abril","Melilla","Melilla","0.0","0.0","15.0"
"Año 2020","Mayo","Andalucía","Almería","4.0","1.0","150.0"
"Año 2020","Mayo","Andalucía","Cádiz","10.0","6.0","339.0"
"Año 2020","Mayo","Andalucía","Córdoba","6.0","7.0","216.0"
"Año 2020","Mayo","Andalucía","Granada","11.0","7.0","313.0"
"Año 2020","Mayo","Andalucía","Huelva","5.0","5.0","136.0"
"Año 2020","Mayo","Andalucía","Jaén","9.0","2.0","247.0"
"Año 2020","Mayo","Andalucía","Málaga","11.0","9.0","344.0"
"Año 2020","Mayo","Andalucía","Sevilla","22.0","13.0","853.0"
"Año 2020","Mayo","Aragón","Huesca","3.0","3.0","64.0"
"Año 2020","Mayo","Aragón","Teruel","1.0","2.0","39.0"
"Año 2020","Mayo","Aragón","Zaragoza","1.0","9.0","127.0"
"Año 2020","Mayo","Principado de Asturias","Asturias","25.0","26.0","639.0"
"Año 2020","Mayo","Illes Balears","Illes Balears","5.0","4.0","160.0"
"Año 2020","Mayo","Canarias","Las Palmas","14.0","5.0","284.0"
"Año 2020","Mayo","Canarias","Santa Cruz de Tenerife","21.0","7.0","582.0"
"Año 2020","Mayo","Cantabria","Cantabria","2.0","4.0","247.0"
"Año 2020","Mayo","Castilla y León","Ávila","1.0","1.0","45.0"
"Año 2020","Mayo","Castilla y León","Burgos","1.0","1.0","62.0"
"Año 2020","Mayo","Castilla y León","León","4.0","3.0","102.0"
"Año 2020","Mayo","Castilla y León","Palencia","0.0","0.0","41.0"
"Año 2020","Mayo","Castilla y León","Salamanca","4.0","1.0","66.0"
"Año 2020","Mayo","Castilla y León","Segovia","5.0","1.0","55.0"
"Año 2020","Mayo","Castilla y León","Soria","1.0","0.0","20.0"
"Año 2020","Mayo","Castilla y León","Valladolid","1.0","2.0","72.0"
"Año 2020","Mayo","Castilla y León","Zamora","0.0","1.0","44.0"
"Año 2020","Mayo","Castilla-La Mancha","Albacete","7.0","8.0","143.0"
"Año 2020","Mayo","Castilla-La Mancha","Ciudad Real","3.0","2.0","164.0"
"Año 2020","Mayo","Castilla-La Mancha","Cuenca","1.0","1.0","66.0"
"Año 2020","Mayo","Castilla-La Mancha","Guadalajara","1.0","3.0","89.0"
"Año 2020","Mayo","Castilla-La Mancha","Toledo","11.0","5.0","299.0"
"Año 2020","Mayo","Cataluña","Barcelona","56.0","36.0","1596.0"
"Año 2020","Mayo","Cataluña","Girona","23.0","5.0","257.0"
"Año 2020","Mayo","Cataluña","Lleida","4.0","3.0","146.0"
"Año 2020","Mayo","Cataluña","Tarragona","8.0","9.0","340.0"
"Año 2020","Mayo","Comunitat Valenciana","Alicante/Alacant","38.0","29.0","1045.0"
"Año 2020","Mayo","Comunitat Valenciana","Castellón/Castelló","15.0","9.0","361.0"
"Año 2020","Mayo","Comunitat Valenciana","Valencia/València","44.0","32.0","1725.0"
"Año 2020","Mayo","Extremadura","Badajoz","4.0","2.0","186.0"
"Año 2020","Mayo","Extremadura","Cáceres","2.0","2.0","86.0"
"Año 2020","Mayo","Galicia","A Coruña","9.0","7.0","403.0"
"Año 2020","Mayo","Galicia","Lugo","1.0","0.0","37.0"
"Año 2020","Mayo","Galicia","Ourense","0.0","0.0","24.0"
"Año 2020","Mayo","Galicia","Pontevedra","7.0","5.0","161.0"
"Año 2020","Mayo","Comunidad de Madrid","Madrid","78.0","47.0","1864.0"
"Año 2020","Mayo","Región de Murcia","Murcia","27.0","11.0","547.0"
"Año 2020","Mayo","Comunidad Foral de Navarra","Navarra","2.0","1.0","132.0"
"Año 2020","Mayo","País Vasco","Araba/Álava","0.0","1.0","35.0"
"Año 2020","Mayo","País Vasco","Bizkaia","0.0","1.0","10.0"
"Año 2020","Mayo","País Vasco","Gipuzkoa","0.0","0.0","0.0"
"Año 2020","Mayo","La Rioja","La Rioja","0.0","1.0","2.0"
"Año 2020","Mayo","Ceuta","Ceuta","1.0","1.0","10.0"
"Año 2020","Mayo","Melilla","Melilla","0.0","2.0","13.0"
"Año 2020","Junio","Andalucía","Almería","8.0","4.0","154.0"
"Año 2020","Junio","Andalucía","Cádiz","3.0","10.0","332.0"
"Año 2020","Junio","Andalucía","Córdoba","10.0","10.0","216.0"
"Año 2020","Junio","Andalucía","Granada","8.0","15.0","306.0"
"Año 2020","Junio","Andalucía","Huelva","13.0","7.0","142.0"
"Año 2020","Junio","Andalucía","Jaén","11.0","9.0","249.0"
"Año 2020","Junio","Andalucía","Málaga","22.0","15.0","351.0"
"Año 2020","Junio","Andalucía","Sevilla","38.0","26.0","865.0"
"Año 2020","Junio","Aragón","Huesca","3.0","4.0","63.0"
"Año 2020","Junio","Aragón","Teruel","1.0","1.0","39.0"
"Año 2020","Junio","Aragón","Zaragoza","1.0","7.0","121.0"
"Año 2020","Junio","Principado de Asturias","Asturias","45.0","37.0","647.0"
"Año 2020","Junio","Illes Balears","Illes Balears","8.0","7.0","161.0"
"Año 2020","Junio","Canarias","Las Palmas","16.0","14.0","286.0"
"Año 2020","Junio","Canarias","Santa Cruz de Tenerife","26.0","15.0","593.0"
"Año 2020","Junio","Cantabria","Cantabria","15.0","12.0","250.0"
"Año 2020","Junio","Castilla y León","Ávila","1.0","3.0","43.0"
"Año 2020","Junio","Castilla y León","Burgos","7.0","1.0","68.0"
"Año 2020","Junio","Castilla y León","León","4.0","3.0","103.0"
"Año 2020","Junio","Castilla y León","Palencia","0.0","1.0","40.0"
"Año 2020","Junio","Castilla y León","Salamanca","5.0","3.0","68.0"
"Año 2020","Junio","Castilla y León","Segovia","4.0","4.0","55.0"
"Año 2020","Junio","Castilla y León","Soria","2.0","5.0","17.0"
"Año 2020","Junio","Castilla y León","Valladolid","1.0","5.0","68.0"
"Año 2020","Junio","Castilla y León","Zamora","2.0","1.0","45.0"
"Año 2020","Junio","Castilla-La Mancha","Albacete","7.0","15.0","135.0"
"Año 2020","Junio","Castilla-La Mancha","Ciudad Real","6.0","8.0","162.0"
"Año 2020","Junio","Castilla-La Mancha","Cuenca","2.0","0.0","68.0"
"Año 2020","Junio","Castilla-La Mancha","Guadalajara","2.0","10.0","81.0"
"Año 2020","Junio","Castilla-La Mancha","Toledo","19.0","13.0","305.0"
"Año 2020","Junio","Cataluña","Barcelona","70.0","50.0","1616.0"
"Año 2020","Junio","Cataluña","Girona","9.0","16.0","250.0"
"Año 2020","Junio","Cataluña","Lleida","7.0","3.0","150.0"
"Año 2020","Junio","Cataluña","Tarragona","14.0","11.0","343.0"
"Año 2020","Junio","Comunitat Valenciana","Alicante/Alacant","80.0","54.0","1071.0"
"Año 2020","Junio","Comunitat Valenciana","Castellón/Castelló","16.0","14.0","363.0"
"Año 2020","Junio","Comunitat Valenciana","Valencia/València","72.0","69.0","1728.0"
"Año 2020","Junio","Extremadura","Badajoz","7.0","5.0","188.0"
"Año 2020","Junio","Extremadura","Cáceres","3.0","2.0","87.0"
"Año 2020","Junio","Galicia","A Coruña","28.0","12.0","419.0"
"Año 2020","Junio","Galicia","Lugo","2.0","0.0","39.0"
"Año 2020","Junio","Galicia","Ourense","1.0","1.0","24.0"
"Año 2020","Junio","Galicia","Pontevedra","4.0","5.0","160.0"
"Año 2020","Junio","Comunidad de Madrid","Madrid","77.0","73.0","1868.0"
"Año 2020","Junio","Región de Murcia","Murcia","30.0","37.0","540.0"
"Año 2020","Junio","Comunidad Foral de Navarra","Navarra","6.0","3.0","135.0"
"Año 2020","Junio","País Vasco","Araba/Álava","1.0","3.0","33.0"
"Año 2020","Junio","País Vasco","Bizkaia","0.0","0.0","10.0"
"Año 2020","Junio","País Vasco","Gipuzkoa","0.0","0.0","0.0"
"Año 2020","Junio","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2020","Junio","Ceuta","Ceuta","0.0","0.0","10.0"
"Año 2020","Junio","Melilla","Melilla","2.0","0.0","15.0"
"Año 2020","Julio","Andalucía","Almería","9.0","5.0","158.0"
"Año 2020","Julio","Andalucía","Cádiz","19.0","14.0","337.0"
"Año 2020","Julio","Andalucía","Córdoba","12.0","19.0","209.0"
"Año 2020","Julio","Andalucía","Granada","14.0","21.0","299.0"
"Año 2020","Julio","Andalucía","Huelva","6.0","12.0","136.0"
"Año 2020","Julio","Andalucía","Jaén","11.0","16.0","244.0"
"Año 2020","Julio","Andalucía","Málaga","20.0","31.0","340.0"
"Año 2020","Julio","Andalucía","Sevilla","52.0","53.0","864.0"
"Año 2020","Julio","Aragón","Huesca","4.0","3.0","64.0"
"Año 2020","Julio","Aragón","Teruel","3.0","0.0","42.0"
"Año 2020","Julio","Aragón","Zaragoza","12.0","13.0","120.0"
"Año 2020","Julio","Principado de Asturias","Asturias","36.0","46.0","637.0"
"Año 2020","Julio","Illes Balears","Illes Balears","13.0","15.0","159.0"
"Año 2020","Julio","Canarias","Las Palmas","25.0","29.0","282.0"
"Año 2020","Julio","Canarias","Santa Cruz de Tenerife","38.0","34.0","597.0"
"Año 2020","Julio","Cantabria","Cantabria","12.0","23.0","239.0"
"Año 2020","Julio","Castilla y León","Ávila","1.0","7.0","37.0"
"Año 2020","Julio","Castilla y León","Burgos","4.0","7.0","65.0"
"Año 2020","Julio","Castilla y León","León","5.0","3.0","105.0"
"Año 2020","Julio","Castilla y León","Palencia","3.0","5.0","38.0"
"Año 2020","Julio","Castilla y León","Salamanca","4.0","7.0","65.0"
"Año 2020","Julio","Castilla y León","Segovia","5.0","5.0","55.0"
"Año 2020","Julio","Castilla y León","Soria","2.0","4.0","15.0"
"Año 2020","Julio","Castilla y León","Valladolid","1.0","2.0","67.0"
"Año 2020","Julio","Castilla y León","Zamora","2.0","2.0","45.0"
"Año 2020","Julio","Castilla-La Mancha","Albacete","9.0","14.0","130.0"
"Año 2020","Julio","Castilla-La Mancha","Ciudad Real","10.0","10.0","162.0"
"Año 2020","Julio","Castilla-La Mancha","Cuenca","4.0","7.0","65.0"
"Año 2020","Julio","Castilla-La Mancha","Guadalajara","3.0","7.0","77.0"
"Año 2020","Julio","Castilla-La Mancha","Toledo","17.0","22.0","300.0"
"Año 2020","Julio","Cataluña","Barcelona","79.0","116.0","1579.0"
"Año 2020","Julio","Cataluña","Girona","16.0","20.0","246.0"
"Año 2020","Julio","Cataluña","Lleida","8.0","15.0","143.0"
"Año 2020","Julio","Cataluña","Tarragona","20.0","40.0","323.0"
"Año 2020","Julio","Comunitat Valenciana","Alicante/Alacant","101.0","77.0","1095.0"
"Año 2020","Julio","Comunitat Valenciana","Castellón/Castelló","24.0","17.0","370.0"
"Año 2020","Julio","Comunitat Valenciana","Valencia/València","84.0","146.0","1666.0"
"Año 2020","Julio","Extremadura","Badajoz","15.0","18.0","185.0"
"Año 2020","Julio","Extremadura","Cáceres","5.0","1.0","91.0"
"Año 2020","Julio","Galicia","A Coruña","17.0","25.0","411.0"
"Año 2020","Julio","Galicia","Lugo","3.0","4.0","38.0"
"Año 2020","Julio","Galicia","Ourense","2.0","1.0","25.0"
"Año 2020","Julio","Galicia","Pontevedra","5.0","12.0","153.0"
"Año 2020","Julio","Comunidad de Madrid","Madrid","95.0","149.0","1814.0"
"Año 2020","Julio","Región de Murcia","Murcia","42.0","55.0","527.0"
"Año 2020","Julio","Comunidad Foral de Navarra","Navarra","5.0","18.0","122.0"
"Año 2020","Julio","País Vasco","Araba/Álava","1.0","5.0","29.0"
"Año 2020","Julio","País Vasco","Bizkaia","1.0","1.0","10.0"
"Año 2020","Julio","País Vasco","Gipuzkoa","0.0","0.0","0.0"
"Año 2020","Julio","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2020","Julio","Ceuta","Ceuta","0.0","2.0","8.0"
"Año 2020","Julio","Melilla","Melilla","1.0","1.0","15.0"
"Año 2020","Agosto","Andalucía","Almería","6.0","10.0","154.0"
"Año 2020","Agosto","Andalucía","Cádiz","15.0","13.0","339.0"
"Año 2020","Agosto","Andalucía","Córdoba","6.0","11.0","204.0"
"Año 2020","Agosto","Andalucía","Granada","10.0","12.0","297.0"
"Año 2020","Agosto","Andalucía","Huelva","9.0","5.0","140.0"
"Año 2020","Agosto","Andalucía","Jaén","5.0","7.0","242.0"
"Año 2020","Agosto","Andalucía","Málaga","15.0","18.0","337.0"
"Año 2020","Agosto","Andalucía","Sevilla","38.0","43.0","859.0"
"Año 2020","Agosto","Aragón","Huesca","3.0","4.0","63.0"
"Año 2020","Agosto","Aragón","Teruel","1.0","2.0","41.0"
"Año 2020","Agosto","Aragón","Zaragoza","5.0","4.0","121.0"
"Año 2020","Agosto","Principado de Asturias","Asturias","45.0","39.0","643.0"
"Año 2020","Agosto","Illes Balears","Illes Balears","8.0","13.0","154.0"
"Año 2020","Agosto","Canarias","Las Palmas","12.0","17.0","277.0"
"Año 2020","Agosto","Canarias","Santa Cruz de Tenerife","35.0","29.0","603.0"
"Año 2020","Agosto","Cantabria","Cantabria","12.0","17.0","234.0"
"Año 2020","Agosto","Castilla y León","Ávila","0.0","2.0","35.0"
"Año 2020","Agosto","Castilla y León","Burgos","2.0","2.0","65.0"
"Año 2020","Agosto","Castilla y León","León","6.0","5.0","106.0"
"Año 2020","Agosto","Castilla y León","Palencia","0.0","2.0","36.0"
"Año 2020","Agosto","Castilla y León","Salamanca","6.0","5.0","66.0"
"Año 2020","Agosto","Castilla y León","Segovia","6.0","1.0","60.0"
"Año 2020","Agosto","Castilla y León","Soria","2.0","0.0","17.0"
"Año 2020","Agosto","Castilla y León","Valladolid","5.0","4.0","68.0"
"Año 2020","Agosto","Castilla y León","Zamora","4.0","2.0","47.0"
"Año 2020","Agosto","Castilla-La Mancha","Albacete","7.0","7.0","130.0"
"Año 2020","Agosto","Castilla-La Mancha","Ciudad Real","3.0","8.0","157.0"
"Año 2020","Agosto","Castilla-La Mancha","Cuenca","1.0","7.0","59.0"
"Año 2020","Agosto","Castilla-La Mancha","Guadalajara","6.0","5.0","78.0"
"Año 2020","Agosto","Castilla-La Mancha","Toledo","21.0","13.0","308.0"
"Año 2020","Agosto","Cataluña","Barcelona","105.0","103.0","1581.0"
"Año 2020","Agosto","Cataluña","Girona","13.0","15.0","244.0"
"Año 2020","Agosto","Cataluña","Lleida","8.0","8.0","143.0"
"Año 2020","Agosto","Cataluña","Tarragona","25.0","21.0","327.0"
"Año 2020","Agosto","Comunitat Valenciana","Alicante/Alacant","78.0","56.0","1117.0"
"Año 2020","Agosto","Comunitat Valenciana","Castellón/Castelló","17.0","13.0","374.0"
"Año 2020","Agosto","Comunitat Valenciana","Valencia/València","93.0","89.0","1670.0"
"Año 2020","Agosto","Extremadura","Badajoz","11.0","15.0","181.0"
"Año 2020","Agosto","Extremadura","Cáceres","1.0","5.0","87.0"
"Año 2020","Agosto","Galicia","A Coruña","17.0","14.0","414.0"
"Año 2020","Agosto","Galicia","Lugo","2.0","0.0","40.0"
"Año 2020","Agosto","Galicia","Ourense","1.0","0.0","26.0"
"Año 2020","Agosto","Galicia","Pontevedra","4.0","8.0","149.0"
"Año 2020","Agosto","Comunidad de Madrid","Madrid","87.0","119.0","1782.0"
"Año 2020","Agosto","Región de Murcia","Murcia","22.0","31.0","518.0"
"Año 2020","Agosto","Comunidad Foral de Navarra","Navarra","4.0","10.0","116.0"
"Año 2020","Agosto","País Vasco","Araba/Álava","1.0","3.0","27.0"
"Año 2020","Agosto","País Vasco","Bizkaia","1.0","0.0","11.0"
"Año 2020","Agosto","País Vasco","Gipuzkoa","0.0","0.0","0.0"
"Año 2020","Agosto","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2020","Agosto","Ceuta","Ceuta","0.0","1.0","7.0"
"Año 2020","Agosto","Melilla","Melilla","1.0","0.0","16.0"
"Año 2020","Septiembre","Andalucía","Almería","3.0","8.0","149.0"
"Año 2020","Septiembre","Andalucía","Cádiz","11.0","9.0","341.0"
"Año 2020","Septiembre","Andalucía","Córdoba","12.0","9.0","207.0"
"Año 2020","Septiembre","Andalucía","Granada","18.0","10.0","305.0"
"Año 2020","Septiembre","Andalucía","Huelva","14.0","7.0","147.0"
"Año 2020","Septiembre","Andalucía","Jaén","16.0","17.0","241.0"
"Año 2020","Septiembre","Andalucía","Málaga","17.0","18.0","336.0"
"Año 2020","Septiembre","Andalucía","Sevilla","33.0","42.0","850.0"
"Año 2020","Septiembre","Aragón","Huesca","3.0","3.0","63.0"
"Año 2020","Septiembre","Aragón","Teruel","3.0","3.0","41.0"
"Año 2020","Septiembre","Aragón","Zaragoza","9.0","7.0","123.0"
"Año 2020","Septiembre","Principado de Asturias","Asturias","26.0","26.0","643.0"
"Año 2020","Septiembre","Illes Balears","Illes Balears","4.0","10.0","148.0"
"Año 2020","Septiembre","Canarias","Las Palmas","18.0","19.0","276.0"
"Año 2020","Septiembre","Canarias","Santa Cruz de Tenerife","35.0","22.0","616.0"
"Año 2020","Septiembre","Cantabria","Cantabria","10.0","13.0","231.0"
"Año 2020","Septiembre","Castilla y León","Ávila","2.0","4.0","33.0"
"Año 2020","Septiembre","Castilla y León","Burgos","2.0","3.0","64.0"
"Año 2020","Septiembre","Castilla y León","León","7.0","2.0","111.0"
"Año 2020","Septiembre","Castilla y León","Palencia","1.0","1.0","36.0"
"Año 2020","Septiembre","Castilla y León","Salamanca","1.0","7.0","60.0"
"Año 2020","Septiembre","Castilla y León","Segovia","5.0","4.0","61.0"
"Año 2020","Septiembre","Castilla y León","Soria","2.0","3.0","16.0"
"Año 2020","Septiembre","Castilla y León","Valladolid","1.0","6.0","63.0"
"Año 2020","Septiembre","Castilla y León","Zamora","4.0","4.0","47.0"
"Año 2020","Septiembre","Castilla-La Mancha","Albacete","10.0","8.0","132.0"
"Año 2020","Septiembre","Castilla-La Mancha","Ciudad Real","8.0","8.0","157.0"
