"Año","Mes","Comunidad autónoma","Provincia","Altas","Bajas","Usuarias activas"
"Año 2014","Abril","Aragón","Zaragoza","6.0","0.0","93.0"
"Año 2014","Abril","Principado de Asturias","Asturias","27.0","25.0","435.0"
"Año 2014","Abril","Illes Balears","Illes Balears","10.0","10.0","128.0"
"Año 2014","Abril","Canarias","Las Palmas","18.0","10.0","225.0"
"Año 2014","Abril","Canarias","Santa Cruz de Tenerife","16.0","26.0","319.0"
"Año 2014","Abril","Cantabria","Cantabria","12.0","11.0","131.0"
"Año 2014","Abril","Castilla y León","Ávila","0.0","1.0","13.0"
"Año 2014","Abril","Castilla y León","Burgos","4.0","4.0","38.0"
"Año 2014","Abril","Castilla y León","León","1.0","1.0","89.0"
"Año 2014","Abril","Castilla y León","Palencia","1.0","1.0","14.0"
"Año 2014","Abril","Castilla y León","Salamanca","1.0","0.0","27.0"
"Año 2014","Abril","Castilla y León","Segovia","0.0","1.0","12.0"
"Año 2014","Abril","Castilla y León","Soria","1.0","2.0","18.0"
"Año 2014","Abril","Castilla y León","Valladolid","3.0","3.0","34.0"
"Año 2014","Abril","Castilla y León","Zamora","1.0","1.0","23.0"
"Año 2014","Abril","Castilla-La Mancha","Albacete","15.0","4.0","89.0"
"Año 2014","Abril","Castilla-La Mancha","Ciudad Real","9.0","10.0","135.0"
"Año 2014","Abril","Castilla-La Mancha","Cuenca","2.0","1.0","42.0"
"Año 2014","Abril","Castilla-La Mancha","Guadalajara","6.0","9.0","95.0"
"Año 2014","Abril","Castilla-La Mancha","Toledo","15.0","10.0","219.0"
"Año 2014","Abril","Cataluña","Barcelona","67.0","53.0","1058.0"
"Año 2014","Abril","Cataluña","Girona","10.0","6.0","189.0"
"Año 2014","Abril","Cataluña","Lleida","15.0","6.0","114.0"
"Año 2014","Abril","Cataluña","Tarragona","17.0","11.0","300.0"
"Año 2014","Abril","Comunitat Valenciana","Alicante/Alacant","33.0","38.0","620.0"
"Año 2014","Abril","Comunitat Valenciana","Castellón/Castelló","13.0","20.0","230.0"
"Año 2014","Abril","Comunitat Valenciana","Valencia/València","56.0","53.0","905.0"
"Año 2014","Abril","Extremadura","Badajoz","8.0","11.0","92.0"
"Año 2014","Abril","Extremadura","Cáceres","5.0","4.0","84.0"
"Año 2014","Abril","Galicia","A Coruña","15.0","7.0","289.0"
"Año 2014","Abril","Galicia","Lugo","4.0","0.0","30.0"
"Año 2014","Abril","Galicia","Ourense","1.0","3.0","29.0"
"Año 2014","Abril","Galicia","Pontevedra","6.0","6.0","114.0"
"Año 2014","Abril","Comunidad de Madrid","Madrid","47.0","95.0","1330.0"
"Año 2014","Abril","Región de Murcia","Murcia","14.0","6.0","190.0"
"Año 2014","Abril","Comunidad Foral de Navarra","Navarra","2.0","0.0","34.0"
"Año 2014","Abril","País Vasco","Araba/Álava","1.0","2.0","15.0"
"Año 2014","Abril","País Vasco","Bizkaia","0.0","1.0","28.0"
"Año 2014","Abril","País Vasco","Gipuzkoa","0.0","0.0","0.0"
"Año 2014","Abril","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2014","Abril","Ceuta","Ceuta","5.0","0.0","12.0"
"Año 2014","Abril","Melilla","Melilla","1.0","0.0","7.0"
"Año 2014","Mayo","Andalucía","Almería","5.0","4.0","84.0"
"Año 2014","Mayo","Andalucía","Cádiz","21.0","13.0","283.0"
"Año 2014","Mayo","Andalucía","Córdoba","7.0","6.0","150.0"
"Año 2014","Mayo","Andalucía","Granada","15.0","11.0","216.0"
"Año 2014","Mayo","Andalucía","Huelva","11.0","3.0","86.0"
"Año 2014","Mayo","Andalucía","Jaén","5.0","2.0","191.0"
"Año 2014","Mayo","Andalucía","Málaga","16.0","27.0","351.0"
"Año 2014","Mayo","Andalucía","Sevilla","31.0","20.0","649.0"
"Año 2014","Mayo","Aragón","Huesca","0.0","2.0","30.0"
"Año 2014","Mayo","Aragón","Teruel","1.0","4.0","31.0"
"Año 2014","Mayo","Aragón","Zaragoza","10.0","0.0","103.0"
"Año 2014","Mayo","Principado de Asturias","Asturias","26.0","30.0","431.0"
"Año 2014","Mayo","Illes Balears","Illes Balears","15.0","8.0","135.0"
"Año 2014","Mayo","Canarias","Las Palmas","10.0","12.0","223.0"
"Año 2014","Mayo","Canarias","Santa Cruz de Tenerife","18.0","16.0","321.0"
"Año 2014","Mayo","Cantabria","Cantabria","15.0","6.0","140.0"
"Año 2014","Mayo","Castilla y León","Ávila","2.0","0.0","15.0"
"Año 2014","Mayo","Castilla y León","Burgos","1.0","3.0","36.0"
"Año 2014","Mayo","Castilla y León","León","5.0","7.0","87.0"
"Año 2014","Mayo","Castilla y León","Palencia","0.0","0.0","14.0"
"Año 2014","Mayo","Castilla y León","Salamanca","3.0","1.0","29.0"
"Año 2014","Mayo","Castilla y León","Segovia","2.0","0.0","14.0"
"Año 2014","Mayo","Castilla y León","Soria","2.0","1.0","19.0"
"Año 2014","Mayo","Castilla y León","Valladolid","1.0","1.0","34.0"
"Año 2014","Mayo","Castilla y León","Zamora","1.0","1.0","23.0"
"Año 2014","Mayo","Castilla-La Mancha","Albacete","12.0","2.0","99.0"
"Año 2014","Mayo","Castilla-La Mancha","Ciudad Real","12.0","7.0","140.0"
"Año 2014","Mayo","Castilla-La Mancha","Cuenca","4.0","2.0","44.0"
"Año 2014","Mayo","Castilla-La Mancha","Guadalajara","7.0","8.0","94.0"
"Año 2014","Mayo","Castilla-La Mancha","Toledo","22.0","12.0","229.0"
"Año 2014","Mayo","Cataluña","Barcelona","55.0","64.0","1049.0"
"Año 2014","Mayo","Cataluña","Girona","10.0","6.0","193.0"
"Año 2014","Mayo","Cataluña","Lleida","3.0","7.0","110.0"
"Año 2014","Mayo","Cataluña","Tarragona","18.0","14.0","304.0"
"Año 2014","Mayo","Comunitat Valenciana","Alicante/Alacant","53.0","37.0","636.0"
"Año 2014","Mayo","Comunitat Valenciana","Castellón/Castelló","16.0","14.0","232.0"
"Año 2014","Mayo","Comunitat Valenciana","Valencia/València","45.0","51.0","899.0"
"Año 2014","Mayo","Extremadura","Badajoz","1.0","6.0","87.0"
"Año 2014","Mayo","Extremadura","Cáceres","5.0","4.0","85.0"
"Año 2014","Mayo","Galicia","A Coruña","12.0","8.0","293.0"
"Año 2014","Mayo","Galicia","Lugo","0.0","0.0","30.0"
"Año 2014","Mayo","Galicia","Ourense","0.0","0.0","29.0"
"Año 2014","Mayo","Galicia","Pontevedra","6.0","8.0","112.0"
"Año 2014","Mayo","Comunidad de Madrid","Madrid","65.0","85.0","1310.0"
"Año 2014","Mayo","Región de Murcia","Murcia","16.0","5.0","201.0"
"Año 2014","Mayo","Comunidad Foral de Navarra","Navarra","1.0","0.0","35.0"
"Año 2014","Mayo","País Vasco","Araba/Álava","0.0","0.0","15.0"
"Año 2014","Mayo","País Vasco","Bizkaia","0.0","0.0","28.0"
"Año 2014","Mayo","País Vasco","Gipuzkoa","0.0","0.0","0.0"
"Año 2014","Mayo","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2014","Mayo","Ceuta","Ceuta","3.0","0.0","15.0"
"Año 2014","Mayo","Melilla","Melilla","1.0","0.0","8.0"
"Año 2014","Junio","Andalucía","Almería","9.0","6.0","87.0"
"Año 2014","Junio","Andalucía","Cádiz","24.0","7.0","300.0"
"Año 2014","Junio","Andalucía","Córdoba","13.0","5.0","158.0"
"Año 2014","Junio","Andalucía","Granada","17.0","10.0","223.0"
"Año 2014","Junio","Andalucía","Huelva","8.0","2.0","92.0"
"Año 2014","Junio","Andalucía","Jaén","6.0","4.0","193.0"
"Año 2014","Junio","Andalucía","Málaga","24.0","17.0","358.0"
"Año 2014","Junio","Andalucía","Sevilla","40.0","16.0","673.0"
"Año 2014","Junio","Aragón","Huesca","4.0","2.0","32.0"
"Año 2014","Junio","Aragón","Teruel","4.0","2.0","33.0"
"Año 2014","Junio","Aragón","Zaragoza","6.0","6.0","103.0"
"Año 2014","Junio","Principado de Asturias","Asturias","28.0","28.0","431.0"
"Año 2014","Junio","Illes Balears","Illes Balears","15.0","7.0","143.0"
"Año 2014","Junio","Canarias","Las Palmas","16.0","16.0","223.0"
"Año 2014","Junio","Canarias","Santa Cruz de Tenerife","20.0","16.0","325.0"
"Año 2014","Junio","Cantabria","Cantabria","12.0","5.0","147.0"
"Año 2014","Junio","Castilla y León","Ávila","1.0","1.0","15.0"
"Año 2014","Junio","Castilla y León","Burgos","2.0","2.0","36.0"
"Año 2014","Junio","Castilla y León","León","4.0","7.0","84.0"
"Año 2014","Junio","Castilla y León","Palencia","0.0","2.0","12.0"
"Año 2014","Junio","Castilla y León","Salamanca","0.0","0.0","29.0"
"Año 2014","Junio","Castilla y León","Segovia","0.0","1.0","13.0"
"Año 2014","Junio","Castilla y León","Soria","3.0","1.0","21.0"
"Año 2014","Junio","Castilla y León","Valladolid","1.0","2.0","33.0"
"Año 2014","Junio","Castilla y León","Zamora","1.0","2.0","22.0"
"Año 2014","Junio","Castilla-La Mancha","Albacete","13.0","5.0","107.0"
"Año 2014","Junio","Castilla-La Mancha","Ciudad Real","7.0","8.0","139.0"
"Año 2014","Junio","Castilla-La Mancha","Cuenca","5.0","1.0","48.0"
"Año 2014","Junio","Castilla-La Mancha","Guadalajara","3.0","3.0","94.0"
"Año 2014","Junio","Castilla-La Mancha","Toledo","18.0","6.0","241.0"
"Año 2014","Junio","Cataluña","Barcelona","47.0","48.0","1048.0"
"Año 2014","Junio","Cataluña","Girona","17.0","13.0","197.0"
"Año 2014","Junio","Cataluña","Lleida","7.0","3.0","114.0"
"Año 2014","Junio","Cataluña","Tarragona","20.0","24.0","300.0"
"Año 2014","Junio","Comunitat Valenciana","Alicante/Alacant","37.0","33.0","640.0"
"Año 2014","Junio","Comunitat Valenciana","Castellón/Castelló","23.0","14.0","241.0"
"Año 2014","Junio","Comunitat Valenciana","Valencia/València","44.0","46.0","897.0"
"Año 2014","Junio","Extremadura","Badajoz","5.0","2.0","90.0"
"Año 2014","Junio","Extremadura","Cáceres","1.0","3.0","83.0"
"Año 2014","Junio","Galicia","A Coruña","8.0","5.0","296.0"
"Año 2014","Junio","Galicia","Lugo","0.0","1.0","29.0"
"Año 2014","Junio","Galicia","Ourense","0.0","0.0","29.0"
"Año 2014","Junio","Galicia","Pontevedra","8.0","1.0","119.0"
"Año 2014","Junio","Comunidad de Madrid","Madrid","85.0","79.0","1316.0"
"Año 2014","Junio","Región de Murcia","Murcia","13.0","10.0","204.0"
"Año 2014","Junio","Comunidad Foral de Navarra","Navarra","6.0","1.0","40.0"
"Año 2014","Junio","País Vasco","Araba/Álava","0.0","1.0","14.0"
"Año 2014","Junio","País Vasco","Bizkaia","1.0","0.0","29.0"
"Año 2014","Junio","País Vasco","Gipuzkoa","0.0","0.0","0.0"
"Año 2014","Junio","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2014","Junio","Ceuta","Ceuta","0.0","1.0","14.0"
"Año 2014","Junio","Melilla","Melilla","0.0","0.0","8.0"
"Año 2014","Julio","Andalucía","Almería","4.0","8.0","83.0"
"Año 2014","Julio","Andalucía","Cádiz","13.0","16.0","297.0"
"Año 2014","Julio","Andalucía","Córdoba","10.0","12.0","156.0"
"Año 2014","Julio","Andalucía","Granada","13.0","16.0","220.0"
"Año 2014","Julio","Andalucía","Huelva","6.0","2.0","96.0"
"Año 2014","Julio","Andalucía","Jaén","11.0","10.0","194.0"
"Año 2014","Julio","Andalucía","Málaga","25.0","14.0","369.0"
"Año 2014","Julio","Andalucía","Sevilla","29.0","20.0","682.0"
"Año 2014","Julio","Aragón","Huesca","1.0","2.0","31.0"
"Año 2014","Julio","Aragón","Teruel","1.0","2.0","32.0"
"Año 2014","Julio","Aragón","Zaragoza","8.0","3.0","108.0"
"Año 2014","Julio","Principado de Asturias","Asturias","28.0","20.0","439.0"
"Año 2014","Julio","Illes Balears","Illes Balears","12.0","12.0","143.0"
"Año 2014","Julio","Canarias","Las Palmas","9.0","9.0","223.0"
"Año 2014","Julio","Canarias","Santa Cruz de Tenerife","24.0","14.0","335.0"
"Año 2014","Julio","Cantabria","Cantabria","12.0","11.0","148.0"
"Año 2014","Julio","Castilla y León","Ávila","1.0","0.0","16.0"
"Año 2014","Julio","Castilla y León","Burgos","2.0","3.0","35.0"
"Año 2014","Julio","Castilla y León","León","6.0","6.0","84.0"
"Año 2014","Julio","Castilla y León","Palencia","0.0","1.0","11.0"
"Año 2014","Julio","Castilla y León","Salamanca","1.0","2.0","28.0"
"Año 2014","Julio","Castilla y León","Segovia","0.0","0.0","13.0"
"Año 2014","Julio","Castilla y León","Soria","2.0","3.0","20.0"
"Año 2014","Julio","Castilla y León","Valladolid","5.0","1.0","37.0"
"Año 2014","Julio","Castilla y León","Zamora","0.0","1.0","21.0"
"Año 2014","Julio","Castilla-La Mancha","Albacete","6.0","8.0","105.0"
"Año 2014","Julio","Castilla-La Mancha","Ciudad Real","10.0","6.0","143.0"
"Año 2014","Julio","Castilla-La Mancha","Cuenca","1.0","5.0","44.0"
"Año 2014","Julio","Castilla-La Mancha","Guadalajara","6.0","5.0","95.0"
"Año 2014","Julio","Castilla-La Mancha","Toledo","27.0","10.0","258.0"
"Año 2014","Julio","Cataluña","Barcelona","56.0","49.0","1055.0"
"Año 2014","Julio","Cataluña","Girona","9.0","17.0","189.0"
"Año 2014","Julio","Cataluña","Lleida","6.0","16.0","104.0"
"Año 2014","Julio","Cataluña","Tarragona","17.0","16.0","301.0"
"Año 2014","Julio","Comunitat Valenciana","Alicante/Alacant","45.0","30.0","655.0"
"Año 2014","Julio","Comunitat Valenciana","Castellón/Castelló","23.0","7.0","257.0"
"Año 2014","Julio","Comunitat Valenciana","Valencia/València","69.0","42.0","924.0"
"Año 2014","Julio","Extremadura","Badajoz","6.0","5.0","91.0"
"Año 2014","Julio","Extremadura","Cáceres","8.0","4.0","87.0"
"Año 2014","Julio","Galicia","A Coruña","13.0","18.0","291.0"
"Año 2014","Julio","Galicia","Lugo","2.0","4.0","27.0"
"Año 2014","Julio","Galicia","Ourense","1.0","1.0","29.0"
"Año 2014","Julio","Galicia","Pontevedra","3.0","5.0","117.0"
"Año 2014","Julio","Comunidad de Madrid","Madrid","74.0","65.0","1325.0"
"Año 2014","Julio","Región de Murcia","Murcia","20.0","14.0","210.0"
"Año 2014","Julio","Comunidad Foral de Navarra","Navarra","3.0","1.0","42.0"
"Año 2014","Julio","País Vasco","Araba/Álava","3.0","1.0","16.0"
"Año 2014","Julio","País Vasco","Bizkaia","0.0","3.0","26.0"
"Año 2014","Julio","País Vasco","Gipuzkoa","0.0","0.0","0.0"
"Año 2014","Julio","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2014","Julio","Ceuta","Ceuta","0.0","1.0","13.0"
"Año 2014","Julio","Melilla","Melilla","0.0","1.0","7.0"
"Año 2014","Agosto","Andalucía","Almería","5.0","4.0","84.0"
"Año 2014","Agosto","Andalucía","Cádiz","8.0","12.0","293.0"
"Año 2014","Agosto","Andalucía","Córdoba","5.0","4.0","157.0"
"Año 2014","Agosto","Andalucía","Granada","10.0","13.0","217.0"
"Año 2014","Agosto","Andalucía","Huelva","7.0","1.0","102.0"
"Año 2014","Agosto","Andalucía","Jaén","10.0","9.0","195.0"
"Año 2014","Agosto","Andalucía","Málaga","21.0","19.0","371.0"
"Año 2014","Agosto","Andalucía","Sevilla","21.0","26.0","677.0"
"Año 2014","Agosto","Aragón","Huesca","7.0","4.0","34.0"
"Año 2014","Agosto","Aragón","Teruel","4.0","5.0","31.0"
"Año 2014","Agosto","Aragón","Zaragoza","5.0","5.0","108.0"
"Año 2014","Agosto","Principado de Asturias","Asturias","16.0","25.0","430.0"
"Año 2014","Agosto","Illes Balears","Illes Balears","9.0","9.0","143.0"
"Año 2014","Agosto","Canarias","Las Palmas","14.0","12.0","225.0"
"Año 2014","Agosto","Canarias","Santa Cruz de Tenerife","15.0","17.0","333.0"
"Año 2014","Agosto","Cantabria","Cantabria","14.0","4.0","158.0"
"Año 2014","Agosto","Castilla y León","Ávila","5.0","2.0","19.0"
"Año 2014","Agosto","Castilla y León","Burgos","1.0","4.0","32.0"
"Año 2014","Agosto","Castilla y León","León","2.0","3.0","83.0"
"Año 2014","Agosto","Castilla y León","Palencia","1.0","0.0","12.0"
"Año 2014","Agosto","Castilla y León","Salamanca","1.0","0.0","29.0"
"Año 2014","Agosto","Castilla y León","Segovia","0.0","0.0","13.0"
"Año 2014","Agosto","Castilla y León","Soria","0.0","0.0","20.0"
"Año 2014","Agosto","Castilla y León","Valladolid","2.0","1.0","38.0"
"Año 2014","Agosto","Castilla y León","Zamora","2.0","0.0","23.0"
"Año 2014","Agosto","Castilla-La Mancha","Albacete","7.0","4.0","108.0"
"Año 2014","Agosto","Castilla-La Mancha","Ciudad Real","14.0","3.0","154.0"
"Año 2014","Agosto","Castilla-La Mancha","Cuenca","4.0","1.0","47.0"
"Año 2014","Agosto","Castilla-La Mancha","Guadalajara","4.0","7.0","92.0"
"Año 2014","Agosto","Castilla-La Mancha","Toledo","18.0","10.0","266.0"
"Año 2014","Agosto","Cataluña","Barcelona","49.0","48.0","1056.0"
"Año 2014","Agosto","Cataluña","Girona","7.0","8.0","188.0"
"Año 2014","Agosto","Cataluña","Lleida","13.0","3.0","114.0"
"Año 2014","Agosto","Cataluña","Tarragona","13.0","12.0","302.0"
"Año 2014","Agosto","Comunitat Valenciana","Alicante/Alacant","44.0","34.0","665.0"
"Año 2014","Agosto","Comunitat Valenciana","Castellón/Castelló","8.0","9.0","256.0"
"Año 2014","Agosto","Comunitat Valenciana","Valencia/València","35.0","48.0","911.0"
"Año 2014","Agosto","Extremadura","Badajoz","7.0","4.0","94.0"
"Año 2014","Agosto","Extremadura","Cáceres","2.0","3.0","86.0"
"Año 2014","Agosto","Galicia","A Coruña","11.0","15.0","287.0"
"Año 2014","Agosto","Galicia","Lugo","0.0","0.0","27.0"
"Año 2014","Agosto","Galicia","Ourense","0.0","3.0","26.0"
"Año 2014","Agosto","Galicia","Pontevedra","4.0","7.0","114.0"
"Año 2014","Agosto","Comunidad de Madrid","Madrid","69.0","77.0","1317.0"
"Año 2014","Agosto","Región de Murcia","Murcia","4.0","5.0","209.0"
"Año 2014","Agosto","Comunidad Foral de Navarra","Navarra","2.0","1.0","43.0"
"Año 2014","Agosto","País Vasco","Araba/Álava","0.0","0.0","16.0"
"Año 2014","Agosto","País Vasco","Bizkaia","0.0","2.0","24.0"
"Año 2014","Agosto","País Vasco","Gipuzkoa","0.0","0.0","0.0"
"Año 2014","Agosto","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2014","Agosto","Ceuta","Ceuta","3.0","1.0","15.0"
"Año 2014","Agosto","Melilla","Melilla","1.0","2.0","6.0"
"Año 2014","Septiembre","Andalucía","Almería","11.0","5.0","90.0"
"Año 2014","Septiembre","Andalucía","Cádiz","10.0","18.0","285.0"
"Año 2014","Septiembre","Andalucía","Córdoba","10.0","8.0","159.0"
"Año 2014","Septiembre","Andalucía","Granada","19.0","11.0","225.0"
"Año 2014","Septiembre","Andalucía","Huelva","3.0","6.0","99.0"
"Año 2014","Septiembre","Andalucía","Jaén","14.0","9.0","200.0"
"Año 2014","Septiembre","Andalucía","Málaga","29.0","17.0","383.0"
"Año 2014","Septiembre","Andalucía","Sevilla","37.0","27.0","687.0"
"Año 2014","Septiembre","Aragón","Huesca","0.0","0.0","34.0"
"Año 2014","Septiembre","Aragón","Teruel","4.0","2.0","33.0"
"Año 2014","Septiembre","Aragón","Zaragoza","4.0","7.0","105.0"
"Año 2014","Septiembre","Principado de Asturias","Asturias","26.0","36.0","420.0"
"Año 2014","Septiembre","Illes Balears","Illes Balears","8.0","10.0","141.0"
"Año 2014","Septiembre","Canarias","Las Palmas","17.0","17.0","225.0"
"Año 2014","Septiembre","Canarias","Santa Cruz de Tenerife","23.0","14.0","342.0"
"Año 2014","Septiembre","Cantabria","Cantabria","15.0","8.0","165.0"
"Año 2014","Septiembre","Castilla y León","Ávila","3.0","1.0","21.0"
"Año 2014","Septiembre","Castilla y León","Burgos","3.0","1.0","34.0"
"Año 2014","Septiembre","Castilla y León","León","1.0","7.0","77.0"
"Año 2014","Septiembre","Castilla y León","Palencia","0.0","0.0","12.0"
"Año 2014","Septiembre","Castilla y León","Salamanca","1.0","3.0","27.0"
"Año 2014","Septiembre","Castilla y León","Segovia","0.0","0.0","13.0"
"Año 2014","Septiembre","Castilla y León","Soria","3.0","0.0","23.0"
"Año 2014","Septiembre","Castilla y León","Valladolid","1.0","2.0","37.0"
"Año 2014","Septiembre","Castilla y León","Zamora","1.0","1.0","23.0"
"Año 2014","Septiembre","Castilla-La Mancha","Albacete","10.0","4.0","114.0"
"Año 2014","Septiembre","Castilla-La Mancha","Ciudad Real","11.0","9.0","156.0"
"Año 2014","Septiembre","Castilla-La Mancha","Cuenca","2.0","1.0","48.0"
"Año 2014","Septiembre","Castilla-La Mancha","Guadalajara","10.0","2.0","100.0"
"Año 2014","Septiembre","Castilla-La Mancha","Toledo","19.0","8.0","277.0"
"Año 2014","Septiembre","Cataluña","Barcelona","46.0","44.0","1058.0"
"Año 2014","Septiembre","Cataluña","Girona","9.0","8.0","189.0"
"Año 2014","Septiembre","Cataluña","Lleida","7.0","7.0","114.0"
"Año 2014","Septiembre","Cataluña","Tarragona","13.0","21.0","294.0"
"Año 2014","Septiembre","Comunitat Valenciana","Alicante/Alacant","44.0","40.0","669.0"
"Año 2014","Septiembre","Comunitat Valenciana","Castellón/Castelló","24.0","15.0","265.0"
"Año 2014","Septiembre","Comunitat Valenciana","Valencia/València","58.0","54.0","915.0"
"Año 2014","Septiembre","Extremadura","Badajoz","9.0","5.0","98.0"
"Año 2014","Septiembre","Extremadura","Cáceres","7.0","4.0","89.0"
"Año 2014","Septiembre","Galicia","A Coruña","14.0","10.0","291.0"
"Año 2014","Septiembre","Galicia","Lugo","0.0","1.0","26.0"
"Año 2014","Septiembre","Galicia","Ourense","2.0","5.0","23.0"
"Año 2014","Septiembre","Galicia","Pontevedra","5.0","6.0","113.0"
"Año 2014","Septiembre","Comunidad de Madrid","Madrid","67.0","81.0","1303.0"
"Año 2014","Septiembre","Región de Murcia","Murcia","19.0","8.0","220.0"
"Año 2014","Septiembre","Comunidad Foral de Navarra","Navarra","4.0","3.0","44.0"
"Año 2014","Septiembre","País Vasco","Araba/Álava","0.0","0.0","16.0"
"Año 2014","Septiembre","País Vasco","Bizkaia","0.0","2.0","22.0"
"Año 2014","Septiembre","País Vasco","Gipuzkoa","0.0","0.0","0.0"
"Año 2014","Septiembre","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2014","Septiembre","Ceuta","Ceuta","2.0","0.0","17.0"
"Año 2014","Septiembre","Melilla","Melilla","0.0","0.0","6.0"
"Año 2014","Octubre","Andalucía","Almería","3.0","3.0","90.0"
"Año 2014","Octubre","Andalucía","Cádiz","27.0","9.0","303.0"
"Año 2014","Octubre","Andalucía","Córdoba","14.0","10.0","163.0"
"Año 2014","Octubre","Andalucía","Granada","24.0","14.0","235.0"
"Año 2014","Octubre","Andalucía","Huelva","6.0","5.0","100.0"
"Año 2014","Octubre","Andalucía","Jaén","7.0","7.0","200.0"
"Año 2014","Octubre","Andalucía","Málaga","27.0","22.0","388.0"
"Año 2014","Octubre","Andalucía","Sevilla","35.0","40.0","682.0"
"Año 2014","Octubre","Aragón","Huesca","3.0","3.0","34.0"
"Año 2014","Octubre","Aragón","Teruel","3.0","4.0","32.0"
"Año 2014","Octubre","Aragón","Zaragoza","6.0","9.0","102.0"
"Año 2014","Octubre","Principado de Asturias","Asturias","28.0","34.0","414.0"
"Año 2014","Octubre","Illes Balears","Illes Balears","8.0","11.0","138.0"
"Año 2014","Octubre","Canarias","Las Palmas","14.0","8.0","231.0"
"Año 2014","Octubre","Canarias","Santa Cruz de Tenerife","21.0","13.0","350.0"
"Año 2014","Octubre","Cantabria","Cantabria","14.0","8.0","171.0"
"Año 2014","Octubre","Castilla y León","Ávila","5.0","3.0","23.0"
"Año 2014","Octubre","Castilla y León","Burgos","3.0","8.0","29.0"
"Año 2014","Octubre","Castilla y León","León","5.0","3.0","79.0"
"Año 2014","Octubre","Castilla y León","Palencia","0.0","1.0","11.0"
"Año 2014","Octubre","Castilla y León","Salamanca","1.0","0.0","28.0"
"Año 2014","Octubre","Castilla y León","Segovia","0.0","1.0","12.0"
"Año 2014","Octubre","Castilla y León","Soria","4.0","1.0","26.0"
"Año 2014","Octubre","Castilla y León","Valladolid","2.0","2.0","37.0"
"Año 2014","Octubre","Castilla y León","Zamora","4.0","2.0","25.0"
"Año 2014","Octubre","Castilla-La Mancha","Albacete","14.0","6.0","122.0"
"Año 2014","Octubre","Castilla-La Mancha","Ciudad Real","11.0","6.0","161.0"
"Año 2014","Octubre","Castilla-La Mancha","Cuenca","7.0","1.0","54.0"
"Año 2014","Octubre","Castilla-La Mancha","Guadalajara","10.0","7.0","103.0"
"Año 2014","Octubre","Castilla-La Mancha","Toledo","22.0","10.0","289.0"
"Año 2014","Octubre","Cataluña","Barcelona","47.0","55.0","1050.0"
"Año 2014","Octubre","Cataluña","Girona","10.0","9.0","190.0"
"Año 2014","Octubre","Cataluña","Lleida","7.0","8.0","113.0"
"Año 2014","Octubre","Cataluña","Tarragona","19.0","28.0","285.0"
"Año 2014","Octubre","Comunitat Valenciana","Alicante/Alacant","45.0","40.0","674.0"
"Año 2014","Octubre","Comunitat Valenciana","Castellón/Castelló","21.0","19.0","267.0"
"Año 2014","Octubre","Comunitat Valenciana","Valencia/València","69.0","42.0","942.0"
"Año 2014","Octubre","Extremadura","Badajoz","4.0","5.0","97.0"
"Año 2014","Octubre","Extremadura","Cáceres","2.0","1.0","90.0"
"Año 2014","Octubre","Galicia","A Coruña","12.0","23.0","280.0"
"Año 2014","Octubre","Galicia","Lugo","1.0","0.0","27.0"
"Año 2014","Octubre","Galicia","Ourense","1.0","1.0","23.0"
"Año 2014","Octubre","Galicia","Pontevedra","12.0","4.0","121.0"
"Año 2014","Octubre","Comunidad de Madrid","Madrid","82.0","86.0","1299.0"
"Año 2014","Octubre","Región de Murcia","Murcia","18.0","17.0","221.0"
"Año 2014","Octubre","Comunidad Foral de Navarra","Navarra","3.0","1.0","46.0"
"Año 2014","Octubre","País Vasco","Araba/Álava","1.0","1.0","16.0"
"Año 2014","Octubre","País Vasco","Bizkaia","0.0","1.0","21.0"
"Año 2014","Octubre","País Vasco","Gipuzkoa","0.0","0.0","0.0"
"Año 2014","Octubre","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2014","Octubre","Ceuta","Ceuta","4.0","3.0","18.0"
"Año 2014","Octubre","Melilla","Melilla","0.0","0.0","6.0"
"Año 2014","Noviembre","Andalucía","Almería","8.0","4.0","94.0"
"Año 2014","Noviembre","Andalucía","Cádiz","15.0","18.0","300.0"
"Año 2014","Noviembre","Andalucía","Córdoba","15.0","4.0","174.0"
"Año 2014","Noviembre","Andalucía","Granada","11.0","12.0","234.0"
"Año 2014","Noviembre","Andalucía","Huelva","7.0","8.0","99.0"
"Año 2014","Noviembre","Andalucía","Jaén","12.0","9.0","203.0"
"Año 2014","Noviembre","Andalucía","Málaga","18.0","24.0","382.0"
"Año 2014","Noviembre","Andalucía","Sevilla","39.0","30.0","691.0"
"Año 2014","Noviembre","Aragón","Huesca","3.0","2.0","35.0"
"Año 2014","Noviembre","Aragón","Teruel","1.0","4.0","29.0"
"Año 2014","Noviembre","Aragón","Zaragoza","7.0","6.0","103.0"
"Año 2014","Noviembre","Principado de Asturias","Asturias","22.0","23.0","413.0"
"Año 2014","Noviembre","Illes Balears","Illes Balears","9.0","17.0","130.0"
"Año 2014","Noviembre","Canarias","Las Palmas","10.0","17.0","224.0"
