"Año","Trimestre","Comunidad autónoma","Provincia","Número de órdenes de protección"
"Año 2016","Tercero","Comunidad Foral de Navarra","Navarra","100.0"
"Año 2016","Tercero","País Vasco","Araba/Álava","18.0"
"Año 2016","Tercero","País Vasco","Gipuzkoa","83.0"
"Año 2016","Tercero","País Vasco","Bizkaia","83.0"
"Año 2016","Tercero","La Rioja","La Rioja","78.0"
"Año 2016","Tercero","Ceuta","Ceuta","41.0"
"Año 2016","Tercero","Melilla","Melilla","17.0"
"Año 2016","Cuarto","Andalucía","Almería","248.0"
"Año 2016","Cuarto","Andalucía","Cádiz","295.0"
"Año 2016","Cuarto","Andalucía","Córdoba","109.0"
"Año 2016","Cuarto","Andalucía","Granada","228.0"
"Año 2016","Cuarto","Andalucía","Huelva","115.0"
"Año 2016","Cuarto","Andalucía","Jaén","141.0"
"Año 2016","Cuarto","Andalucía","Málaga","386.0"
"Año 2016","Cuarto","Andalucía","Sevilla","444.0"
"Año 2016","Cuarto","Aragón","Huesca","26.0"
"Año 2016","Cuarto","Aragón","Teruel","24.0"
"Año 2016","Cuarto","Aragón","Zaragoza","160.0"
"Año 2016","Cuarto","Principado de Asturias","Asturias","199.0"
"Año 2016","Cuarto","Illes Balears","Illes Balears","163.0"
"Año 2016","Cuarto","Canarias","Las Palmas","223.0"
"Año 2016","Cuarto","Canarias","Santa Cruz de Tenerife","340.0"
"Año 2016","Cuarto","Cantabria","Cantabria","77.0"
"Año 2016","Cuarto","Castilla y León","Ávila","32.0"
"Año 2016","Cuarto","Castilla y León","Burgos","69.0"
"Año 2016","Cuarto","Castilla y León","León","59.0"
"Año 2016","Cuarto","Castilla y León","Palencia","32.0"
"Año 2016","Cuarto","Castilla y León","Salamanca","35.0"
"Año 2016","Cuarto","Castilla y León","Segovia","21.0"
"Año 2016","Cuarto","Castilla y León","Soria","25.0"
"Año 2016","Cuarto","Castilla y León","Valladolid","98.0"
"Año 2016","Cuarto","Castilla y León","Zamora","30.0"
"Año 2016","Cuarto","Castilla-La Mancha","Albacete","73.0"
"Año 2016","Cuarto","Castilla-La Mancha","Ciudad Real","183.0"
"Año 2016","Cuarto","Castilla-La Mancha","Cuenca","22.0"
"Año 2016","Cuarto","Castilla-La Mancha","Guadalajara","44.0"
"Año 2016","Cuarto","Castilla-La Mancha","Toledo","131.0"
"Año 2016","Cuarto","Cataluña","Barcelona","848.0"
"Año 2016","Cuarto","Cataluña","Girona","129.0"
"Año 2016","Cuarto","Cataluña","Lleida","63.0"
"Año 2016","Cuarto","Cataluña","Tarragona","201.0"
"Año 2016","Cuarto","Comunitat Valenciana","Alicante/Alacant","444.0"
"Año 2016","Cuarto","Comunitat Valenciana","Castellón/Castelló","118.0"
"Año 2016","Cuarto","Comunitat Valenciana","Valencia/València","590.0"
"Año 2016","Cuarto","Extremadura","Badajoz","116.0"
"Año 2016","Cuarto","Extremadura","Cáceres","73.0"
"Año 2016","Cuarto","Galicia","A Coruña","178.0"
"Año 2016","Cuarto","Galicia","Lugo","42.0"
"Año 2016","Cuarto","Galicia","Ourense","80.0"
"Año 2016","Cuarto","Galicia","Pontevedra","148.0"
"Año 2016","Cuarto","Comunidad de Madrid","Madrid","1309.0"
"Año 2016","Cuarto","Región de Murcia","Murcia","395.0"
"Año 2016","Cuarto","Comunidad Foral de Navarra","Navarra","83.0"
"Año 2016","Cuarto","País Vasco","Araba/Álava","23.0"
"Año 2016","Cuarto","País Vasco","Gipuzkoa","62.0"
"Año 2016","Cuarto","País Vasco","Bizkaia","100.0"
"Año 2016","Cuarto","La Rioja","La Rioja","54.0"
"Año 2016","Cuarto","Ceuta","Ceuta","34.0"
"Año 2016","Cuarto","Melilla","Melilla","13.0"
"Año 2017","Primero","Andalucía","Almería","279.0"
"Año 2017","Primero","Andalucía","Cádiz","336.0"
"Año 2017","Primero","Andalucía","Córdoba","95.0"
"Año 2017","Primero","Andalucía","Granada","249.0"
"Año 2017","Primero","Andalucía","Huelva","112.0"
"Año 2017","Primero","Andalucía","Jaén","129.0"
"Año 2017","Primero","Andalucía","Málaga","365.0"
"Año 2017","Primero","Andalucía","Sevilla","412.0"
"Año 2017","Primero","Aragón","Huesca","33.0"
"Año 2017","Primero","Aragón","Teruel","20.0"
"Año 2017","Primero","Aragón","Zaragoza","142.0"
"Año 2017","Primero","Principado de Asturias","Asturias","187.0"
"Año 2017","Primero","Illes Balears","Illes Balears","195.0"
"Año 2017","Primero","Canarias","Las Palmas","233.0"
"Año 2017","Primero","Canarias","Santa Cruz de Tenerife","343.0"
"Año 2017","Primero","Cantabria","Cantabria","70.0"
"Año 2017","Primero","Castilla y León","Ávila","26.0"
"Año 2017","Primero","Castilla y León","Burgos","50.0"
"Año 2017","Primero","Castilla y León","León","80.0"
"Año 2017","Primero","Castilla y León","Palencia","25.0"
"Año 2017","Primero","Castilla y León","Salamanca","30.0"
"Año 2017","Primero","Castilla y León","Segovia","17.0"
"Año 2017","Primero","Castilla y León","Soria","15.0"
"Año 2017","Primero","Castilla y León","Valladolid","89.0"
"Año 2017","Primero","Castilla y León","Zamora","47.0"
"Año 2017","Primero","Castilla-La Mancha","Albacete","50.0"
"Año 2017","Primero","Castilla-La Mancha","Ciudad Real","140.0"
"Año 2017","Primero","Castilla-La Mancha","Cuenca","35.0"
"Año 2017","Primero","Castilla-La Mancha","Guadalajara","56.0"
"Año 2017","Primero","Castilla-La Mancha","Toledo","115.0"
"Año 2017","Primero","Cataluña","Barcelona","942.0"
"Año 2017","Primero","Cataluña","Girona","115.0"
"Año 2017","Primero","Cataluña","Lleida","80.0"
"Año 2017","Primero","Cataluña","Tarragona","249.0"
"Año 2017","Primero","Comunitat Valenciana","Alicante/Alacant","492.0"
"Año 2017","Primero","Comunitat Valenciana","Castellón/Castelló","140.0"
"Año 2017","Primero","Comunitat Valenciana","Valencia/València","603.0"
"Año 2017","Primero","Extremadura","Badajoz","128.0"
"Año 2017","Primero","Extremadura","Cáceres","53.0"
"Año 2017","Primero","Galicia","A Coruña","186.0"
"Año 2017","Primero","Galicia","Lugo","37.0"
"Año 2017","Primero","Galicia","Ourense","100.0"
"Año 2017","Primero","Galicia","Pontevedra","146.0"
"Año 2017","Primero","Comunidad de Madrid","Madrid","1372.0"
"Año 2017","Primero","Región de Murcia","Murcia","372.0"
"Año 2017","Primero","Comunidad Foral de Navarra","Navarra","100.0"
"Año 2017","Primero","País Vasco","Araba/Álava","23.0"
"Año 2017","Primero","País Vasco","Gipuzkoa","74.0"
"Año 2017","Primero","País Vasco","Bizkaia","111.0"
"Año 2017","Primero","La Rioja","La Rioja","65.0"
"Año 2017","Primero","Ceuta","Ceuta","62.0"
"Año 2017","Primero","Melilla","Melilla","13.0"
"Año 2017","Segundo","Andalucía","Almería","293.0"
"Año 2017","Segundo","Andalucía","Cádiz","403.0"
"Año 2017","Segundo","Andalucía","Córdoba","124.0"
"Año 2017","Segundo","Andalucía","Granada","242.0"
"Año 2017","Segundo","Andalucía","Huelva","166.0"
"Año 2017","Segundo","Andalucía","Jaén","164.0"
"Año 2017","Segundo","Andalucía","Málaga","398.0"
"Año 2017","Segundo","Andalucía","Sevilla","544.0"
"Año 2017","Segundo","Aragón","Huesca","49.0"
"Año 2017","Segundo","Aragón","Teruel","27.0"
"Año 2017","Segundo","Aragón","Zaragoza","122.0"
"Año 2017","Segundo","Principado de Asturias","Asturias","216.0"
"Año 2017","Segundo","Illes Balears","Illes Balears","247.0"
"Año 2017","Segundo","Canarias","Las Palmas","208.0"
"Año 2017","Segundo","Canarias","Santa Cruz de Tenerife","312.0"
"Año 2017","Segundo","Cantabria","Cantabria","80.0"
"Año 2017","Segundo","Castilla y León","Ávila","23.0"
"Año 2017","Segundo","Castilla y León","Burgos","81.0"
"Año 2017","Segundo","Castilla y León","León","81.0"
"Año 2017","Segundo","Castilla y León","Palencia","15.0"
"Año 2017","Segundo","Castilla y León","Salamanca","45.0"
"Año 2017","Segundo","Castilla y León","Segovia","18.0"
"Año 2017","Segundo","Castilla y León","Soria","27.0"
"Año 2017","Segundo","Castilla y León","Valladolid","98.0"
"Año 2017","Segundo","Castilla y León","Zamora","35.0"
"Año 2017","Segundo","Castilla-La Mancha","Albacete","65.0"
"Año 2017","Segundo","Castilla-La Mancha","Ciudad Real","119.0"
"Año 2017","Segundo","Castilla-La Mancha","Cuenca","27.0"
"Año 2017","Segundo","Castilla-La Mancha","Guadalajara","76.0"
"Año 2017","Segundo","Castilla-La Mancha","Toledo","161.0"
"Año 2017","Segundo","Cataluña","Barcelona","953.0"
"Año 2017","Segundo","Cataluña","Girona","154.0"
"Año 2017","Segundo","Cataluña","Lleida","85.0"
"Año 2017","Segundo","Cataluña","Tarragona","231.0"
"Año 2017","Segundo","Comunitat Valenciana","Alicante/Alacant","540.0"
"Año 2017","Segundo","Comunitat Valenciana","Castellón/Castelló","123.0"
"Año 2017","Segundo","Comunitat Valenciana","Valencia/València","527.0"
"Año 2017","Segundo","Extremadura","Badajoz","134.0"
"Año 2017","Segundo","Extremadura","Cáceres","59.0"
"Año 2017","Segundo","Galicia","A Coruña","178.0"
"Año 2017","Segundo","Galicia","Lugo","56.0"
"Año 2017","Segundo","Galicia","Ourense","106.0"
"Año 2017","Segundo","Galicia","Pontevedra","137.0"
"Año 2017","Segundo","Comunidad de Madrid","Madrid","1592.0"
"Año 2017","Segundo","Región de Murcia","Murcia","373.0"
"Año 2017","Segundo","Comunidad Foral de Navarra","Navarra","102.0"
"Año 2017","Segundo","País Vasco","Araba/Álava","41.0"
"Año 2017","Segundo","País Vasco","Gipuzkoa","70.0"
"Año 2017","Segundo","País Vasco","Bizkaia","142.0"
"Año 2017","Segundo","La Rioja","La Rioja","85.0"
"Año 2017","Segundo","Ceuta","Ceuta","49.0"
"Año 2017","Segundo","Melilla","Melilla","39.0"
"Año 2017","Tercero","Andalucía","Almería","268.0"
"Año 2017","Tercero","Andalucía","Cádiz","369.0"
"Año 2017","Tercero","Andalucía","Córdoba","111.0"
"Año 2017","Tercero","Andalucía","Granada","278.0"
"Año 2017","Tercero","Andalucía","Huelva","132.0"
"Año 2017","Tercero","Andalucía","Jaén","118.0"
"Año 2017","Tercero","Andalucía","Málaga","350.0"
"Año 2017","Tercero","Andalucía","Sevilla","503.0"
"Año 2017","Tercero","Aragón","Huesca","48.0"
"Año 2017","Tercero","Aragón","Teruel","13.0"
"Año 2017","Tercero","Aragón","Zaragoza","158.0"
"Año 2017","Tercero","Principado de Asturias","Asturias","215.0"
"Año 2017","Tercero","Illes Balears","Illes Balears","271.0"
"Año 2017","Tercero","Canarias","Las Palmas","237.0"
"Año 2017","Tercero","Canarias","Santa Cruz de Tenerife","318.0"
"Año 2017","Tercero","Cantabria","Cantabria","92.0"
"Año 2017","Tercero","Castilla y León","Ávila","34.0"
"Año 2017","Tercero","Castilla y León","Burgos","56.0"
"Año 2017","Tercero","Castilla y León","León","87.0"
"Año 2017","Tercero","Castilla y León","Palencia","11.0"
"Año 2017","Tercero","Castilla y León","Salamanca","33.0"
"Año 2017","Tercero","Castilla y León","Segovia","16.0"
"Año 2017","Tercero","Castilla y León","Soria","16.0"
"Año 2017","Tercero","Castilla y León","Valladolid","114.0"
"Año 2017","Tercero","Castilla y León","Zamora","44.0"
"Año 2017","Tercero","Castilla-La Mancha","Albacete","74.0"
"Año 2017","Tercero","Castilla-La Mancha","Ciudad Real","113.0"
"Año 2017","Tercero","Castilla-La Mancha","Cuenca","27.0"
"Año 2017","Tercero","Castilla-La Mancha","Guadalajara","64.0"
"Año 2017","Tercero","Castilla-La Mancha","Toledo","133.0"
"Año 2017","Tercero","Cataluña","Barcelona","959.0"
"Año 2017","Tercero","Cataluña","Girona","138.0"
"Año 2017","Tercero","Cataluña","Lleida","66.0"
"Año 2017","Tercero","Cataluña","Tarragona","237.0"
"Año 2017","Tercero","Comunitat Valenciana","Alicante/Alacant","515.0"
"Año 2017","Tercero","Comunitat Valenciana","Castellón/Castelló","98.0"
"Año 2017","Tercero","Comunitat Valenciana","Valencia/València","551.0"
"Año 2017","Tercero","Extremadura","Badajoz","159.0"
"Año 2017","Tercero","Extremadura","Cáceres","58.0"
"Año 2017","Tercero","Galicia","A Coruña","163.0"
"Año 2017","Tercero","Galicia","Lugo","62.0"
"Año 2017","Tercero","Galicia","Ourense","100.0"
"Año 2017","Tercero","Galicia","Pontevedra","153.0"
"Año 2017","Tercero","Comunidad de Madrid","Madrid","1412.0"
"Año 2017","Tercero","Región de Murcia","Murcia","408.0"
"Año 2017","Tercero","Comunidad Foral de Navarra","Navarra","82.0"
"Año 2017","Tercero","País Vasco","Araba/Álava","22.0"
"Año 2017","Tercero","País Vasco","Gipuzkoa","69.0"
"Año 2017","Tercero","País Vasco","Bizkaia","114.0"
"Año 2017","Tercero","La Rioja","La Rioja","53.0"
"Año 2017","Tercero","Ceuta","Ceuta","31.0"
"Año 2017","Tercero","Melilla","Melilla","22.0"
"Año 2017","Cuarto","Andalucía","Almería","259.0"
"Año 2017","Cuarto","Andalucía","Cádiz","346.0"
"Año 2017","Cuarto","Andalucía","Córdoba","104.0"
"Año 2017","Cuarto","Andalucía","Granada","255.0"
"Año 2017","Cuarto","Andalucía","Huelva","115.0"
"Año 2017","Cuarto","Andalucía","Jaén","140.0"
"Año 2017","Cuarto","Andalucía","Málaga","349.0"
"Año 2017","Cuarto","Andalucía","Sevilla","475.0"
"Año 2017","Cuarto","Aragón","Huesca","39.0"
"Año 2017","Cuarto","Aragón","Teruel","9.0"
"Año 2017","Cuarto","Aragón","Zaragoza","125.0"
"Año 2017","Cuarto","Principado de Asturias","Asturias","204.0"
"Año 2017","Cuarto","Illes Balears","Illes Balears","193.0"
"Año 2017","Cuarto","Canarias","Las Palmas","202.0"
"Año 2017","Cuarto","Canarias","Santa Cruz de Tenerife","272.0"
"Año 2017","Cuarto","Cantabria","Cantabria","54.0"
"Año 2017","Cuarto","Castilla y León","Ávila","26.0"
"Año 2017","Cuarto","Castilla y León","Burgos","55.0"
"Año 2017","Cuarto","Castilla y León","León","79.0"
"Año 2017","Cuarto","Castilla y León","Palencia","15.0"
"Año 2017","Cuarto","Castilla y León","Salamanca","41.0"
"Año 2017","Cuarto","Castilla y León","Segovia","13.0"
"Año 2017","Cuarto","Castilla y León","Soria","20.0"
"Año 2017","Cuarto","Castilla y León","Valladolid","109.0"
"Año 2017","Cuarto","Castilla y León","Zamora","26.0"
"Año 2017","Cuarto","Castilla-La Mancha","Albacete","64.0"
"Año 2017","Cuarto","Castilla-La Mancha","Ciudad Real","101.0"
"Año 2017","Cuarto","Castilla-La Mancha","Cuenca","24.0"
"Año 2017","Cuarto","Castilla-La Mancha","Guadalajara","46.0"
"Año 2017","Cuarto","Castilla-La Mancha","Toledo","103.0"
"Año 2017","Cuarto","Cataluña","Barcelona","858.0"
"Año 2017","Cuarto","Cataluña","Girona","88.0"
"Año 2017","Cuarto","Cataluña","Lleida","70.0"
"Año 2017","Cuarto","Cataluña","Tarragona","216.0"
"Año 2017","Cuarto","Comunitat Valenciana","Alicante/Alacant","449.0"
"Año 2017","Cuarto","Comunitat Valenciana","Castellón/Castelló","107.0"
"Año 2017","Cuarto","Comunitat Valenciana","Valencia/València","546.0"
"Año 2017","Cuarto","Extremadura","Badajoz","140.0"
"Año 2017","Cuarto","Extremadura","Cáceres","61.0"
"Año 2017","Cuarto","Galicia","A Coruña","194.0"
"Año 2017","Cuarto","Galicia","Lugo","61.0"
"Año 2017","Cuarto","Galicia","Ourense","116.0"
"Año 2017","Cuarto","Galicia","Pontevedra","133.0"
"Año 2017","Cuarto","Comunidad de Madrid","Madrid","1363.0"
"Año 2017","Cuarto","Región de Murcia","Murcia","402.0"
"Año 2017","Cuarto","Comunidad Foral de Navarra","Navarra","81.0"
"Año 2017","Cuarto","País Vasco","Araba/Álava","32.0"
"Año 2017","Cuarto","País Vasco","Gipuzkoa","68.0"
"Año 2017","Cuarto","País Vasco","Bizkaia","106.0"
"Año 2017","Cuarto","La Rioja","La Rioja","40.0"
"Año 2017","Cuarto","Ceuta","Ceuta","26.0"
"Año 2017","Cuarto","Melilla","Melilla","13.0"
"Año 2018","Primero","Andalucía","Almería","314.0"
"Año 2018","Primero","Andalucía","Cádiz","273.0"
"Año 2018","Primero","Andalucía","Córdoba","103.0"
"Año 2018","Primero","Andalucía","Granada","273.0"
"Año 2018","Primero","Andalucía","Huelva","170.0"
"Año 2018","Primero","Andalucía","Jaén","143.0"
"Año 2018","Primero","Andalucía","Málaga","283.0"
"Año 2018","Primero","Andalucía","Sevilla","440.0"
"Año 2018","Primero","Aragón","Huesca","33.0"
"Año 2018","Primero","Aragón","Teruel","21.0"
"Año 2018","Primero","Aragón","Zaragoza","109.0"
"Año 2018","Primero","Principado de Asturias","Asturias","194.0"
"Año 2018","Primero","Illes Balears","Illes Balears","192.0"
"Año 2018","Primero","Canarias","Las Palmas","215.0"
"Año 2018","Primero","Canarias","Santa Cruz de Tenerife","267.0"
"Año 2018","Primero","Cantabria","Cantabria","87.0"
"Año 2018","Primero","Castilla y León","Ávila","18.0"
"Año 2018","Primero","Castilla y León","Burgos","64.0"
"Año 2018","Primero","Castilla y León","León","73.0"
"Año 2018","Primero","Castilla y León","Palencia","12.0"
"Año 2018","Primero","Castilla y León","Salamanca","37.0"
"Año 2018","Primero","Castilla y León","Segovia","13.0"
"Año 2018","Primero","Castilla y León","Soria","9.0"
"Año 2018","Primero","Castilla y León","Valladolid","92.0"
"Año 2018","Primero","Castilla y León","Zamora","38.0"
"Año 2018","Primero","Castilla-La Mancha","Albacete","86.0"
"Año 2018","Primero","Castilla-La Mancha","Ciudad Real","105.0"
"Año 2018","Primero","Castilla-La Mancha","Cuenca","28.0"
"Año 2018","Primero","Castilla-La Mancha","Guadalajara","52.0"
"Año 2018","Primero","Castilla-La Mancha","Toledo","133.0"
"Año 2018","Primero","Cataluña","Barcelona","891.0"
"Año 2018","Primero","Cataluña","Girona","127.0"
"Año 2018","Primero","Cataluña","Lleida","77.0"
"Año 2018","Primero","Cataluña","Tarragona","192.0"
"Año 2018","Primero","Comunitat Valenciana","Alicante/Alacant","458.0"
"Año 2018","Primero","Comunitat Valenciana","Castellón/Castelló","117.0"
"Año 2018","Primero","Comunitat Valenciana","Valencia/València","538.0"
"Año 2018","Primero","Extremadura","Badajoz","111.0"
"Año 2018","Primero","Extremadura","Cáceres","69.0"
"Año 2018","Primero","Galicia","A Coruña","164.0"
"Año 2018","Primero","Galicia","Lugo","42.0"
"Año 2018","Primero","Galicia","Ourense","133.0"
"Año 2018","Primero","Galicia","Pontevedra","120.0"
"Año 2018","Primero","Comunidad de Madrid","Madrid","1400.0"
"Año 2018","Primero","Región de Murcia","Murcia","392.0"
"Año 2018","Primero","Comunidad Foral de Navarra","Navarra","104.0"
"Año 2018","Primero","País Vasco","Araba/Álava","29.0"
"Año 2018","Primero","País Vasco","Gipuzkoa","67.0"
"Año 2018","Primero","País Vasco","Bizkaia","87.0"
"Año 2018","Primero","La Rioja","La Rioja","66.0"
"Año 2018","Primero","Ceuta","Ceuta","38.0"
"Año 2018","Primero","Melilla","Melilla","5.0"
"Año 2018","Segundo","Andalucía","Almería","415.0"
"Año 2018","Segundo","Andalucía","Cádiz","340.0"
"Año 2018","Segundo","Andalucía","Córdoba","95.0"
"Año 2018","Segundo","Andalucía","Granada","231.0"
"Año 2018","Segundo","Andalucía","Huelva","235.0"
"Año 2018","Segundo","Andalucía","Jaén","137.0"
"Año 2018","Segundo","Andalucía","Málaga","351.0"
"Año 2018","Segundo","Andalucía","Sevilla","460.0"
"Año 2018","Segundo","Aragón","Huesca","30.0"
"Año 2018","Segundo","Aragón","Teruel","11.0"
"Año 2018","Segundo","Aragón","Zaragoza","126.0"
"Año 2018","Segundo","Principado de Asturias","Asturias","216.0"
"Año 2018","Segundo","Illes Balears","Illes Balears","220.0"
"Año 2018","Segundo","Canarias","Las Palmas","186.0"
"Año 2018","Segundo","Canarias","Santa Cruz de Tenerife","384.0"
"Año 2018","Segundo","Cantabria","Cantabria","94.0"
"Año 2018","Segundo","Castilla y León","Ávila","23.0"
"Año 2018","Segundo","Castilla y León","Burgos","64.0"
"Año 2018","Segundo","Castilla y León","León","55.0"
"Año 2018","Segundo","Castilla y León","Palencia","14.0"
"Año 2018","Segundo","Castilla y León","Salamanca","37.0"
"Año 2018","Segundo","Castilla y León","Segovia","14.0"
"Año 2018","Segundo","Castilla y León","Soria","19.0"
"Año 2018","Segundo","Castilla y León","Valladolid","101.0"
"Año 2018","Segundo","Castilla y León","Zamora","41.0"
"Año 2018","Segundo","Castilla-La Mancha","Albacete","81.0"
"Año 2018","Segundo","Castilla-La Mancha","Ciudad Real","92.0"
"Año 2018","Segundo","Castilla-La Mancha","Cuenca","43.0"
"Año 2018","Segundo","Castilla-La Mancha","Guadalajara","59.0"
"Año 2018","Segundo","Castilla-La Mancha","Toledo","157.0"
"Año 2018","Segundo","Cataluña","Barcelona","970.0"
"Año 2018","Segundo","Cataluña","Girona","85.0"
"Año 2018","Segundo","Cataluña","Lleida","66.0"
"Año 2018","Segundo","Cataluña","Tarragona","259.0"
"Año 2018","Segundo","Comunitat Valenciana","Alicante/Alacant","494.0"
"Año 2018","Segundo","Comunitat Valenciana","Castellón/Castelló","127.0"
"Año 2018","Segundo","Comunitat Valenciana","Valencia/València","617.0"
"Año 2018","Segundo","Extremadura","Badajoz","143.0"
"Año 2018","Segundo","Extremadura","Cáceres","84.0"
"Año 2018","Segundo","Galicia","A Coruña","204.0"
"Año 2018","Segundo","Galicia","Lugo","38.0"
"Año 2018","Segundo","Galicia","Ourense","121.0"
"Año 2018","Segundo","Galicia","Pontevedra","119.0"
"Año 2018","Segundo","Comunidad de Madrid","Madrid","1432.0"
"Año 2018","Segundo","Región de Murcia","Murcia","422.0"
"Año 2018","Segundo","Comunidad Foral de Navarra","Navarra","83.0"
"Año 2018","Segundo","País Vasco","Araba/Álava","46.0"
"Año 2018","Segundo","País Vasco","Gipuzkoa","82.0"
"Año 2018","Segundo","País Vasco","Bizkaia","73.0"
"Año 2018","Segundo","La Rioja","La Rioja","73.0"
"Año 2018","Segundo","Ceuta","Ceuta","30.0"
"Año 2018","Segundo","Melilla","Melilla","7.0"
"Año 2018","Tercero","Andalucía","Almería","343.0"
"Año 2018","Tercero","Andalucía","Cádiz","300.0"
"Año 2018","Tercero","Andalucía","Córdoba","106.0"
"Año 2018","Tercero","Andalucía","Granada","300.0"
"Año 2018","Tercero","Andalucía","Huelva","178.0"
"Año 2018","Tercero","Andalucía","Jaén","130.0"
"Año 2018","Tercero","Andalucía","Málaga","379.0"
"Año 2018","Tercero","Andalucía","Sevilla","510.0"
"Año 2018","Tercero","Aragón","Huesca","34.0"
"Año 2018","Tercero","Aragón","Teruel","15.0"
"Año 2018","Tercero","Aragón","Zaragoza","127.0"
"Año 2018","Tercero","Principado de Asturias","Asturias","229.0"
"Año 2018","Tercero","Illes Balears","Illes Balears","262.0"
"Año 2018","Tercero","Canarias","Las Palmas","183.0"
"Año 2018","Tercero","Canarias","Santa Cruz de Tenerife","452.0"
"Año 2018","Tercero","Cantabria","Cantabria","94.0"
"Año 2018","Tercero","Castilla y León","Ávila","32.0"
"Año 2018","Tercero","Castilla y León","Burgos","52.0"
"Año 2018","Tercero","Castilla y León","León","74.0"
"Año 2018","Tercero","Castilla y León","Palencia","21.0"
"Año 2018","Tercero","Castilla y León","Salamanca","27.0"
"Año 2018","Tercero","Castilla y León","Segovia","18.0"
"Año 2018","Tercero","Castilla y León","Soria","19.0"
"Año 2018","Tercero","Castilla y León","Valladolid","111.0"
"Año 2018","Tercero","Castilla y León","Zamora","31.0"
"Año 2018","Tercero","Castilla-La Mancha","Albacete","102.0"
"Año 2018","Tercero","Castilla-La Mancha","Ciudad Real","125.0"
"Año 2018","Tercero","Castilla-La Mancha","Cuenca","45.0"
"Año 2018","Tercero","Castilla-La Mancha","Guadalajara","74.0"
"Año 2018","Tercero","Castilla-La Mancha","Toledo","154.0"
"Año 2018","Tercero","Cataluña","Barcelona","952.0"
"Año 2018","Tercero","Cataluña","Girona","140.0"
"Año 2018","Tercero","Cataluña","Lleida","65.0"
"Año 2018","Tercero","Cataluña","Tarragona","163.0"
"Año 2018","Tercero","Comunitat Valenciana","Alicante/Alacant","503.0"
"Año 2018","Tercero","Comunitat Valenciana","Castellón/Castelló","127.0"
"Año 2018","Tercero","Comunitat Valenciana","Valencia/València","719.0"
"Año 2018","Tercero","Extremadura","Badajoz","137.0"
"Año 2018","Tercero","Extremadura","Cáceres","50.0"
"Año 2018","Tercero","Galicia","A Coruña","201.0"
"Año 2018","Tercero","Galicia","Lugo","52.0"
"Año 2018","Tercero","Galicia","Ourense","117.0"
"Año 2018","Tercero","Galicia","Pontevedra","153.0"
"Año 2018","Tercero","Comunidad de Madrid","Madrid","1523.0"
"Año 2018","Tercero","Región de Murcia","Murcia","430.0"
"Año 2018","Tercero","Comunidad Foral de Navarra","Navarra","90.0"
"Año 2018","Tercero","País Vasco","Araba/Álava","41.0"
"Año 2018","Tercero","País Vasco","Gipuzkoa","74.0"
"Año 2018","Tercero","País Vasco","Bizkaia","66.0"
"Año 2018","Tercero","La Rioja","La Rioja","90.0"
"Año 2018","Tercero","Ceuta","Ceuta","31.0"
"Año 2018","Tercero","Melilla","Melilla","6.0"
"Año 2018","Cuarto","Andalucía","Almería","306.0"
"Año 2018","Cuarto","Andalucía","Cádiz","359.0"
"Año 2018","Cuarto","Andalucía","Córdoba","102.0"
"Año 2018","Cuarto","Andalucía","Granada","242.0"
"Año 2018","Cuarto","Andalucía","Huelva","162.0"
"Año 2018","Cuarto","Andalucía","Jaén","94.0"
"Año 2018","Cuarto","Andalucía","Málaga","388.0"
"Año 2018","Cuarto","Andalucía","Sevilla","443.0"
"Año 2018","Cuarto","Aragón","Huesca","53.0"
"Año 2018","Cuarto","Aragón","Teruel","11.0"
"Año 2018","Cuarto","Aragón","Zaragoza","145.0"
"Año 2018","Cuarto","Principado de Asturias","Asturias","208.0"
"Año 2018","Cuarto","Illes Balears","Illes Balears","308.0"
"Año 2018","Cuarto","Canarias","Las Palmas","202.0"
"Año 2018","Cuarto","Canarias","Santa Cruz de Tenerife","310.0"
"Año 2018","Cuarto","Cantabria","Cantabria","77.0"
"Año 2018","Cuarto","Castilla y León","Ávila","25.0"
"Año 2018","Cuarto","Castilla y León","Burgos","57.0"
"Año 2018","Cuarto","Castilla y León","León","60.0"
"Año 2018","Cuarto","Castilla y León","Palencia","23.0"
"Año 2018","Cuarto","Castilla y León","Salamanca","35.0"
"Año 2018","Cuarto","Castilla y León","Segovia","13.0"
"Año 2018","Cuarto","Castilla y León","Soria","26.0"
"Año 2018","Cuarto","Castilla y León","Valladolid","106.0"
"Año 2018","Cuarto","Castilla y León","Zamora","33.0"
"Año 2018","Cuarto","Castilla-La Mancha","Albacete","75.0"
"Año 2018","Cuarto","Castilla-La Mancha","Ciudad Real","113.0"
"Año 2018","Cuarto","Castilla-La Mancha","Cuenca","50.0"
"Año 2018","Cuarto","Castilla-La Mancha","Guadalajara","39.0"
"Año 2018","Cuarto","Castilla-La Mancha","Toledo","158.0"
"Año 2018","Cuarto","Cataluña","Barcelona","874.0"
"Año 2018","Cuarto","Cataluña","Girona","109.0"
"Año 2018","Cuarto","Cataluña","Lleida","88.0"
"Año 2018","Cuarto","Cataluña","Tarragona","194.0"
"Año 2018","Cuarto","Comunitat Valenciana","Alicante/Alacant","596.0"
"Año 2018","Cuarto","Comunitat Valenciana","Castellón/Castelló","130.0"
"Año 2018","Cuarto","Comunitat Valenciana","Valencia/València","643.0"
"Año 2018","Cuarto","Extremadura","Badajoz","146.0"
"Año 2018","Cuarto","Extremadura","Cáceres","94.0"
