"Año","Trimestre","Comunidad autónoma","Provincia","Número de órdenes de protección"
"Año 2011","Primero","Comunidad Foral de Navarra","Navarra","66.0"
"Año 2011","Primero","País Vasco","Araba/Álava","36.0"
"Año 2011","Primero","País Vasco","Gipuzkoa","89.0"
"Año 2011","Primero","País Vasco","Bizkaia","94.0"
"Año 2011","Primero","La Rioja","La Rioja","71.0"
"Año 2011","Primero","Ceuta","Ceuta","38.0"
"Año 2011","Primero","Melilla","Melilla","0.0"
"Año 2011","Segundo","Andalucía","Almería","63.0"
"Año 2011","Segundo","Andalucía","Cádiz","203.0"
"Año 2011","Segundo","Andalucía","Córdoba","114.0"
"Año 2011","Segundo","Andalucía","Granada","91.0"
"Año 2011","Segundo","Andalucía","Huelva","147.0"
"Año 2011","Segundo","Andalucía","Jaén","85.0"
"Año 2011","Segundo","Andalucía","Málaga","246.0"
"Año 2011","Segundo","Andalucía","Sevilla","507.0"
"Año 2011","Segundo","Aragón","Huesca","18.0"
"Año 2011","Segundo","Aragón","Teruel","21.0"
"Año 2011","Segundo","Aragón","Zaragoza","137.0"
"Año 2011","Segundo","Principado de Asturias","Asturias","193.0"
"Año 2011","Segundo","Illes Balears","Illes Balears","206.0"
"Año 2011","Segundo","Canarias","Las Palmas","359.0"
"Año 2011","Segundo","Canarias","Santa Cruz de Tenerife","299.0"
"Año 2011","Segundo","Cantabria","Cantabria","76.0"
"Año 2011","Segundo","Castilla y León","Ávila","40.0"
"Año 2011","Segundo","Castilla y León","Burgos","75.0"
"Año 2011","Segundo","Castilla y León","León","80.0"
"Año 2011","Segundo","Castilla y León","Palencia","19.0"
"Año 2011","Segundo","Castilla y León","Salamanca","20.0"
"Año 2011","Segundo","Castilla y León","Segovia","20.0"
"Año 2011","Segundo","Castilla y León","Soria","21.0"
"Año 2011","Segundo","Castilla y León","Valladolid","79.0"
"Año 2011","Segundo","Castilla y León","Zamora","11.0"
"Año 2011","Segundo","Castilla-La Mancha","Albacete","94.0"
"Año 2011","Segundo","Castilla-La Mancha","Ciudad Real","107.0"
"Año 2011","Segundo","Castilla-La Mancha","Cuenca","48.0"
"Año 2011","Segundo","Castilla-La Mancha","Guadalajara","26.0"
"Año 2011","Segundo","Castilla-La Mancha","Toledo","186.0"
"Año 2011","Segundo","Cataluña","Barcelona","1000.0"
"Año 2011","Segundo","Cataluña","Girona","194.0"
"Año 2011","Segundo","Cataluña","Lleida","65.0"
"Año 2011","Segundo","Cataluña","Tarragona","212.0"
"Año 2011","Segundo","Comunitat Valenciana","Alicante/Alacant","646.0"
"Año 2011","Segundo","Comunitat Valenciana","Castellón/Castelló","149.0"
"Año 2011","Segundo","Comunitat Valenciana","Valencia/València","434.0"
"Año 2011","Segundo","Extremadura","Badajoz","93.0"
"Año 2011","Segundo","Extremadura","Cáceres","34.0"
"Año 2011","Segundo","Galicia","A Coruña","95.0"
"Año 2011","Segundo","Galicia","Lugo","49.0"
"Año 2011","Segundo","Galicia","Ourense","37.0"
"Año 2011","Segundo","Galicia","Pontevedra","105.0"
"Año 2011","Segundo","Comunidad de Madrid","Madrid","1469.0"
"Año 2011","Segundo","Región de Murcia","Murcia","363.0"
"Año 2011","Segundo","Comunidad Foral de Navarra","Navarra","80.0"
"Año 2011","Segundo","País Vasco","Araba/Álava","84.0"
"Año 2011","Segundo","País Vasco","Gipuzkoa","79.0"
"Año 2011","Segundo","País Vasco","Bizkaia","73.0"
"Año 2011","Segundo","La Rioja","La Rioja","70.0"
"Año 2011","Segundo","Ceuta","Ceuta","34.0"
"Año 2011","Segundo","Melilla","Melilla","2.0"
"Año 2011","Tercero","Andalucía","Almería","83.0"
"Año 2011","Tercero","Andalucía","Cádiz","260.0"
"Año 2011","Tercero","Andalucía","Córdoba","119.0"
"Año 2011","Tercero","Andalucía","Granada","102.0"
"Año 2011","Tercero","Andalucía","Huelva","125.0"
"Año 2011","Tercero","Andalucía","Jaén","105.0"
"Año 2011","Tercero","Andalucía","Málaga","250.0"
"Año 2011","Tercero","Andalucía","Sevilla","448.0"
"Año 2011","Tercero","Aragón","Huesca","24.0"
"Año 2011","Tercero","Aragón","Teruel","20.0"
"Año 2011","Tercero","Aragón","Zaragoza","141.0"
"Año 2011","Tercero","Principado de Asturias","Asturias","190.0"
"Año 2011","Tercero","Illes Balears","Illes Balears","244.0"
"Año 2011","Tercero","Canarias","Las Palmas","376.0"
"Año 2011","Tercero","Canarias","Santa Cruz de Tenerife","333.0"
"Año 2011","Tercero","Cantabria","Cantabria","74.0"
"Año 2011","Tercero","Castilla y León","Ávila","60.0"
"Año 2011","Tercero","Castilla y León","Burgos","63.0"
"Año 2011","Tercero","Castilla y León","León","78.0"
"Año 2011","Tercero","Castilla y León","Palencia","38.0"
"Año 2011","Tercero","Castilla y León","Salamanca","15.0"
"Año 2011","Tercero","Castilla y León","Segovia","21.0"
"Año 2011","Tercero","Castilla y León","Soria","22.0"
"Año 2011","Tercero","Castilla y León","Valladolid","82.0"
"Año 2011","Tercero","Castilla y León","Zamora","27.0"
"Año 2011","Tercero","Castilla-La Mancha","Albacete","98.0"
"Año 2011","Tercero","Castilla-La Mancha","Ciudad Real","110.0"
"Año 2011","Tercero","Castilla-La Mancha","Cuenca","46.0"
"Año 2011","Tercero","Castilla-La Mancha","Guadalajara","58.0"
"Año 2011","Tercero","Castilla-La Mancha","Toledo","157.0"
"Año 2011","Tercero","Cataluña","Barcelona","1079.0"
"Año 2011","Tercero","Cataluña","Girona","238.0"
"Año 2011","Tercero","Cataluña","Lleida","68.0"
"Año 2011","Tercero","Cataluña","Tarragona","247.0"
"Año 2011","Tercero","Comunitat Valenciana","Alicante/Alacant","671.0"
"Año 2011","Tercero","Comunitat Valenciana","Castellón/Castelló","112.0"
"Año 2011","Tercero","Comunitat Valenciana","Valencia/València","438.0"
"Año 2011","Tercero","Extremadura","Badajoz","153.0"
"Año 2011","Tercero","Extremadura","Cáceres","64.0"
"Año 2011","Tercero","Galicia","A Coruña","105.0"
"Año 2011","Tercero","Galicia","Lugo","60.0"
"Año 2011","Tercero","Galicia","Ourense","42.0"
"Año 2011","Tercero","Galicia","Pontevedra","113.0"
"Año 2011","Tercero","Comunidad de Madrid","Madrid","1487.0"
"Año 2011","Tercero","Región de Murcia","Murcia","441.0"
"Año 2011","Tercero","Comunidad Foral de Navarra","Navarra","68.0"
"Año 2011","Tercero","País Vasco","Araba/Álava","61.0"
"Año 2011","Tercero","País Vasco","Gipuzkoa","87.0"
"Año 2011","Tercero","País Vasco","Bizkaia","103.0"
"Año 2011","Tercero","La Rioja","La Rioja","65.0"
"Año 2011","Tercero","Ceuta","Ceuta","10.0"
"Año 2011","Tercero","Melilla","Melilla","0.0"
"Año 2011","Cuarto","Andalucía","Almería","49.0"
"Año 2011","Cuarto","Andalucía","Cádiz","288.0"
"Año 2011","Cuarto","Andalucía","Córdoba","113.0"
"Año 2011","Cuarto","Andalucía","Granada","89.0"
"Año 2011","Cuarto","Andalucía","Huelva","129.0"
"Año 2011","Cuarto","Andalucía","Jaén","83.0"
"Año 2011","Cuarto","Andalucía","Málaga","270.0"
"Año 2011","Cuarto","Andalucía","Sevilla","378.0"
"Año 2011","Cuarto","Aragón","Huesca","31.0"
"Año 2011","Cuarto","Aragón","Teruel","14.0"
"Año 2011","Cuarto","Aragón","Zaragoza","138.0"
"Año 2011","Cuarto","Principado de Asturias","Asturias","217.0"
"Año 2011","Cuarto","Illes Balears","Illes Balears","168.0"
"Año 2011","Cuarto","Canarias","Las Palmas","309.0"
"Año 2011","Cuarto","Canarias","Santa Cruz de Tenerife","240.0"
"Año 2011","Cuarto","Cantabria","Cantabria","71.0"
"Año 2011","Cuarto","Castilla y León","Ávila","24.0"
"Año 2011","Cuarto","Castilla y León","Burgos","70.0"
"Año 2011","Cuarto","Castilla y León","León","125.0"
"Año 2011","Cuarto","Castilla y León","Palencia","12.0"
"Año 2011","Cuarto","Castilla y León","Salamanca","14.0"
"Año 2011","Cuarto","Castilla y León","Segovia","22.0"
"Año 2011","Cuarto","Castilla y León","Soria","17.0"
"Año 2011","Cuarto","Castilla y León","Valladolid","96.0"
"Año 2011","Cuarto","Castilla y León","Zamora","21.0"
"Año 2011","Cuarto","Castilla-La Mancha","Albacete","73.0"
"Año 2011","Cuarto","Castilla-La Mancha","Ciudad Real","91.0"
"Año 2011","Cuarto","Castilla-La Mancha","Cuenca","23.0"
"Año 2011","Cuarto","Castilla-La Mancha","Guadalajara","51.0"
"Año 2011","Cuarto","Castilla-La Mancha","Toledo","157.0"
"Año 2011","Cuarto","Cataluña","Barcelona","952.0"
"Año 2011","Cuarto","Cataluña","Girona","236.0"
"Año 2011","Cuarto","Cataluña","Lleida","55.0"
"Año 2011","Cuarto","Cataluña","Tarragona","201.0"
"Año 2011","Cuarto","Comunitat Valenciana","Alicante/Alacant","565.0"
"Año 2011","Cuarto","Comunitat Valenciana","Castellón/Castelló","115.0"
"Año 2011","Cuarto","Comunitat Valenciana","Valencia/València","459.0"
"Año 2011","Cuarto","Extremadura","Badajoz","134.0"
"Año 2011","Cuarto","Extremadura","Cáceres","81.0"
"Año 2011","Cuarto","Galicia","A Coruña","113.0"
"Año 2011","Cuarto","Galicia","Lugo","35.0"
"Año 2011","Cuarto","Galicia","Ourense","82.0"
"Año 2011","Cuarto","Galicia","Pontevedra","127.0"
"Año 2011","Cuarto","Comunidad de Madrid","Madrid","1323.0"
"Año 2011","Cuarto","Región de Murcia","Murcia","336.0"
"Año 2011","Cuarto","Comunidad Foral de Navarra","Navarra","72.0"
"Año 2011","Cuarto","País Vasco","Araba/Álava","63.0"
"Año 2011","Cuarto","País Vasco","Gipuzkoa","85.0"
"Año 2011","Cuarto","País Vasco","Bizkaia","99.0"
"Año 2011","Cuarto","La Rioja","La Rioja","50.0"
"Año 2011","Cuarto","Ceuta","Ceuta","11.0"
"Año 2011","Cuarto","Melilla","Melilla","0.0"
"Año 2012","Primero","Andalucía","Almería","80.0"
"Año 2012","Primero","Andalucía","Cádiz","331.0"
"Año 2012","Primero","Andalucía","Córdoba","106.0"
"Año 2012","Primero","Andalucía","Granada","91.0"
"Año 2012","Primero","Andalucía","Huelva","117.0"
"Año 2012","Primero","Andalucía","Jaén","100.0"
"Año 2012","Primero","Andalucía","Málaga","288.0"
"Año 2012","Primero","Andalucía","Sevilla","373.0"
"Año 2012","Primero","Aragón","Huesca","13.0"
"Año 2012","Primero","Aragón","Teruel","11.0"
"Año 2012","Primero","Aragón","Zaragoza","117.0"
"Año 2012","Primero","Principado de Asturias","Asturias","163.0"
"Año 2012","Primero","Illes Balears","Illes Balears","179.0"
"Año 2012","Primero","Canarias","Las Palmas","268.0"
"Año 2012","Primero","Canarias","Santa Cruz de Tenerife","224.0"
"Año 2012","Primero","Cantabria","Cantabria","83.0"
"Año 2012","Primero","Castilla y León","Ávila","27.0"
"Año 2012","Primero","Castilla y León","Burgos","46.0"
"Año 2012","Primero","Castilla y León","León","110.0"
"Año 2012","Primero","Castilla y León","Palencia","14.0"
"Año 2012","Primero","Castilla y León","Salamanca","20.0"
"Año 2012","Primero","Castilla y León","Segovia","19.0"
"Año 2012","Primero","Castilla y León","Soria","13.0"
"Año 2012","Primero","Castilla y León","Valladolid","100.0"
"Año 2012","Primero","Castilla y León","Zamora","21.0"
"Año 2012","Primero","Castilla-La Mancha","Albacete","66.0"
"Año 2012","Primero","Castilla-La Mancha","Ciudad Real","107.0"
"Año 2012","Primero","Castilla-La Mancha","Cuenca","41.0"
"Año 2012","Primero","Castilla-La Mancha","Guadalajara","46.0"
"Año 2012","Primero","Castilla-La Mancha","Toledo","141.0"
"Año 2012","Primero","Cataluña","Barcelona","1004.0"
"Año 2012","Primero","Cataluña","Girona","204.0"
"Año 2012","Primero","Cataluña","Lleida","59.0"
"Año 2012","Primero","Cataluña","Tarragona","206.0"
"Año 2012","Primero","Comunitat Valenciana","Alicante/Alacant","437.0"
"Año 2012","Primero","Comunitat Valenciana","Castellón/Castelló","125.0"
"Año 2012","Primero","Comunitat Valenciana","Valencia/València","456.0"
"Año 2012","Primero","Extremadura","Badajoz","124.0"
"Año 2012","Primero","Extremadura","Cáceres","82.0"
"Año 2012","Primero","Galicia","A Coruña","104.0"
"Año 2012","Primero","Galicia","Lugo","53.0"
"Año 2012","Primero","Galicia","Ourense","80.0"
"Año 2012","Primero","Galicia","Pontevedra","136.0"
"Año 2012","Primero","Comunidad de Madrid","Madrid","1347.0"
"Año 2012","Primero","Región de Murcia","Murcia","297.0"
"Año 2012","Primero","Comunidad Foral de Navarra","Navarra","55.0"
"Año 2012","Primero","País Vasco","Araba/Álava","27.0"
"Año 2012","Primero","País Vasco","Gipuzkoa","61.0"
"Año 2012","Primero","País Vasco","Bizkaia","80.0"
"Año 2012","Primero","La Rioja","La Rioja","61.0"
"Año 2012","Primero","Ceuta","Ceuta","30.0"
"Año 2012","Primero","Melilla","Melilla","0.0"
"Año 2012","Segundo","Andalucía","Almería","111.0"
"Año 2012","Segundo","Andalucía","Cádiz","304.0"
"Año 2012","Segundo","Andalucía","Córdoba","105.0"
"Año 2012","Segundo","Andalucía","Granada","99.0"
"Año 2012","Segundo","Andalucía","Huelva","149.0"
"Año 2012","Segundo","Andalucía","Jaén","106.0"
"Año 2012","Segundo","Andalucía","Málaga","284.0"
"Año 2012","Segundo","Andalucía","Sevilla","409.0"
"Año 2012","Segundo","Aragón","Huesca","25.0"
"Año 2012","Segundo","Aragón","Teruel","22.0"
"Año 2012","Segundo","Aragón","Zaragoza","122.0"
"Año 2012","Segundo","Principado de Asturias","Asturias","195.0"
"Año 2012","Segundo","Illes Balears","Illes Balears","213.0"
"Año 2012","Segundo","Canarias","Las Palmas","308.0"
"Año 2012","Segundo","Canarias","Santa Cruz de Tenerife","315.0"
"Año 2012","Segundo","Cantabria","Cantabria","95.0"
"Año 2012","Segundo","Castilla y León","Ávila","30.0"
"Año 2012","Segundo","Castilla y León","Burgos","43.0"
"Año 2012","Segundo","Castilla y León","León","148.0"
"Año 2012","Segundo","Castilla y León","Palencia","20.0"
"Año 2012","Segundo","Castilla y León","Salamanca","15.0"
"Año 2012","Segundo","Castilla y León","Segovia","20.0"
"Año 2012","Segundo","Castilla y León","Soria","12.0"
"Año 2012","Segundo","Castilla y León","Valladolid","94.0"
"Año 2012","Segundo","Castilla y León","Zamora","17.0"
"Año 2012","Segundo","Castilla-La Mancha","Albacete","64.0"
"Año 2012","Segundo","Castilla-La Mancha","Ciudad Real","96.0"
"Año 2012","Segundo","Castilla-La Mancha","Cuenca","66.0"
"Año 2012","Segundo","Castilla-La Mancha","Guadalajara","63.0"
"Año 2012","Segundo","Castilla-La Mancha","Toledo","114.0"
"Año 2012","Segundo","Cataluña","Barcelona","1066.0"
"Año 2012","Segundo","Cataluña","Girona","216.0"
"Año 2012","Segundo","Cataluña","Lleida","63.0"
"Año 2012","Segundo","Cataluña","Tarragona","244.0"
"Año 2012","Segundo","Comunitat Valenciana","Alicante/Alacant","583.0"
"Año 2012","Segundo","Comunitat Valenciana","Castellón/Castelló","108.0"
"Año 2012","Segundo","Comunitat Valenciana","Valencia/València","511.0"
"Año 2012","Segundo","Extremadura","Badajoz","138.0"
"Año 2012","Segundo","Extremadura","Cáceres","75.0"
"Año 2012","Segundo","Galicia","A Coruña","90.0"
"Año 2012","Segundo","Galicia","Lugo","45.0"
"Año 2012","Segundo","Galicia","Ourense","77.0"
"Año 2012","Segundo","Galicia","Pontevedra","157.0"
"Año 2012","Segundo","Comunidad de Madrid","Madrid","1416.0"
"Año 2012","Segundo","Región de Murcia","Murcia","286.0"
"Año 2012","Segundo","Comunidad Foral de Navarra","Navarra","69.0"
"Año 2012","Segundo","País Vasco","Araba/Álava","62.0"
"Año 2012","Segundo","País Vasco","Gipuzkoa","74.0"
"Año 2012","Segundo","País Vasco","Bizkaia","106.0"
"Año 2012","Segundo","La Rioja","La Rioja","65.0"
"Año 2012","Segundo","Ceuta","Ceuta","22.0"
"Año 2012","Segundo","Melilla","Melilla","2.0"
"Año 2012","Tercero","Andalucía","Almería","85.0"
"Año 2012","Tercero","Andalucía","Cádiz","253.0"
"Año 2012","Tercero","Andalucía","Córdoba","116.0"
"Año 2012","Tercero","Andalucía","Granada","107.0"
"Año 2012","Tercero","Andalucía","Huelva","108.0"
"Año 2012","Tercero","Andalucía","Jaén","91.0"
"Año 2012","Tercero","Andalucía","Málaga","267.0"
"Año 2012","Tercero","Andalucía","Sevilla","532.0"
"Año 2012","Tercero","Aragón","Huesca","22.0"
"Año 2012","Tercero","Aragón","Teruel","13.0"
"Año 2012","Tercero","Aragón","Zaragoza","151.0"
"Año 2012","Tercero","Principado de Asturias","Asturias","205.0"
"Año 2012","Tercero","Illes Balears","Illes Balears","280.0"
"Año 2012","Tercero","Canarias","Las Palmas","284.0"
"Año 2012","Tercero","Canarias","Santa Cruz de Tenerife","383.0"
"Año 2012","Tercero","Cantabria","Cantabria","71.0"
"Año 2012","Tercero","Castilla y León","Ávila","30.0"
"Año 2012","Tercero","Castilla y León","Burgos","53.0"
"Año 2012","Tercero","Castilla y León","León","89.0"
"Año 2012","Tercero","Castilla y León","Palencia","25.0"
"Año 2012","Tercero","Castilla y León","Salamanca","11.0"
"Año 2012","Tercero","Castilla y León","Segovia","20.0"
"Año 2012","Tercero","Castilla y León","Soria","10.0"
"Año 2012","Tercero","Castilla y León","Valladolid","113.0"
"Año 2012","Tercero","Castilla y León","Zamora","20.0"
"Año 2012","Tercero","Castilla-La Mancha","Albacete","64.0"
"Año 2012","Tercero","Castilla-La Mancha","Ciudad Real","104.0"
"Año 2012","Tercero","Castilla-La Mancha","Cuenca","88.0"
"Año 2012","Tercero","Castilla-La Mancha","Guadalajara","75.0"
"Año 2012","Tercero","Castilla-La Mancha","Toledo","123.0"
"Año 2012","Tercero","Cataluña","Barcelona","1064.0"
"Año 2012","Tercero","Cataluña","Girona","231.0"
"Año 2012","Tercero","Cataluña","Lleida","70.0"
"Año 2012","Tercero","Cataluña","Tarragona","198.0"
"Año 2012","Tercero","Comunitat Valenciana","Alicante/Alacant","599.0"
"Año 2012","Tercero","Comunitat Valenciana","Castellón/Castelló","128.0"
"Año 2012","Tercero","Comunitat Valenciana","Valencia/València","336.0"
"Año 2012","Tercero","Extremadura","Badajoz","119.0"
"Año 2012","Tercero","Extremadura","Cáceres","71.0"
"Año 2012","Tercero","Galicia","A Coruña","94.0"
"Año 2012","Tercero","Galicia","Lugo","49.0"
"Año 2012","Tercero","Galicia","Ourense","79.0"
"Año 2012","Tercero","Galicia","Pontevedra","163.0"
"Año 2012","Tercero","Comunidad de Madrid","Madrid","1372.0"
"Año 2012","Tercero","Región de Murcia","Murcia","314.0"
"Año 2012","Tercero","Comunidad Foral de Navarra","Navarra","70.0"
"Año 2012","Tercero","País Vasco","Araba/Álava","27.0"
"Año 2012","Tercero","País Vasco","Gipuzkoa","61.0"
"Año 2012","Tercero","País Vasco","Bizkaia","101.0"
"Año 2012","Tercero","La Rioja","La Rioja","70.0"
"Año 2012","Tercero","Ceuta","Ceuta","21.0"
"Año 2012","Tercero","Melilla","Melilla","1.0"
"Año 2012","Cuarto","Andalucía","Almería","57.0"
"Año 2012","Cuarto","Andalucía","Cádiz","317.0"
"Año 2012","Cuarto","Andalucía","Córdoba","85.0"
"Año 2012","Cuarto","Andalucía","Granada","81.0"
"Año 2012","Cuarto","Andalucía","Huelva","94.0"
