"Año","Trimestre","Mes","Comunidad autónoma","Provincia","Número de contratos bonificados","Número de contratos de sustitución"
"Año 2010","Tercero","Septiembre","Castilla y León","Valladolid","1.0","0.0"
"Año 2010","Tercero","Septiembre","Castilla y León","Zamora","1.0","0.0"
"Año 2010","Tercero","Septiembre","Castilla-La Mancha","Ciudad Real","0.0","1.0"
"Año 2010","Tercero","Septiembre","Cataluña","Barcelona","2.0","10.0"
"Año 2010","Tercero","Septiembre","Cataluña","Girona","1.0","0.0"
"Año 2010","Tercero","Septiembre","Comunitat Valenciana","Alicante/Alacant","2.0","0.0"
"Año 2010","Tercero","Septiembre","Comunitat Valenciana","Valencia/València","3.0","1.0"
"Año 2010","Tercero","Septiembre","Galicia","A Coruña","1.0","1.0"
"Año 2010","Tercero","Septiembre","Galicia","Pontevedra","1.0","0.0"
"Año 2010","Tercero","Septiembre","Comunidad de Madrid","Madrid","4.0","1.0"
"Año 2010","Tercero","Septiembre","Comunidad Foral de Navarra","Navarra","1.0","0.0"
"Año 2010","Tercero","Septiembre","Ceuta","Ceuta","1.0","0.0"
"Año 2010","Cuarto","Octubre","Andalucía","Almería","1.0","0.0"
"Año 2010","Cuarto","Octubre","Andalucía","Granada","1.0","0.0"
"Año 2010","Cuarto","Octubre","Principado de Asturias","Asturias","2.0","0.0"
"Año 2010","Cuarto","Octubre","Illes Balears","Illes Balears","1.0","0.0"
"Año 2010","Cuarto","Octubre","Canarias","Las Palmas","0.0","1.0"
"Año 2010","Cuarto","Octubre","Canarias","Santa Cruz de Tenerife","1.0","0.0"
"Año 2010","Cuarto","Octubre","Castilla y León","León","1.0","0.0"
"Año 2010","Cuarto","Octubre","Castilla y León","Palencia","0.0","1.0"
"Año 2010","Cuarto","Octubre","Castilla y León","Soria","1.0","0.0"
"Año 2010","Cuarto","Octubre","Castilla y León","Valladolid","2.0","0.0"
"Año 2010","Cuarto","Octubre","Castilla-La Mancha","Toledo","1.0","0.0"
"Año 2010","Cuarto","Octubre","Cataluña","Barcelona","1.0","2.0"
"Año 2010","Cuarto","Octubre","Comunitat Valenciana","Alicante/Alacant","3.0","0.0"
"Año 2010","Cuarto","Octubre","Comunitat Valenciana","Valencia/València","9.0","0.0"
"Año 2010","Cuarto","Octubre","Galicia","A Coruña","1.0","1.0"
"Año 2010","Cuarto","Octubre","Comunidad de Madrid","Madrid","2.0","2.0"
"Año 2010","Cuarto","Octubre","Región de Murcia","Murcia","2.0","0.0"
"Año 2010","Cuarto","Octubre","Comunidad Foral de Navarra","Navarra","1.0","0.0"
"Año 2010","Cuarto","Octubre","País Vasco","Araba/Álava","1.0","0.0"
"Año 2010","Cuarto","Octubre","País Vasco","Bizkaia","1.0","0.0"
"Año 2010","Cuarto","Octubre","La Rioja","La Rioja","0.0","1.0"
"Año 2010","Cuarto","Noviembre","Andalucía","Almería","1.0","0.0"
"Año 2010","Cuarto","Noviembre","Andalucía","Córdoba","1.0","0.0"
"Año 2010","Cuarto","Noviembre","Andalucía","Granada","1.0","0.0"
"Año 2010","Cuarto","Noviembre","Andalucía","Málaga","1.0","0.0"
"Año 2010","Cuarto","Noviembre","Andalucía","Sevilla","1.0","0.0"
"Año 2010","Cuarto","Noviembre","Principado de Asturias","Asturias","2.0","0.0"
"Año 2010","Cuarto","Noviembre","Illes Balears","Illes Balears","0.0","1.0"
"Año 2010","Cuarto","Noviembre","Castilla y León","Ávila","1.0","0.0"
"Año 2010","Cuarto","Noviembre","Castilla y León","Burgos","1.0","0.0"
"Año 2010","Cuarto","Noviembre","Castilla y León","Salamanca","2.0","1.0"
"Año 2010","Cuarto","Noviembre","Castilla y León","Valladolid","1.0","0.0"
"Año 2010","Cuarto","Noviembre","Castilla-La Mancha","Guadalajara","2.0","0.0"
"Año 2010","Cuarto","Noviembre","Castilla-La Mancha","Toledo","1.0","0.0"
"Año 2010","Cuarto","Noviembre","Cataluña","Barcelona","2.0","9.0"
"Año 2010","Cuarto","Noviembre","Cataluña","Lleida","0.0","1.0"
"Año 2010","Cuarto","Noviembre","Cataluña","Tarragona","3.0","0.0"
"Año 2010","Cuarto","Noviembre","Comunitat Valenciana","Alicante/Alacant","2.0","0.0"
"Año 2010","Cuarto","Noviembre","Comunitat Valenciana","Valencia/València","3.0","1.0"
"Año 2010","Cuarto","Noviembre","Galicia","Pontevedra","0.0","1.0"
"Año 2010","Cuarto","Noviembre","Comunidad de Madrid","Madrid","4.0","0.0"
"Año 2010","Cuarto","Diciembre","Andalucía","Almería","1.0","1.0"
"Año 2010","Cuarto","Diciembre","Andalucía","Córdoba","1.0","0.0"
"Año 2010","Cuarto","Diciembre","Andalucía","Huelva","1.0","0.0"
"Año 2010","Cuarto","Diciembre","Andalucía","Sevilla","1.0","0.0"
"Año 2010","Cuarto","Diciembre","Principado de Asturias","Asturias","2.0","0.0"
"Año 2010","Cuarto","Diciembre","Canarias","Las Palmas","1.0","0.0"
"Año 2010","Cuarto","Diciembre","Castilla y León","Soria","1.0","0.0"
"Año 2010","Cuarto","Diciembre","Castilla y León","Valladolid","1.0","0.0"
"Año 2010","Cuarto","Diciembre","Castilla-La Mancha","Cuenca","1.0","0.0"
"Año 2010","Cuarto","Diciembre","Cataluña","Barcelona","0.0","10.0"
"Año 2010","Cuarto","Diciembre","Cataluña","Girona","2.0","1.0"
"Año 2010","Cuarto","Diciembre","Comunitat Valenciana","Alicante/Alacant","1.0","0.0"
"Año 2010","Cuarto","Diciembre","Comunitat Valenciana","Castellón/Castelló","0.0","1.0"
"Año 2010","Cuarto","Diciembre","Comunitat Valenciana","Valencia/València","5.0","0.0"
"Año 2010","Cuarto","Diciembre","Galicia","A Coruña","1.0","0.0"
"Año 2010","Cuarto","Diciembre","Comunidad de Madrid","Madrid","4.0","0.0"
"Año 2010","Cuarto","Diciembre","País Vasco","Bizkaia","1.0","1.0"
"Año 2010","Cuarto","Diciembre","País Vasco","Gipuzkoa","1.0","0.0"
"Año 2011","Primero","Enero","Andalucía","Córdoba","1.0","0.0"
"Año 2011","Primero","Enero","Andalucía","Granada","3.0","0.0"
"Año 2011","Primero","Enero","Andalucía","Sevilla","1.0","0.0"
"Año 2011","Primero","Enero","Aragón","Zaragoza","1.0","0.0"
"Año 2011","Primero","Enero","Castilla y León","Ávila","1.0","0.0"
"Año 2011","Primero","Enero","Castilla y León","Burgos","1.0","0.0"
"Año 2011","Primero","Enero","Castilla y León","León","1.0","0.0"
"Año 2011","Primero","Enero","Castilla y León","Palencia","1.0","0.0"
"Año 2011","Primero","Enero","Castilla y León","Segovia","5.0","0.0"
"Año 2011","Primero","Enero","Castilla y León","Valladolid","3.0","0.0"
"Año 2011","Primero","Enero","Castilla-La Mancha","Albacete","1.0","0.0"
"Año 2011","Primero","Enero","Castilla-La Mancha","Toledo","1.0","0.0"
"Año 2011","Primero","Enero","Cataluña","Barcelona","0.0","11.0"
"Año 2011","Primero","Enero","Cataluña","Lleida","0.0","1.0"
"Año 2011","Primero","Enero","Comunitat Valenciana","Alicante/Alacant","1.0","0.0"
"Año 2011","Primero","Enero","Comunitat Valenciana","Castellón/Castelló","1.0","1.0"
"Año 2011","Primero","Enero","Comunitat Valenciana","Valencia/València","3.0","0.0"
"Año 2011","Primero","Enero","Galicia","A Coruña","1.0","0.0"
"Año 2011","Primero","Enero","Galicia","Lugo","1.0","0.0"
"Año 2011","Primero","Enero","Galicia","Pontevedra","1.0","0.0"
"Año 2011","Primero","Enero","Comunidad de Madrid","Madrid","1.0","2.0"
"Año 2011","Primero","Enero","Región de Murcia","Murcia","2.0","0.0"
"Año 2011","Primero","Febrero","Andalucía","Cádiz","1.0","1.0"
"Año 2011","Primero","Febrero","Andalucía","Córdoba","1.0","0.0"
"Año 2011","Primero","Febrero","Andalucía","Granada","3.0","0.0"
"Año 2011","Primero","Febrero","Andalucía","Huelva","1.0","0.0"
"Año 2011","Primero","Febrero","Andalucía","Jaén","1.0","0.0"
"Año 2011","Primero","Febrero","Illes Balears","Illes Balears","1.0","1.0"
"Año 2011","Primero","Febrero","Canarias","Santa Cruz de Tenerife","1.0","0.0"
"Año 2011","Primero","Febrero","Castilla y León","León","1.0","0.0"
"Año 2011","Primero","Febrero","Castilla y León","Palencia","3.0","0.0"
"Año 2011","Primero","Febrero","Castilla y León","Segovia","1.0","0.0"
"Año 2011","Primero","Febrero","Castilla y León","Soria","1.0","0.0"
"Año 2011","Primero","Febrero","Castilla y León","Valladolid","2.0","0.0"
"Año 2011","Primero","Febrero","Castilla y León","Zamora","1.0","0.0"
"Año 2011","Primero","Febrero","Castilla-La Mancha","Ciudad Real","1.0","0.0"
"Año 2011","Primero","Febrero","Cataluña","Barcelona","1.0","0.0"
"Año 2011","Primero","Febrero","Cataluña","Lleida","0.0","2.0"
"Año 2011","Primero","Febrero","Cataluña","Tarragona","1.0","0.0"
"Año 2011","Primero","Febrero","Comunitat Valenciana","Alicante/Alacant","7.0","0.0"
"Año 2011","Primero","Febrero","Comunitat Valenciana","Castellón/Castelló","1.0","0.0"
"Año 2011","Primero","Febrero","Comunitat Valenciana","Valencia/València","6.0","0.0"
"Año 2011","Primero","Febrero","Galicia","A Coruña","1.0","0.0"
"Año 2011","Primero","Febrero","Galicia","Pontevedra","1.0","0.0"
"Año 2011","Primero","Febrero","Comunidad de Madrid","Madrid","6.0","1.0"
"Año 2011","Primero","Febrero","País Vasco","Bizkaia","1.0","0.0"
"Año 2011","Primero","Febrero","País Vasco","Gipuzkoa","1.0","0.0"
"Año 2011","Primero","Marzo","Andalucía","Almería","2.0","0.0"
"Año 2011","Primero","Marzo","Andalucía","Cádiz","1.0","0.0"
"Año 2011","Primero","Marzo","Andalucía","Córdoba","0.0","1.0"
"Año 2011","Primero","Marzo","Andalucía","Granada","1.0","0.0"
"Año 2011","Primero","Marzo","Andalucía","Málaga","1.0","0.0"
"Año 2011","Primero","Marzo","Andalucía","Sevilla","1.0","0.0"
"Año 2011","Primero","Marzo","Aragón","Zaragoza","0.0","1.0"
"Año 2011","Primero","Marzo","Principado de Asturias","Asturias","1.0","1.0"
"Año 2011","Primero","Marzo","Illes Balears","Illes Balears","1.0","0.0"
"Año 2011","Primero","Marzo","Canarias","Las Palmas","1.0","0.0"
"Año 2011","Primero","Marzo","Cantabria","Cantabria","3.0","0.0"
"Año 2011","Primero","Marzo","Castilla y León","Burgos","1.0","0.0"
"Año 2011","Primero","Marzo","Castilla y León","Palencia","1.0","0.0"
"Año 2011","Primero","Marzo","Castilla y León","Segovia","2.0","0.0"
"Año 2011","Primero","Marzo","Castilla y León","Valladolid","2.0","0.0"
"Año 2011","Primero","Marzo","Castilla-La Mancha","Albacete","1.0","0.0"
"Año 2011","Primero","Marzo","Castilla-La Mancha","Cuenca","1.0","0.0"
"Año 2011","Primero","Marzo","Castilla-La Mancha","Guadalajara","1.0","0.0"
"Año 2011","Primero","Marzo","Cataluña","Barcelona","1.0","1.0"
"Año 2011","Primero","Marzo","Cataluña","Tarragona","1.0","0.0"
"Año 2011","Primero","Marzo","Comunitat Valenciana","Alicante/Alacant","10.0","0.0"
"Año 2011","Primero","Marzo","Comunitat Valenciana","Valencia/València","12.0","1.0"
"Año 2011","Primero","Marzo","Comunidad de Madrid","Madrid","9.0","3.0"
"Año 2011","Primero","Marzo","Región de Murcia","Murcia","1.0","0.0"
"Año 2011","Primero","Marzo","País Vasco","Bizkaia","0.0","1.0"
"Año 2011","Segundo","Abril","Andalucía","Córdoba","2.0","0.0"
"Año 2011","Segundo","Abril","Andalucía","Granada","2.0","0.0"
"Año 2011","Segundo","Abril","Andalucía","Sevilla","1.0","0.0"
"Año 2011","Segundo","Abril","Aragón","Huesca","1.0","0.0"
"Año 2011","Segundo","Abril","Aragón","Teruel","0.0","1.0"
"Año 2011","Segundo","Abril","Aragón","Zaragoza","2.0","1.0"
"Año 2011","Segundo","Abril","Illes Balears","Illes Balears","1.0","0.0"
"Año 2011","Segundo","Abril","Canarias","Santa Cruz de Tenerife","1.0","0.0"
"Año 2011","Segundo","Abril","Cantabria","Cantabria","1.0","0.0"
"Año 2011","Segundo","Abril","Castilla y León","Burgos","1.0","0.0"
"Año 2011","Segundo","Abril","Castilla y León","León","5.0","0.0"
"Año 2011","Segundo","Abril","Castilla y León","Palencia","1.0","0.0"
"Año 2011","Segundo","Abril","Castilla y León","Valladolid","3.0","0.0"
"Año 2011","Segundo","Abril","Castilla-La Mancha","Ciudad Real","1.0","0.0"
"Año 2011","Segundo","Abril","Cataluña","Barcelona","2.0","1.0"
"Año 2011","Segundo","Abril","Comunitat Valenciana","Alicante/Alacant","6.0","2.0"
"Año 2011","Segundo","Abril","Comunitat Valenciana","Valencia/València","4.0","1.0"
"Año 2011","Segundo","Abril","Galicia","A Coruña","1.0","1.0"
"Año 2011","Segundo","Abril","Galicia","Pontevedra","1.0","0.0"
"Año 2011","Segundo","Abril","Comunidad de Madrid","Madrid","5.0","3.0"
"Año 2011","Segundo","Abril","Región de Murcia","Murcia","3.0","0.0"
"Año 2011","Segundo","Abril","País Vasco","Araba/Álava","1.0","1.0"
"Año 2011","Segundo","Abril","La Rioja","La Rioja","0.0","1.0"
"Año 2011","Segundo","Mayo","Andalucía","Cádiz","1.0","0.0"
"Año 2011","Segundo","Mayo","Andalucía","Córdoba","1.0","1.0"
"Año 2011","Segundo","Mayo","Andalucía","Granada","1.0","0.0"
"Año 2011","Segundo","Mayo","Andalucía","Málaga","1.0","0.0"
"Año 2011","Segundo","Mayo","Andalucía","Sevilla","0.0","1.0"
"Año 2011","Segundo","Mayo","Aragón","Zaragoza","1.0","0.0"
"Año 2011","Segundo","Mayo","Illes Balears","Illes Balears","0.0","1.0"
"Año 2011","Segundo","Mayo","Canarias","Las Palmas","1.0","0.0"
"Año 2011","Segundo","Mayo","Canarias","Santa Cruz de Tenerife","2.0","1.0"
"Año 2011","Segundo","Mayo","Castilla y León","Ávila","2.0","0.0"
"Año 2011","Segundo","Mayo","Castilla y León","Burgos","1.0","0.0"
"Año 2011","Segundo","Mayo","Castilla y León","León","1.0","0.0"
"Año 2011","Segundo","Mayo","Castilla y León","Palencia","2.0","1.0"
"Año 2011","Segundo","Mayo","Castilla y León","Salamanca","1.0","0.0"
"Año 2011","Segundo","Mayo","Castilla y León","Valladolid","3.0","0.0"
"Año 2011","Segundo","Mayo","Castilla y León","Zamora","4.0","0.0"
"Año 2011","Segundo","Mayo","Castilla-La Mancha","Albacete","1.0","0.0"
"Año 2011","Segundo","Mayo","Cataluña","Barcelona","0.0","24.0"
"Año 2011","Segundo","Mayo","Comunitat Valenciana","Alicante/Alacant","2.0","0.0"
"Año 2011","Segundo","Mayo","Comunitat Valenciana","Castellón/Castelló","1.0","0.0"
"Año 2011","Segundo","Mayo","Comunitat Valenciana","Valencia/València","2.0","2.0"
"Año 2011","Segundo","Mayo","Galicia","Ourense","2.0","0.0"
"Año 2011","Segundo","Mayo","Galicia","Pontevedra","1.0","0.0"
"Año 2011","Segundo","Mayo","Comunidad de Madrid","Madrid","6.0","2.0"
"Año 2011","Segundo","Mayo","Región de Murcia","Murcia","2.0","0.0"
"Año 2011","Segundo","Mayo","País Vasco","Araba/Álava","0.0","1.0"
"Año 2011","Segundo","Junio","Andalucía","Almería","1.0","0.0"
"Año 2011","Segundo","Junio","Andalucía","Huelva","1.0","0.0"
"Año 2011","Segundo","Junio","Andalucía","Jaén","1.0","0.0"
"Año 2011","Segundo","Junio","Andalucía","Málaga","2.0","1.0"
"Año 2011","Segundo","Junio","Andalucía","Sevilla","1.0","0.0"
"Año 2011","Segundo","Junio","Aragón","Zaragoza","0.0","1.0"
"Año 2011","Segundo","Junio","Canarias","Santa Cruz de Tenerife","3.0","0.0"
"Año 2011","Segundo","Junio","Cantabria","Cantabria","1.0","0.0"
"Año 2011","Segundo","Junio","Castilla y León","Ávila","1.0","0.0"
"Año 2011","Segundo","Junio","Castilla y León","León","1.0","0.0"
"Año 2011","Segundo","Junio","Castilla y León","Palencia","1.0","0.0"
"Año 2011","Segundo","Junio","Castilla y León","Salamanca","1.0","0.0"
"Año 2011","Segundo","Junio","Castilla y León","Segovia","0.0","1.0"
"Año 2011","Segundo","Junio","Castilla y León","Valladolid","8.0","0.0"
"Año 2011","Segundo","Junio","Castilla-La Mancha","Ciudad Real","1.0","0.0"
"Año 2011","Segundo","Junio","Castilla-La Mancha","Cuenca","1.0","0.0"
"Año 2011","Segundo","Junio","Cataluña","Barcelona","1.0","2.0"
"Año 2011","Segundo","Junio","Comunitat Valenciana","Alicante/Alacant","2.0","0.0"
"Año 2011","Segundo","Junio","Comunitat Valenciana","Castellón/Castelló","1.0","0.0"
"Año 2011","Segundo","Junio","Comunitat Valenciana","Valencia/València","5.0","2.0"
"Año 2011","Segundo","Junio","Galicia","A Coruña","2.0","0.0"
"Año 2011","Segundo","Junio","Galicia","Ourense","1.0","0.0"
"Año 2011","Segundo","Junio","Comunidad de Madrid","Madrid","3.0","1.0"
"Año 2011","Segundo","Junio","Región de Murcia","Murcia","7.0","0.0"
"Año 2011","Segundo","Junio","País Vasco","Gipuzkoa","1.0","0.0"
"Año 2011","Tercero","Julio","Andalucía","Cádiz","1.0","0.0"
"Año 2011","Tercero","Julio","Andalucía","Córdoba","1.0","0.0"
"Año 2011","Tercero","Julio","Andalucía","Huelva","0.0","1.0"
"Año 2011","Tercero","Julio","Andalucía","Jaén","1.0","0.0"
"Año 2011","Tercero","Julio","Andalucía","Málaga","2.0","0.0"
"Año 2011","Tercero","Julio","Andalucía","Sevilla","0.0","1.0"
"Año 2011","Tercero","Julio","Illes Balears","Illes Balears","0.0","1.0"
"Año 2011","Tercero","Julio","Canarias","Santa Cruz de Tenerife","1.0","0.0"
"Año 2011","Tercero","Julio","Cantabria","Cantabria","2.0","0.0"
"Año 2011","Tercero","Julio","Castilla y León","Palencia","4.0","0.0"
"Año 2011","Tercero","Julio","Castilla y León","Segovia","1.0","0.0"
"Año 2011","Tercero","Julio","Castilla y León","Valladolid","3.0","0.0"
"Año 2011","Tercero","Julio","Castilla y León","Zamora","3.0","0.0"
"Año 2011","Tercero","Julio","Cataluña","Girona","1.0","0.0"
"Año 2011","Tercero","Julio","Cataluña","Tarragona","1.0","1.0"
"Año 2011","Tercero","Julio","Comunitat Valenciana","Alicante/Alacant","0.0","1.0"
"Año 2011","Tercero","Julio","Comunitat Valenciana","Castellón/Castelló","1.0","0.0"
"Año 2011","Tercero","Julio","Comunitat Valenciana","Valencia/València","6.0","0.0"
"Año 2011","Tercero","Julio","Galicia","A Coruña","1.0","0.0"
"Año 2011","Tercero","Julio","Comunidad de Madrid","Madrid","5.0","0.0"
"Año 2011","Tercero","Julio","Región de Murcia","Murcia","11.0","1.0"
"Año 2011","Tercero","Julio","País Vasco","Araba/Álava","0.0","1.0"
"Año 2011","Tercero","Julio","País Vasco","Bizkaia","0.0","1.0"
"Año 2011","Tercero","Julio","La Rioja","La Rioja","0.0","0.0"
"Año 2011","Tercero","Agosto","Andalucía","Granada","1.0","0.0"
"Año 2011","Tercero","Agosto","Andalucía","Jaén","2.0","0.0"
"Año 2011","Tercero","Agosto","Andalucía","Málaga","2.0","0.0"
"Año 2011","Tercero","Agosto","Aragón","Teruel","0.0","1.0"
"Año 2011","Tercero","Agosto","Aragón","Zaragoza","2.0","0.0"
"Año 2011","Tercero","Agosto","Principado de Asturias","Asturias","0.0","1.0"
"Año 2011","Tercero","Agosto","Canarias","Santa Cruz de Tenerife","1.0","0.0"
"Año 2011","Tercero","Agosto","Castilla y León","León","1.0","0.0"
"Año 2011","Tercero","Agosto","Castilla y León","Palencia","2.0","0.0"
"Año 2011","Tercero","Agosto","Castilla-La Mancha","Guadalajara","1.0","0.0"
"Año 2011","Tercero","Agosto","Castilla-La Mancha","Toledo","1.0","1.0"
"Año 2011","Tercero","Agosto","Cataluña","Barcelona","0.0","4.0"
"Año 2011","Tercero","Agosto","Cataluña","Girona","2.0","0.0"
"Año 2011","Tercero","Agosto","Cataluña","Lleida","0.0","1.0"
"Año 2011","Tercero","Agosto","Comunitat Valenciana","Alicante/Alacant","2.0","1.0"
"Año 2011","Tercero","Agosto","Comunitat Valenciana","Castellón/Castelló","1.0","0.0"
"Año 2011","Tercero","Agosto","Galicia","A Coruña","1.0","1.0"
"Año 2011","Tercero","Agosto","Galicia","Ourense","1.0","0.0"
"Año 2011","Tercero","Agosto","Comunidad de Madrid","Madrid","1.0","1.0"
"Año 2011","Tercero","Agosto","La Rioja","La Rioja","0.0","1.0"
"Año 2011","Tercero","Agosto","Ceuta","Ceuta","1.0","0.0"
"Año 2011","Tercero","Septiembre","Andalucía","Cádiz","1.0","0.0"
"Año 2011","Tercero","Septiembre","Andalucía","Granada","0.0","1.0"
"Año 2011","Tercero","Septiembre","Andalucía","Jaén","2.0","0.0"
"Año 2011","Tercero","Septiembre","Andalucía","Málaga","2.0","1.0"
"Año 2011","Tercero","Septiembre","Andalucía","Sevilla","1.0","1.0"
