"Año","Trimestre","Mes","Comunidad autónoma","Provincia","Número de contratos bonificados","Número de contratos de sustitución"
"Año 2009","Segundo","Mayo","Aragón","Huesca","1.0","0.0"
"Año 2009","Segundo","Mayo","Illes Balears","Illes Balears","1.0","0.0"
"Año 2009","Segundo","Mayo","Castilla y León","León","2.0","0.0"
"Año 2009","Segundo","Mayo","Castilla y León","Palencia","2.0","0.0"
"Año 2009","Segundo","Mayo","Castilla y León","Valladolid","2.0","0.0"
"Año 2009","Segundo","Mayo","Castilla y León","Zamora","2.0","0.0"
"Año 2009","Segundo","Mayo","Cataluña","Barcelona","2.0","0.0"
"Año 2009","Segundo","Mayo","Cataluña","Tarragona","2.0","0.0"
"Año 2009","Segundo","Mayo","Comunitat Valenciana","Alicante/Alacant","2.0","0.0"
"Año 2009","Segundo","Mayo","Comunitat Valenciana","Valencia/València","1.0","0.0"
"Año 2009","Segundo","Mayo","Galicia","A Coruña","2.0","0.0"
"Año 2009","Segundo","Mayo","Comunidad de Madrid","Madrid","1.0","1.0"
"Año 2009","Segundo","Mayo","Comunidad Foral de Navarra","Navarra","0.0","1.0"
"Año 2009","Segundo","Mayo","País Vasco","Araba/Álava","0.0","1.0"
"Año 2009","Segundo","Mayo","País Vasco","Gipuzkoa","0.0","1.0"
"Año 2009","Segundo","Junio","Andalucía","Cádiz","3.0","0.0"
"Año 2009","Segundo","Junio","Andalucía","Córdoba","2.0","0.0"
"Año 2009","Segundo","Junio","Andalucía","Granada","1.0","0.0"
"Año 2009","Segundo","Junio","Andalucía","Jaén","1.0","0.0"
"Año 2009","Segundo","Junio","Andalucía","Málaga","1.0","1.0"
"Año 2009","Segundo","Junio","Andalucía","Sevilla","2.0","0.0"
"Año 2009","Segundo","Junio","Aragón","Zaragoza","1.0","0.0"
"Año 2009","Segundo","Junio","Principado de Asturias","Asturias","1.0","3.0"
"Año 2009","Segundo","Junio","Illes Balears","Illes Balears","1.0","0.0"
"Año 2009","Segundo","Junio","Cantabria","Cantabria","1.0","0.0"
"Año 2009","Segundo","Junio","Castilla y León","Ávila","3.0","0.0"
"Año 2009","Segundo","Junio","Castilla y León","León","3.0","0.0"
"Año 2009","Segundo","Junio","Castilla y León","Palencia","5.0","0.0"
"Año 2009","Segundo","Junio","Castilla y León","Salamanca","1.0","0.0"
"Año 2009","Segundo","Junio","Castilla y León","Soria","2.0","0.0"
"Año 2009","Segundo","Junio","Castilla y León","Valladolid","9.0","0.0"
"Año 2009","Segundo","Junio","Castilla y León","Zamora","2.0","0.0"
"Año 2009","Segundo","Junio","Cataluña","Barcelona","2.0","1.0"
"Año 2009","Segundo","Junio","Cataluña","Lleida","0.0","1.0"
"Año 2009","Segundo","Junio","Cataluña","Tarragona","0.0","1.0"
"Año 2009","Segundo","Junio","Comunitat Valenciana","Alicante/Alacant","6.0","0.0"
"Año 2009","Segundo","Junio","Comunitat Valenciana","Valencia/València","17.0","0.0"
"Año 2009","Segundo","Junio","Galicia","A Coruña","1.0","0.0"
"Año 2009","Segundo","Junio","Comunidad de Madrid","Madrid","3.0","0.0"
"Año 2009","Segundo","Junio","País Vasco","Araba/Álava","0.0","1.0"
"Año 2009","Segundo","Junio","País Vasco","Bizkaia","0.0","1.0"
"Año 2009","Segundo","Junio","Ceuta","Ceuta","1.0","0.0"
"Año 2009","Tercero","Julio","Andalucía","Cádiz","2.0","0.0"
"Año 2009","Tercero","Julio","Andalucía","Córdoba","1.0","0.0"
"Año 2009","Tercero","Julio","Andalucía","Granada","6.0","0.0"
"Año 2009","Tercero","Julio","Andalucía","Jaén","2.0","1.0"
"Año 2009","Tercero","Julio","Andalucía","Málaga","5.0","0.0"
"Año 2009","Tercero","Julio","Andalucía","Sevilla","3.0","0.0"
"Año 2009","Tercero","Julio","Principado de Asturias","Asturias","0.0","1.0"
"Año 2009","Tercero","Julio","Illes Balears","Illes Balears","1.0","1.0"
"Año 2009","Tercero","Julio","Castilla y León","León","0.0","1.0"
"Año 2009","Tercero","Julio","Castilla y León","Palencia","7.0","0.0"
"Año 2009","Tercero","Julio","Castilla y León","Valladolid","0.0","1.0"
"Año 2009","Tercero","Julio","Castilla y León","Zamora","3.0","0.0"
"Año 2009","Tercero","Julio","Cataluña","Barcelona","3.0","0.0"
"Año 2009","Tercero","Julio","Cataluña","Tarragona","1.0","0.0"
"Año 2009","Tercero","Julio","Comunitat Valenciana","Alicante/Alacant","2.0","0.0"
"Año 2009","Tercero","Julio","Comunitat Valenciana","Valencia/València","19.0","0.0"
"Año 2009","Tercero","Julio","Extremadura","Badajoz","1.0","0.0"
"Año 2009","Tercero","Julio","Galicia","A Coruña","2.0","0.0"
"Año 2009","Tercero","Julio","Galicia","Lugo","1.0","0.0"
"Año 2009","Tercero","Julio","Comunidad de Madrid","Madrid","3.0","0.0"
"Año 2009","Tercero","Julio","País Vasco","Araba/Álava","0.0","1.0"
"Año 2009","Tercero","Julio","País Vasco","Bizkaia","0.0","2.0"
"Año 2009","Tercero","Julio","País Vasco","Gipuzkoa","2.0","0.0"
"Año 2009","Tercero","Agosto","Andalucía","Cádiz","2.0","0.0"
"Año 2009","Tercero","Agosto","Andalucía","Córdoba","1.0","0.0"
"Año 2009","Tercero","Agosto","Andalucía","Granada","0.0","1.0"
"Año 2009","Tercero","Agosto","Andalucía","Jaén","1.0","0.0"
"Año 2009","Tercero","Agosto","Andalucía","Málaga","1.0","0.0"
"Año 2009","Tercero","Agosto","Andalucía","Sevilla","11.0","0.0"
"Año 2009","Tercero","Agosto","Principado de Asturias","Asturias","5.0","0.0"
"Año 2009","Tercero","Agosto","Canarias","Santa Cruz de Tenerife","2.0","0.0"
"Año 2009","Tercero","Agosto","Castilla y León","León","1.0","0.0"
"Año 2009","Tercero","Agosto","Castilla y León","Palencia","1.0","0.0"
"Año 2009","Tercero","Agosto","Castilla y León","Valladolid","0.0","1.0"
"Año 2009","Tercero","Agosto","Castilla-La Mancha","Toledo","1.0","0.0"
"Año 2009","Tercero","Agosto","Cataluña","Barcelona","1.0","1.0"
"Año 2009","Tercero","Agosto","Cataluña","Girona","0.0","1.0"
"Año 2009","Tercero","Agosto","Cataluña","Tarragona","3.0","0.0"
"Año 2009","Tercero","Agosto","Comunitat Valenciana","Alicante/Alacant","3.0","0.0"
"Año 2009","Tercero","Agosto","Comunitat Valenciana","Valencia/València","3.0","0.0"
"Año 2009","Tercero","Agosto","Extremadura","Badajoz","1.0","0.0"
"Año 2009","Tercero","Agosto","Galicia","Pontevedra","1.0","0.0"
"Año 2009","Tercero","Agosto","Comunidad de Madrid","Madrid","1.0","1.0"
"Año 2009","Tercero","Agosto","País Vasco","Gipuzkoa","0.0","1.0"
"Año 2009","Tercero","Septiembre","Andalucía","Almería","1.0","0.0"
"Año 2009","Tercero","Septiembre","Andalucía","Cádiz","0.0","1.0"
"Año 2009","Tercero","Septiembre","Andalucía","Córdoba","2.0","0.0"
"Año 2009","Tercero","Septiembre","Andalucía","Granada","2.0","0.0"
"Año 2009","Tercero","Septiembre","Andalucía","Sevilla","0.0","1.0"
"Año 2009","Tercero","Septiembre","Principado de Asturias","Asturias","1.0","0.0"
"Año 2009","Tercero","Septiembre","Illes Balears","Illes Balears","0.0","1.0"
"Año 2009","Tercero","Septiembre","Canarias","Las Palmas","1.0","1.0"
"Año 2009","Tercero","Septiembre","Castilla y León","Burgos","0.0","1.0"
"Año 2009","Tercero","Septiembre","Castilla y León","León","1.0","0.0"
"Año 2009","Tercero","Septiembre","Castilla y León","Palencia","4.0","0.0"
"Año 2009","Tercero","Septiembre","Castilla y León","Segovia","1.0","0.0"
"Año 2009","Tercero","Septiembre","Castilla y León","Valladolid","3.0","0.0"
"Año 2009","Tercero","Septiembre","Cataluña","Barcelona","1.0","0.0"
"Año 2009","Tercero","Septiembre","Cataluña","Tarragona","2.0","0.0"
"Año 2009","Tercero","Septiembre","Comunitat Valenciana","Alicante/Alacant","1.0","0.0"
"Año 2009","Tercero","Septiembre","Comunitat Valenciana","Castellón/Castelló","1.0","0.0"
"Año 2009","Tercero","Septiembre","Comunitat Valenciana","Valencia/València","4.0","0.0"
"Año 2009","Tercero","Septiembre","Galicia","Ourense","2.0","0.0"
"Año 2009","Tercero","Septiembre","Comunidad de Madrid","Madrid","1.0","0.0"
"Año 2009","Tercero","Septiembre","Región de Murcia","Murcia","0.0","1.0"
"Año 2009","Tercero","Septiembre","Comunidad Foral de Navarra","Navarra","0.0","1.0"
"Año 2009","Cuarto","Octubre","Andalucía","Cádiz","0.0","1.0"
"Año 2009","Cuarto","Octubre","Andalucía","Córdoba","2.0","0.0"
"Año 2009","Cuarto","Octubre","Andalucía","Huelva","1.0","1.0"
"Año 2009","Cuarto","Octubre","Andalucía","Málaga","1.0","0.0"
"Año 2009","Cuarto","Octubre","Andalucía","Sevilla","1.0","0.0"
"Año 2009","Cuarto","Octubre","Aragón","Zaragoza","1.0","1.0"
"Año 2009","Cuarto","Octubre","Principado de Asturias","Asturias","0.0","2.0"
"Año 2009","Cuarto","Octubre","Illes Balears","Illes Balears","1.0","0.0"
"Año 2009","Cuarto","Octubre","Castilla y León","Ávila","1.0","0.0"
"Año 2009","Cuarto","Octubre","Castilla y León","León","1.0","0.0"
"Año 2009","Cuarto","Octubre","Castilla y León","Segovia","1.0","0.0"
"Año 2009","Cuarto","Octubre","Castilla y León","Valladolid","3.0","0.0"
"Año 2009","Cuarto","Octubre","Castilla y León","Zamora","1.0","0.0"
"Año 2009","Cuarto","Octubre","Castilla-La Mancha","Albacete","1.0","0.0"
"Año 2009","Cuarto","Octubre","Cataluña","Barcelona","2.0","0.0"
"Año 2009","Cuarto","Octubre","Cataluña","Girona","1.0","0.0"
"Año 2009","Cuarto","Octubre","Cataluña","Tarragona","0.0","1.0"
"Año 2009","Cuarto","Octubre","Comunitat Valenciana","Alicante/Alacant","2.0","0.0"
"Año 2009","Cuarto","Octubre","Comunitat Valenciana","Castellón/Castelló","2.0","0.0"
"Año 2009","Cuarto","Octubre","Comunitat Valenciana","Valencia/València","1.0","1.0"
"Año 2009","Cuarto","Octubre","Comunidad de Madrid","Madrid","6.0","1.0"
"Año 2009","Cuarto","Octubre","Región de Murcia","Murcia","1.0","0.0"
"Año 2009","Cuarto","Octubre","Comunidad Foral de Navarra","Navarra","1.0","0.0"
"Año 2009","Cuarto","Octubre","País Vasco","Araba/Álava","0.0","1.0"
"Año 2009","Cuarto","Octubre","País Vasco","Bizkaia","0.0","3.0"
"Año 2009","Cuarto","Octubre","País Vasco","Gipuzkoa","1.0","0.0"
"Año 2009","Cuarto","Noviembre","Andalucía","Huelva","1.0","0.0"
"Año 2009","Cuarto","Noviembre","Andalucía","Sevilla","1.0","0.0"
"Año 2009","Cuarto","Noviembre","Principado de Asturias","Asturias","1.0","0.0"
"Año 2009","Cuarto","Noviembre","Canarias","Las Palmas","2.0","0.0"
"Año 2009","Cuarto","Noviembre","Canarias","Santa Cruz de Tenerife","1.0","0.0"
"Año 2009","Cuarto","Noviembre","Castilla y León","Zamora","1.0","0.0"
"Año 2009","Cuarto","Noviembre","Castilla-La Mancha","Albacete","1.0","0.0"
"Año 2009","Cuarto","Noviembre","Castilla-La Mancha","Ciudad Real","1.0","0.0"
"Año 2009","Cuarto","Noviembre","Cataluña","Barcelona","1.0","2.0"
"Año 2009","Cuarto","Noviembre","Comunitat Valenciana","Alicante/Alacant","1.0","0.0"
"Año 2009","Cuarto","Noviembre","Comunitat Valenciana","Valencia/València","2.0","0.0"
"Año 2009","Cuarto","Noviembre","Galicia","Pontevedra","1.0","0.0"
"Año 2009","Cuarto","Noviembre","Comunidad de Madrid","Madrid","4.0","2.0"
"Año 2009","Cuarto","Noviembre","Comunidad Foral de Navarra","Navarra","0.0","1.0"
"Año 2009","Cuarto","Noviembre","País Vasco","Gipuzkoa","0.0","1.0"
"Año 2009","Cuarto","Diciembre","Andalucía","Cádiz","0.0","1.0"
"Año 2009","Cuarto","Diciembre","Andalucía","Granada","1.0","0.0"
"Año 2009","Cuarto","Diciembre","Illes Balears","Illes Balears","1.0","0.0"
"Año 2009","Cuarto","Diciembre","Canarias","Las Palmas","0.0","1.0"
"Año 2009","Cuarto","Diciembre","Canarias","Santa Cruz de Tenerife","1.0","1.0"
"Año 2009","Cuarto","Diciembre","Cantabria","Cantabria","0.0","1.0"
"Año 2009","Cuarto","Diciembre","Castilla y León","León","1.0","0.0"
"Año 2009","Cuarto","Diciembre","Castilla y León","Palencia","1.0","0.0"
"Año 2009","Cuarto","Diciembre","Castilla y León","Salamanca","1.0","0.0"
"Año 2009","Cuarto","Diciembre","Castilla-La Mancha","Albacete","2.0","0.0"
"Año 2009","Cuarto","Diciembre","Cataluña","Barcelona","2.0","1.0"
"Año 2009","Cuarto","Diciembre","Cataluña","Lleida","1.0","0.0"
"Año 2009","Cuarto","Diciembre","Comunitat Valenciana","Alicante/Alacant","1.0","1.0"
"Año 2009","Cuarto","Diciembre","Comunitat Valenciana","Castellón/Castelló","0.0","1.0"
"Año 2009","Cuarto","Diciembre","Comunitat Valenciana","Valencia/València","1.0","2.0"
"Año 2009","Cuarto","Diciembre","Galicia","A Coruña","2.0","0.0"
"Año 2009","Cuarto","Diciembre","Comunidad de Madrid","Madrid","3.0","0.0"
"Año 2009","Cuarto","Diciembre","Región de Murcia","Murcia","1.0","0.0"
"Año 2009","Cuarto","Diciembre","Comunidad Foral de Navarra","Navarra","0.0","2.0"
"Año 2009","Cuarto","Diciembre","País Vasco","Bizkaia","1.0","0.0"
"Año 2009","Cuarto","Diciembre","La Rioja","La Rioja","1.0","0.0"
"Año 2010","Primero","Enero","Andalucía","Córdoba","2.0","0.0"
"Año 2010","Primero","Enero","Andalucía","Málaga","1.0","0.0"
"Año 2010","Primero","Enero","Andalucía","Sevilla","1.0","0.0"
"Año 2010","Primero","Enero","Aragón","Zaragoza","1.0","0.0"
"Año 2010","Primero","Enero","Principado de Asturias","Asturias","2.0","1.0"
"Año 2010","Primero","Enero","Illes Balears","Illes Balears","1.0","0.0"
"Año 2010","Primero","Enero","Castilla y León","Palencia","3.0","0.0"
"Año 2010","Primero","Enero","Castilla y León","Segovia","1.0","0.0"
"Año 2010","Primero","Enero","Castilla y León","Valladolid","1.0","0.0"
"Año 2010","Primero","Enero","Castilla y León","Zamora","1.0","0.0"
"Año 2010","Primero","Enero","Cataluña","Barcelona","0.0","3.0"
"Año 2010","Primero","Enero","Comunitat Valenciana","Alicante/Alacant","1.0","0.0"
"Año 2010","Primero","Enero","Comunitat Valenciana","Valencia/València","2.0","0.0"
"Año 2010","Primero","Enero","Galicia","A Coruña","2.0","0.0"
"Año 2010","Primero","Enero","Galicia","Lugo","2.0","0.0"
"Año 2010","Primero","Enero","Galicia","Ourense","1.0","0.0"
"Año 2010","Primero","Enero","Comunidad de Madrid","Madrid","1.0","1.0"
"Año 2010","Primero","Enero","Comunidad Foral de Navarra","Navarra","0.0","1.0"
"Año 2010","Primero","Enero","País Vasco","Gipuzkoa","0.0","1.0"
"Año 2010","Primero","Enero","La Rioja","La Rioja","1.0","0.0"
"Año 2010","Primero","Febrero","Andalucía","Córdoba","4.0","0.0"
"Año 2010","Primero","Febrero","Andalucía","Granada","1.0","0.0"
"Año 2010","Primero","Febrero","Andalucía","Málaga","1.0","0.0"
"Año 2010","Primero","Febrero","Principado de Asturias","Asturias","2.0","0.0"
"Año 2010","Primero","Febrero","Illes Balears","Illes Balears","1.0","0.0"
"Año 2010","Primero","Febrero","Canarias","Santa Cruz de Tenerife","1.0","0.0"
"Año 2010","Primero","Febrero","Castilla y León","Ávila","1.0","0.0"
"Año 2010","Primero","Febrero","Castilla y León","León","2.0","0.0"
"Año 2010","Primero","Febrero","Castilla y León","Palencia","4.0","0.0"
"Año 2010","Primero","Febrero","Castilla y León","Valladolid","3.0","1.0"
"Año 2010","Primero","Febrero","Cataluña","Barcelona","2.0","2.0"
"Año 2010","Primero","Febrero","Cataluña","Lleida","1.0","0.0"
"Año 2010","Primero","Febrero","Cataluña","Tarragona","1.0","0.0"
"Año 2010","Primero","Febrero","Comunitat Valenciana","Valencia/València","1.0","0.0"
"Año 2010","Primero","Febrero","Extremadura","Badajoz","1.0","0.0"
"Año 2010","Primero","Febrero","Comunidad de Madrid","Madrid","1.0","1.0"
"Año 2010","Primero","Febrero","Región de Murcia","Murcia","1.0","0.0"
"Año 2010","Primero","Febrero","País Vasco","Bizkaia","1.0","1.0"
"Año 2010","Primero","Febrero","País Vasco","Gipuzkoa","1.0","0.0"
"Año 2010","Primero","Marzo","Andalucía","Almería","2.0","0.0"
"Año 2010","Primero","Marzo","Andalucía","Cádiz","1.0","0.0"
"Año 2010","Primero","Marzo","Aragón","Teruel","1.0","0.0"
"Año 2010","Primero","Marzo","Principado de Asturias","Asturias","3.0","0.0"
"Año 2010","Primero","Marzo","Canarias","Las Palmas","0.0","1.0"
"Año 2010","Primero","Marzo","Canarias","Santa Cruz de Tenerife","1.0","0.0"
"Año 2010","Primero","Marzo","Castilla y León","León","1.0","0.0"
"Año 2010","Primero","Marzo","Castilla y León","Palencia","1.0","0.0"
"Año 2010","Primero","Marzo","Castilla y León","Segovia","1.0","0.0"
"Año 2010","Primero","Marzo","Castilla y León","Soria","1.0","0.0"
"Año 2010","Primero","Marzo","Castilla y León","Valladolid","2.0","0.0"
"Año 2010","Primero","Marzo","Castilla y León","Zamora","2.0","0.0"
"Año 2010","Primero","Marzo","Castilla-La Mancha","Ciudad Real","1.0","0.0"
"Año 2010","Primero","Marzo","Castilla-La Mancha","Guadalajara","1.0","0.0"
"Año 2010","Primero","Marzo","Cataluña","Barcelona","3.0","3.0"
"Año 2010","Primero","Marzo","Cataluña","Girona","1.0","0.0"
"Año 2010","Primero","Marzo","Cataluña","Lleida","1.0","0.0"
"Año 2010","Primero","Marzo","Comunitat Valenciana","Alicante/Alacant","2.0","0.0"
"Año 2010","Primero","Marzo","Comunitat Valenciana","Valencia/València","2.0","0.0"
"Año 2010","Primero","Marzo","Extremadura","Badajoz","1.0","0.0"
"Año 2010","Primero","Marzo","Galicia","A Coruña","1.0","0.0"
"Año 2010","Primero","Marzo","Comunidad de Madrid","Madrid","4.0","0.0"
"Año 2010","Primero","Marzo","Región de Murcia","Murcia","1.0","0.0"
"Año 2010","Primero","Marzo","Comunidad Foral de Navarra","Navarra","0.0","2.0"
"Año 2010","Primero","Marzo","País Vasco","Bizkaia","1.0","0.0"
"Año 2010","Segundo","Abril","Andalucía","Jaén","1.0","0.0"
"Año 2010","Segundo","Abril","Aragón","Zaragoza","1.0","0.0"
"Año 2010","Segundo","Abril","Principado de Asturias","Asturias","1.0","1.0"
"Año 2010","Segundo","Abril","Illes Balears","Illes Balears","0.0","1.0"
"Año 2010","Segundo","Abril","Cantabria","Cantabria","1.0","0.0"
"Año 2010","Segundo","Abril","Castilla y León","Palencia","2.0","0.0"
"Año 2010","Segundo","Abril","Castilla y León","Salamanca","2.0","0.0"
"Año 2010","Segundo","Abril","Castilla y León","Segovia","1.0","0.0"
"Año 2010","Segundo","Abril","Castilla y León","Soria","1.0","0.0"
"Año 2010","Segundo","Abril","Castilla y León","Valladolid","1.0","0.0"
"Año 2010","Segundo","Abril","Castilla y León","Zamora","1.0","0.0"
"Año 2010","Segundo","Abril","Castilla-La Mancha","Toledo","1.0","0.0"
"Año 2010","Segundo","Abril","Cataluña","Barcelona","1.0","6.0"
"Año 2010","Segundo","Abril","Cataluña","Tarragona","1.0","0.0"
"Año 2010","Segundo","Abril","Comunitat Valenciana","Valencia/València","1.0","0.0"
"Año 2010","Segundo","Abril","Galicia","A Coruña","3.0","0.0"
"Año 2010","Segundo","Abril","Galicia","Lugo","1.0","0.0"
"Año 2010","Segundo","Abril","Comunidad de Madrid","Madrid","1.0","1.0"
"Año 2010","Segundo","Abril","Ceuta","Ceuta","1.0","0.0"
"Año 2010","Segundo","Mayo","Andalucía","Cádiz","2.0","0.0"
"Año 2010","Segundo","Mayo","Andalucía","Granada","4.0","0.0"
"Año 2010","Segundo","Mayo","Andalucía","Jaén","1.0","0.0"
"Año 2010","Segundo","Mayo","Andalucía","Málaga","2.0","0.0"
"Año 2010","Segundo","Mayo","Andalucía","Sevilla","7.0","0.0"
"Año 2010","Segundo","Mayo","Principado de Asturias","Asturias","1.0","0.0"
"Año 2010","Segundo","Mayo","Illes Balears","Illes Balears","1.0","1.0"
"Año 2010","Segundo","Mayo","Cantabria","Cantabria","2.0","1.0"
"Año 2010","Segundo","Mayo","Castilla y León","Ávila","1.0","0.0"
"Año 2010","Segundo","Mayo","Castilla y León","Burgos","1.0","0.0"
"Año 2010","Segundo","Mayo","Castilla y León","León","5.0","0.0"
"Año 2010","Segundo","Mayo","Castilla y León","Segovia","2.0","0.0"
"Año 2010","Segundo","Mayo","Castilla y León","Valladolid","3.0","0.0"
"Año 2010","Segundo","Mayo","Castilla y León","Zamora","1.0","0.0"
"Año 2010","Segundo","Mayo","Castilla-La Mancha","Albacete","2.0","0.0"
"Año 2010","Segundo","Mayo","Cataluña","Barcelona","2.0","4.0"
"Año 2010","Segundo","Mayo","Cataluña","Tarragona","1.0","1.0"
"Año 2010","Segundo","Mayo","Comunitat Valenciana","Valencia/València","1.0","0.0"
"Año 2010","Segundo","Mayo","Extremadura","Badajoz","1.0","0.0"
"Año 2010","Segundo","Mayo","Galicia","A Coruña","1.0","0.0"
"Año 2010","Segundo","Mayo","Galicia","Lugo","2.0","0.0"
"Año 2010","Segundo","Mayo","Galicia","Pontevedra","1.0","0.0"
"Año 2010","Segundo","Mayo","Comunidad de Madrid","Madrid","2.0","2.0"
"Año 2010","Segundo","Mayo","País Vasco","Bizkaia","1.0","0.0"
"Año 2010","Segundo","Mayo","País Vasco","Gipuzkoa","0.0","1.0"
"Año 2010","Segundo","Junio","Andalucía","Cádiz","8.0","1.0"
"Año 2010","Segundo","Junio","Andalucía","Córdoba","2.0","0.0"
"Año 2010","Segundo","Junio","Andalucía","Jaén","0.0","1.0"
"Año 2010","Segundo","Junio","Andalucía","Málaga","1.0","0.0"
"Año 2010","Segundo","Junio","Principado de Asturias","Asturias","3.0","0.0"
"Año 2010","Segundo","Junio","Canarias","Santa Cruz de Tenerife","1.0","0.0"
"Año 2010","Segundo","Junio","Cantabria","Cantabria","1.0","0.0"
"Año 2010","Segundo","Junio","Castilla y León","León","3.0","0.0"
"Año 2010","Segundo","Junio","Castilla y León","Salamanca","3.0","0.0"
"Año 2010","Segundo","Junio","Castilla y León","Valladolid","3.0","0.0"
"Año 2010","Segundo","Junio","Castilla y León","Zamora","3.0","0.0"
"Año 2010","Segundo","Junio","Castilla-La Mancha","Ciudad Real","0.0","1.0"
"Año 2010","Segundo","Junio","Cataluña","Barcelona","1.0","1.0"
"Año 2010","Segundo","Junio","Cataluña","Lleida","1.0","0.0"
"Año 2010","Segundo","Junio","Cataluña","Tarragona","1.0","0.0"
"Año 2010","Segundo","Junio","Comunitat Valenciana","Alicante/Alacant","1.0","0.0"
"Año 2010","Segundo","Junio","Comunitat Valenciana","Valencia/València","2.0","3.0"
"Año 2010","Segundo","Junio","Galicia","Lugo","1.0","0.0"
"Año 2010","Segundo","Junio","Galicia","Pontevedra","2.0","0.0"
"Año 2010","Segundo","Junio","Comunidad de Madrid","Madrid","5.0","3.0"
"Año 2010","Segundo","Junio","Región de Murcia","Murcia","1.0","0.0"
"Año 2010","Segundo","Junio","Comunidad Foral de Navarra","Navarra","1.0","0.0"
"Año 2010","Segundo","Junio","País Vasco","Araba/Álava","0.0","1.0"
"Año 2010","Segundo","Junio","País Vasco","Bizkaia","1.0","0.0"
"Año 2010","Segundo","Junio","País Vasco","Gipuzkoa","0.0","1.0"
"Año 2010","Tercero","Julio","Andalucía","Huelva","0.0","1.0"
"Año 2010","Tercero","Julio","Andalucía","Jaén","3.0","0.0"
"Año 2010","Tercero","Julio","Andalucía","Sevilla","2.0","1.0"
"Año 2010","Tercero","Julio","Canarias","Santa Cruz de Tenerife","3.0","0.0"
"Año 2010","Tercero","Julio","Castilla y León","Burgos","1.0","0.0"
"Año 2010","Tercero","Julio","Castilla y León","León","2.0","0.0"
"Año 2010","Tercero","Julio","Castilla y León","Palencia","3.0","0.0"
"Año 2010","Tercero","Julio","Castilla y León","Segovia","1.0","1.0"
"Año 2010","Tercero","Julio","Castilla y León","Valladolid","2.0","0.0"
"Año 2010","Tercero","Julio","Castilla y León","Zamora","1.0","0.0"
"Año 2010","Tercero","Julio","Castilla-La Mancha","Guadalajara","1.0","0.0"
"Año 2010","Tercero","Julio","Castilla-La Mancha","Toledo","0.0","1.0"
"Año 2010","Tercero","Julio","Cataluña","Barcelona","1.0","8.0"
"Año 2010","Tercero","Julio","Cataluña","Tarragona","3.0","1.0"
"Año 2010","Tercero","Julio","Comunitat Valenciana","Alicante/Alacant","1.0","0.0"
"Año 2010","Tercero","Julio","Comunitat Valenciana","Valencia/València","4.0","0.0"
"Año 2010","Tercero","Julio","Galicia","A Coruña","5.0","0.0"
"Año 2010","Tercero","Julio","Comunidad de Madrid","Madrid","12.0","0.0"
"Año 2010","Tercero","Julio","Región de Murcia","Murcia","1.0","0.0"
"Año 2010","Tercero","Julio","Comunidad Foral de Navarra","Navarra","0.0","3.0"
"Año 2010","Tercero","Julio","País Vasco","Gipuzkoa","0.0","1.0"
"Año 2010","Tercero","Agosto","Principado de Asturias","Asturias","1.0","0.0"
"Año 2010","Tercero","Agosto","Illes Balears","Illes Balears","0.0","1.0"
"Año 2010","Tercero","Agosto","Canarias","Santa Cruz de Tenerife","4.0","0.0"
"Año 2010","Tercero","Agosto","Cantabria","Cantabria","1.0","0.0"
"Año 2010","Tercero","Agosto","Castilla y León","Palencia","4.0","0.0"
"Año 2010","Tercero","Agosto","Castilla y León","Segovia","1.0","0.0"
"Año 2010","Tercero","Agosto","Castilla y León","Valladolid","1.0","0.0"
"Año 2010","Tercero","Agosto","Castilla y León","Zamora","2.0","0.0"
"Año 2010","Tercero","Agosto","Cataluña","Barcelona","0.0","4.0"
"Año 2010","Tercero","Agosto","Comunitat Valenciana","Alicante/Alacant","1.0","0.0"
"Año 2010","Tercero","Agosto","Comunitat Valenciana","Valencia/València","1.0","1.0"
"Año 2010","Tercero","Agosto","Extremadura","Badajoz","1.0","0.0"
"Año 2010","Tercero","Agosto","Galicia","A Coruña","1.0","0.0"
"Año 2010","Tercero","Agosto","Galicia","Lugo","1.0","0.0"
"Año 2010","Tercero","Agosto","Galicia","Pontevedra","1.0","0.0"
"Año 2010","Tercero","Agosto","Comunidad de Madrid","Madrid","4.0","0.0"
"Año 2010","Tercero","Agosto","País Vasco","Bizkaia","2.0","0.0"
"Año 2010","Tercero","Agosto","País Vasco","Gipuzkoa","0.0","2.0"
"Año 2010","Tercero","Agosto","La Rioja","La Rioja","1.0","0.0"
"Año 2010","Tercero","Septiembre","Andalucía","Almería","2.0","0.0"
"Año 2010","Tercero","Septiembre","Andalucía","Cádiz","3.0","0.0"
"Año 2010","Tercero","Septiembre","Andalucía","Granada","1.0","0.0"
"Año 2010","Tercero","Septiembre","Andalucía","Málaga","3.0","0.0"
"Año 2010","Tercero","Septiembre","Andalucía","Sevilla","1.0","1.0"
"Año 2010","Tercero","Septiembre","Aragón","Zaragoza","1.0","0.0"
"Año 2010","Tercero","Septiembre","Illes Balears","Illes Balears","1.0","1.0"
"Año 2010","Tercero","Septiembre","Canarias","Las Palmas","1.0","0.0"
"Año 2010","Tercero","Septiembre","Canarias","Santa Cruz de Tenerife","2.0","0.0"
"Año 2010","Tercero","Septiembre","Castilla y León","Palencia","1.0","0.0"
"Año 2010","Tercero","Septiembre","Castilla y León","Salamanca","1.0","0.0"
"Año 2010","Tercero","Septiembre","Castilla y León","Segovia","1.0","0.0"
