"Año","Mes","Comunidad autónoma","Provincia","Instalaciones acumuladas","Desinstalaciones acumuladas","Dispositivos activos"
"Año 2020","Agosto","Andalucía","Granada","324.0","235.0","89.0"
"Año 2020","Agosto","Andalucía","Huelva","75.0","57.0","18.0"
"Año 2020","Agosto","Andalucía","Jaén","339.0","241.0","98.0"
"Año 2020","Agosto","Andalucía","Málaga","421.0","329.0","92.0"
"Año 2020","Agosto","Andalucía","Sevilla","243.0","195.0","48.0"
"Año 2020","Agosto","Aragón","Huesca","27.0","15.0","12.0"
"Año 2020","Agosto","Aragón","Teruel","34.0","31.0","3.0"
"Año 2020","Agosto","Aragón","Zaragoza","158.0","109.0","49.0"
"Año 2020","Agosto","Principado de Asturias","Asturias","198.0","156.0","42.0"
"Año 2020","Agosto","Illes Balears","Illes Balears","114.0","88.0","26.0"
"Año 2020","Agosto","Canarias","Las Palmas","166.0","123.0","43.0"
"Año 2020","Agosto","Canarias","Santa Cruz de Tenerife","223.0","183.0","40.0"
"Año 2020","Agosto","Cantabria","Cantabria","173.0","156.0","17.0"
"Año 2020","Agosto","Castilla y León","Ávila","34.0","24.0","10.0"
"Año 2020","Agosto","Castilla y León","Burgos","15.0","12.0","3.0"
"Año 2020","Agosto","Castilla y León","León","96.0","58.0","38.0"
"Año 2020","Agosto","Castilla y León","Palencia","48.0","37.0","11.0"
"Año 2020","Agosto","Castilla y León","Salamanca","24.0","20.0","4.0"
"Año 2020","Agosto","Castilla y León","Segovia","62.0","49.0","13.0"
"Año 2020","Agosto","Castilla y León","Soria","66.0","51.0","15.0"
"Año 2020","Agosto","Castilla y León","Valladolid","20.0","18.0","2.0"
"Año 2020","Agosto","Castilla y León","Zamora","2.0","2.0","0.0"
"Año 2020","Agosto","Castilla-La Mancha","Albacete","38.0","24.0","14.0"
"Año 2020","Agosto","Castilla-La Mancha","Ciudad Real","155.0","110.0","45.0"
"Año 2020","Agosto","Castilla-La Mancha","Cuenca","6.0","4.0","2.0"
"Año 2020","Agosto","Castilla-La Mancha","Guadalajara","70.0","57.0","13.0"
"Año 2020","Agosto","Castilla-La Mancha","Toledo","120.0","80.0","40.0"
"Año 2020","Agosto","Cataluña","Barcelona","169.0","129.0","40.0"
"Año 2020","Agosto","Cataluña","Girona","40.0","29.0","11.0"
"Año 2020","Agosto","Cataluña","Lleida","19.0","18.0","1.0"
"Año 2020","Agosto","Cataluña","Tarragona","103.0","87.0","16.0"
"Año 2020","Agosto","Comunitat Valenciana","Alicante/Alacant","294.0","223.0","71.0"
"Año 2020","Agosto","Comunitat Valenciana","Castellón/Castelló","104.0","72.0","32.0"
"Año 2020","Agosto","Comunitat Valenciana","Valencia/València","606.0","466.0","140.0"
"Año 2020","Agosto","Extremadura","Badajoz","60.0","42.0","18.0"
"Año 2020","Agosto","Extremadura","Cáceres","36.0","23.0","13.0"
"Año 2020","Agosto","Galicia","A Coruña","73.0","47.0","26.0"
"Año 2020","Agosto","Galicia","Lugo","45.0","24.0","21.0"
"Año 2020","Agosto","Galicia","Ourense","54.0","32.0","22.0"
"Año 2020","Agosto","Galicia","Pontevedra","111.0","85.0","26.0"
"Año 2020","Agosto","Comunidad de Madrid","Madrid","1833.0","1548.0","285.0"
"Año 2020","Agosto","Región de Murcia","Murcia","231.0","125.0","106.0"
"Año 2020","Agosto","Comunidad Foral de Navarra","Navarra","79.0","51.0","28.0"
"Año 2020","Agosto","País Vasco","Araba/Álava","17.0","13.0","4.0"
"Año 2020","Agosto","País Vasco","Bizkaia","255.0","217.0","38.0"
"Año 2020","Agosto","País Vasco","Gipuzkoa","56.0","47.0","9.0"
"Año 2020","Agosto","La Rioja","La Rioja","21.0","19.0","2.0"
"Año 2020","Agosto","Ceuta","Ceuta","1.0","0.0","1.0"
"Año 2020","Agosto","Melilla","Melilla","0.0","0.0","0.0"
"Año 2020","Septiembre","Andalucía","Almería","446.0","246.0","200.0"
"Año 2020","Septiembre","Andalucía","Cádiz","313.0","199.0","114.0"
"Año 2020","Septiembre","Andalucía","Córdoba","277.0","188.0","89.0"
"Año 2020","Septiembre","Andalucía","Granada","331.0","237.0","94.0"
"Año 2020","Septiembre","Andalucía","Huelva","75.0","58.0","17.0"
"Año 2020","Septiembre","Andalucía","Jaén","342.0","243.0","99.0"
"Año 2020","Septiembre","Andalucía","Málaga","428.0","334.0","94.0"
"Año 2020","Septiembre","Andalucía","Sevilla","249.0","195.0","54.0"
"Año 2020","Septiembre","Aragón","Huesca","27.0","15.0","12.0"
"Año 2020","Septiembre","Aragón","Teruel","35.0","31.0","4.0"
"Año 2020","Septiembre","Aragón","Zaragoza","160.0","111.0","49.0"
"Año 2020","Septiembre","Principado de Asturias","Asturias","200.0","160.0","40.0"
"Año 2020","Septiembre","Illes Balears","Illes Balears","117.0","88.0","29.0"
"Año 2020","Septiembre","Canarias","Las Palmas","166.0","124.0","42.0"
"Año 2020","Septiembre","Canarias","Santa Cruz de Tenerife","226.0","183.0","43.0"
"Año 2020","Septiembre","Cantabria","Cantabria","176.0","158.0","18.0"
"Año 2020","Septiembre","Castilla y León","Ávila","34.0","24.0","10.0"
"Año 2020","Septiembre","Castilla y León","Burgos","16.0","12.0","4.0"
"Año 2020","Septiembre","Castilla y León","León","99.0","59.0","40.0"
"Año 2020","Septiembre","Castilla y León","Palencia","48.0","37.0","11.0"
"Año 2020","Septiembre","Castilla y León","Salamanca","24.0","20.0","4.0"
"Año 2020","Septiembre","Castilla y León","Segovia","62.0","49.0","13.0"
"Año 2020","Septiembre","Castilla y León","Soria","67.0","53.0","14.0"
"Año 2020","Septiembre","Castilla y León","Valladolid","20.0","18.0","2.0"
"Año 2020","Septiembre","Castilla y León","Zamora","2.0","2.0","0.0"
"Año 2020","Septiembre","Castilla-La Mancha","Albacete","38.0","24.0","14.0"
"Año 2020","Septiembre","Castilla-La Mancha","Ciudad Real","158.0","112.0","46.0"
"Año 2020","Septiembre","Castilla-La Mancha","Cuenca","6.0","4.0","2.0"
"Año 2020","Septiembre","Castilla-La Mancha","Guadalajara","70.0","57.0","13.0"
"Año 2020","Septiembre","Castilla-La Mancha","Toledo","123.0","81.0","42.0"
"Año 2020","Septiembre","Cataluña","Barcelona","170.0","129.0","41.0"
"Año 2020","Septiembre","Cataluña","Girona","41.0","30.0","11.0"
"Año 2020","Septiembre","Cataluña","Lleida","19.0","18.0","1.0"
"Año 2020","Septiembre","Cataluña","Tarragona","105.0","88.0","17.0"
"Año 2020","Septiembre","Comunitat Valenciana","Alicante/Alacant","296.0","225.0","71.0"
"Año 2020","Septiembre","Comunitat Valenciana","Castellón/Castelló","110.0","72.0","38.0"
"Año 2020","Septiembre","Comunitat Valenciana","Valencia/València","625.0","471.0","154.0"
"Año 2020","Septiembre","Extremadura","Badajoz","60.0","42.0","18.0"
"Año 2020","Septiembre","Extremadura","Cáceres","36.0","23.0","13.0"
"Año 2020","Septiembre","Galicia","A Coruña","75.0","49.0","26.0"
"Año 2020","Septiembre","Galicia","Lugo","48.0","26.0","22.0"
"Año 2020","Septiembre","Galicia","Ourense","55.0","33.0","22.0"
"Año 2020","Septiembre","Galicia","Pontevedra","115.0","88.0","27.0"
"Año 2020","Septiembre","Comunidad de Madrid","Madrid","1851.0","1559.0","292.0"
"Año 2020","Septiembre","Región de Murcia","Murcia","237.0","130.0","107.0"
"Año 2020","Septiembre","Comunidad Foral de Navarra","Navarra","79.0","52.0","27.0"
"Año 2020","Septiembre","País Vasco","Araba/Álava","17.0","13.0","4.0"
"Año 2020","Septiembre","País Vasco","Bizkaia","257.0","221.0","36.0"
"Año 2020","Septiembre","País Vasco","Gipuzkoa","56.0","47.0","9.0"
"Año 2020","Septiembre","La Rioja","La Rioja","22.0","19.0","3.0"
"Año 2020","Septiembre","Ceuta","Ceuta","1.0","0.0","1.0"
"Año 2020","Septiembre","Melilla","Melilla","0.0","0.0","0.0"
"Año 2020","Octubre","Andalucía","Almería","455.0","256.0","199.0"
"Año 2020","Octubre","Andalucía","Cádiz","323.0","205.0","118.0"
"Año 2020","Octubre","Andalucía","Córdoba","281.0","197.0","84.0"
"Año 2020","Octubre","Andalucía","Granada","343.0","241.0","102.0"
"Año 2020","Octubre","Andalucía","Huelva","75.0","59.0","16.0"
"Año 2020","Octubre","Andalucía","Jaén","352.0","247.0","105.0"
"Año 2020","Octubre","Andalucía","Málaga","436.0","342.0","94.0"
"Año 2020","Octubre","Andalucía","Sevilla","251.0","197.0","54.0"
"Año 2020","Octubre","Aragón","Huesca","27.0","15.0","12.0"
"Año 2020","Octubre","Aragón","Teruel","36.0","32.0","4.0"
"Año 2020","Octubre","Aragón","Zaragoza","164.0","116.0","48.0"
"Año 2020","Octubre","Principado de Asturias","Asturias","205.0","160.0","45.0"
"Año 2020","Octubre","Illes Balears","Illes Balears","119.0","88.0","31.0"
"Año 2020","Octubre","Canarias","Las Palmas","168.0","127.0","41.0"
"Año 2020","Octubre","Canarias","Santa Cruz de Tenerife","231.0","187.0","44.0"
"Año 2020","Octubre","Cantabria","Cantabria","177.0","159.0","18.0"
"Año 2020","Octubre","Castilla y León","Ávila","34.0","25.0","9.0"
"Año 2020","Octubre","Castilla y León","Burgos","17.0","12.0","5.0"
"Año 2020","Octubre","Castilla y León","León","99.0","61.0","38.0"
"Año 2020","Octubre","Castilla y León","Palencia","48.0","37.0","11.0"
"Año 2020","Octubre","Castilla y León","Salamanca","24.0","20.0","4.0"
"Año 2020","Octubre","Castilla y León","Segovia","63.0","50.0","13.0"
"Año 2020","Octubre","Castilla y León","Soria","67.0","55.0","12.0"
"Año 2020","Octubre","Castilla y León","Valladolid","21.0","19.0","2.0"
"Año 2020","Octubre","Castilla y León","Zamora","2.0","2.0","0.0"
"Año 2020","Octubre","Castilla-La Mancha","Albacete","40.0","25.0","15.0"
"Año 2020","Octubre","Castilla-La Mancha","Ciudad Real","159.0","115.0","44.0"
"Año 2020","Octubre","Castilla-La Mancha","Cuenca","6.0","4.0","2.0"
"Año 2020","Octubre","Castilla-La Mancha","Guadalajara","73.0","58.0","15.0"
"Año 2020","Octubre","Castilla-La Mancha","Toledo","125.0","81.0","44.0"
"Año 2020","Octubre","Cataluña","Barcelona","171.0","130.0","41.0"
"Año 2020","Octubre","Cataluña","Girona","42.0","31.0","11.0"
"Año 2020","Octubre","Cataluña","Lleida","19.0","18.0","1.0"
"Año 2020","Octubre","Cataluña","Tarragona","106.0","90.0","16.0"
"Año 2020","Octubre","Comunitat Valenciana","Alicante/Alacant","297.0","226.0","71.0"
"Año 2020","Octubre","Comunitat Valenciana","Castellón/Castelló","114.0","77.0","37.0"
"Año 2020","Octubre","Comunitat Valenciana","Valencia/València","636.0","486.0","150.0"
"Año 2020","Octubre","Extremadura","Badajoz","62.0","43.0","19.0"
"Año 2020","Octubre","Extremadura","Cáceres","36.0","23.0","13.0"
"Año 2020","Octubre","Galicia","A Coruña","75.0","51.0","24.0"
"Año 2020","Octubre","Galicia","Lugo","49.0","27.0","22.0"
"Año 2020","Octubre","Galicia","Ourense","56.0","33.0","23.0"
"Año 2020","Octubre","Galicia","Pontevedra","115.0","89.0","26.0"
"Año 2020","Octubre","Comunidad de Madrid","Madrid","1863.0","1580.0","283.0"
"Año 2020","Octubre","Región de Murcia","Murcia","240.0","137.0","103.0"
"Año 2020","Octubre","Comunidad Foral de Navarra","Navarra","79.0","54.0","25.0"
"Año 2020","Octubre","País Vasco","Araba/Álava","17.0","13.0","4.0"
"Año 2020","Octubre","País Vasco","Bizkaia","257.0","222.0","35.0"
"Año 2020","Octubre","País Vasco","Gipuzkoa","57.0","47.0","10.0"
"Año 2020","Octubre","La Rioja","La Rioja","22.0","19.0","3.0"
"Año 2020","Octubre","Ceuta","Ceuta","1.0","0.0","1.0"
"Año 2020","Octubre","Melilla","Melilla","0.0","0.0","0.0"
"Año 2020","Noviembre","Andalucía","Almería","475.0","265.0","210.0"
"Año 2020","Noviembre","Andalucía","Cádiz","336.0","208.0","128.0"
"Año 2020","Noviembre","Andalucía","Córdoba","291.0","202.0","89.0"
"Año 2020","Noviembre","Andalucía","Granada","347.0","243.0","104.0"
"Año 2020","Noviembre","Andalucía","Huelva","76.0","59.0","17.0"
"Año 2020","Noviembre","Andalucía","Jaén","357.0","248.0","109.0"
"Año 2020","Noviembre","Andalucía","Málaga","441.0","345.0","96.0"
"Año 2020","Noviembre","Andalucía","Sevilla","251.0","202.0","49.0"
"Año 2020","Noviembre","Aragón","Huesca","28.0","17.0","11.0"
"Año 2020","Noviembre","Aragón","Teruel","37.0","32.0","5.0"
"Año 2020","Noviembre","Aragón","Zaragoza","167.0","120.0","47.0"
"Año 2020","Noviembre","Principado de Asturias","Asturias","205.0","161.0","44.0"
"Año 2020","Noviembre","Illes Balears","Illes Balears","121.0","89.0","32.0"
"Año 2020","Noviembre","Canarias","Las Palmas","169.0","128.0","41.0"
"Año 2020","Noviembre","Canarias","Santa Cruz de Tenerife","233.0","192.0","41.0"
"Año 2020","Noviembre","Cantabria","Cantabria","177.0","160.0","17.0"
"Año 2020","Noviembre","Castilla y León","Ávila","34.0","26.0","8.0"
"Año 2020","Noviembre","Castilla y León","Burgos","17.0","12.0","5.0"
"Año 2020","Noviembre","Castilla y León","León","102.0","62.0","40.0"
"Año 2020","Noviembre","Castilla y León","Palencia","48.0","38.0","10.0"
"Año 2020","Noviembre","Castilla y León","Salamanca","24.0","20.0","4.0"
"Año 2020","Noviembre","Castilla y León","Segovia","65.0","51.0","14.0"
"Año 2020","Noviembre","Castilla y León","Soria","67.0","56.0","11.0"
"Año 2020","Noviembre","Castilla y León","Valladolid","21.0","19.0","2.0"
"Año 2020","Noviembre","Castilla y León","Zamora","2.0","2.0","0.0"
"Año 2020","Noviembre","Castilla-La Mancha","Albacete","42.0","25.0","17.0"
"Año 2020","Noviembre","Castilla-La Mancha","Ciudad Real","161.0","116.0","45.0"
"Año 2020","Noviembre","Castilla-La Mancha","Cuenca","6.0","4.0","2.0"
"Año 2020","Noviembre","Castilla-La Mancha","Guadalajara","75.0","58.0","17.0"
"Año 2020","Noviembre","Castilla-La Mancha","Toledo","129.0","83.0","46.0"
"Año 2020","Noviembre","Cataluña","Barcelona","172.0","133.0","39.0"
"Año 2020","Noviembre","Cataluña","Girona","42.0","31.0","11.0"
"Año 2020","Noviembre","Cataluña","Lleida","19.0","18.0","1.0"
"Año 2020","Noviembre","Cataluña","Tarragona","106.0","92.0","14.0"
"Año 2020","Noviembre","Comunitat Valenciana","Alicante/Alacant","298.0","229.0","69.0"
"Año 2020","Noviembre","Comunitat Valenciana","Castellón/Castelló","120.0","78.0","42.0"
"Año 2020","Noviembre","Comunitat Valenciana","Valencia/València","653.0","492.0","161.0"
"Año 2020","Noviembre","Extremadura","Badajoz","62.0","44.0","18.0"
"Año 2020","Noviembre","Extremadura","Cáceres","36.0","23.0","13.0"
"Año 2020","Noviembre","Galicia","A Coruña","78.0","53.0","25.0"
"Año 2020","Noviembre","Galicia","Lugo","50.0","27.0","23.0"
"Año 2020","Noviembre","Galicia","Ourense","58.0","33.0","25.0"
"Año 2020","Noviembre","Galicia","Pontevedra","120.0","90.0","30.0"
"Año 2020","Noviembre","Comunidad de Madrid","Madrid","1875.0","1597.0","278.0"
"Año 2020","Noviembre","Región de Murcia","Murcia","247.0","140.0","107.0"
"Año 2020","Noviembre","Comunidad Foral de Navarra","Navarra","81.0","55.0","26.0"
"Año 2020","Noviembre","País Vasco","Araba/Álava","18.0","13.0","5.0"
"Año 2020","Noviembre","País Vasco","Bizkaia","260.0","226.0","34.0"
"Año 2020","Noviembre","País Vasco","Gipuzkoa","58.0","47.0","11.0"
"Año 2020","Noviembre","La Rioja","La Rioja","22.0","19.0","3.0"
"Año 2020","Noviembre","Ceuta","Ceuta","1.0","0.0","1.0"
"Año 2020","Noviembre","Melilla","Melilla","0.0","0.0","0.0"
"Año 2020","Diciembre","Andalucía","Almería","484.0","269.0","215.0"
"Año 2020","Diciembre","Andalucía","Cádiz","343.0","211.0","132.0"
"Año 2020","Diciembre","Andalucía","Córdoba","297.0","207.0","90.0"
"Año 2020","Diciembre","Andalucía","Granada","355.0","250.0","105.0"
"Año 2020","Diciembre","Andalucía","Huelva","78.0","59.0","19.0"
"Año 2020","Diciembre","Andalucía","Jaén","362.0","250.0","112.0"
"Año 2020","Diciembre","Andalucía","Málaga","449.0","348.0","101.0"
"Año 2020","Diciembre","Andalucía","Sevilla","253.0","205.0","48.0"
"Año 2020","Diciembre","Aragón","Huesca","28.0","18.0","10.0"
"Año 2020","Diciembre","Aragón","Teruel","37.0","32.0","5.0"
"Año 2020","Diciembre","Aragón","Zaragoza","169.0","126.0","43.0"
"Año 2020","Diciembre","Principado de Asturias","Asturias","206.0","162.0","44.0"
"Año 2020","Diciembre","Illes Balears","Illes Balears","122.0","91.0","31.0"
"Año 2020","Diciembre","Canarias","Las Palmas","169.0","130.0","39.0"
"Año 2020","Diciembre","Canarias","Santa Cruz de Tenerife","241.0","195.0","46.0"
"Año 2020","Diciembre","Cantabria","Cantabria","179.0","161.0","18.0"
"Año 2020","Diciembre","Castilla y León","Ávila","34.0","26.0","8.0"
"Año 2020","Diciembre","Castilla y León","Burgos","18.0","12.0","6.0"
"Año 2020","Diciembre","Castilla y León","León","105.0","65.0","40.0"
"Año 2020","Diciembre","Castilla y León","Palencia","48.0","38.0","10.0"
"Año 2020","Diciembre","Castilla y León","Salamanca","24.0","20.0","4.0"
"Año 2020","Diciembre","Castilla y León","Segovia","65.0","51.0","14.0"
"Año 2020","Diciembre","Castilla y León","Soria","67.0","56.0","11.0"
"Año 2020","Diciembre","Castilla y León","Valladolid","24.0","19.0","5.0"
"Año 2020","Diciembre","Castilla y León","Zamora","2.0","2.0","0.0"
"Año 2020","Diciembre","Castilla-La Mancha","Albacete","43.0","25.0","18.0"
"Año 2020","Diciembre","Castilla-La Mancha","Ciudad Real","165.0","124.0","41.0"
"Año 2020","Diciembre","Castilla-La Mancha","Cuenca","6.0","4.0","2.0"
"Año 2020","Diciembre","Castilla-La Mancha","Guadalajara","75.0","62.0","13.0"
"Año 2020","Diciembre","Castilla-La Mancha","Toledo","130.0","84.0","46.0"
"Año 2020","Diciembre","Cataluña","Barcelona","172.0","135.0","37.0"
"Año 2020","Diciembre","Cataluña","Girona","42.0","31.0","11.0"
"Año 2020","Diciembre","Cataluña","Lleida","19.0","18.0","1.0"
"Año 2020","Diciembre","Cataluña","Tarragona","107.0","93.0","14.0"
"Año 2020","Diciembre","Comunitat Valenciana","Alicante/Alacant","301.0","231.0","70.0"
"Año 2020","Diciembre","Comunitat Valenciana","Castellón/Castelló","126.0","79.0","47.0"
"Año 2020","Diciembre","Comunitat Valenciana","Valencia/València","659.0","499.0","160.0"
"Año 2020","Diciembre","Extremadura","Badajoz","64.0","44.0","20.0"
"Año 2020","Diciembre","Extremadura","Cáceres","36.0","23.0","13.0"
"Año 2020","Diciembre","Galicia","A Coruña","81.0","55.0","26.0"
"Año 2020","Diciembre","Galicia","Lugo","52.0","28.0","24.0"
"Año 2020","Diciembre","Galicia","Ourense","60.0","33.0","27.0"
"Año 2020","Diciembre","Galicia","Pontevedra","121.0","95.0","26.0"
"Año 2020","Diciembre","Comunidad de Madrid","Madrid","1893.0","1610.0","283.0"
"Año 2020","Diciembre","Región de Murcia","Murcia","248.0","145.0","103.0"
"Año 2020","Diciembre","Comunidad Foral de Navarra","Navarra","83.0","56.0","27.0"
"Año 2020","Diciembre","País Vasco","Araba/Álava","18.0","13.0","5.0"
"Año 2020","Diciembre","País Vasco","Bizkaia","262.0","227.0","35.0"
"Año 2020","Diciembre","País Vasco","Gipuzkoa","58.0","48.0","10.0"
"Año 2020","Diciembre","La Rioja","La Rioja","23.0","19.0","4.0"
"Año 2020","Diciembre","Ceuta","Ceuta","1.0","0.0","1.0"
"Año 2020","Diciembre","Melilla","Melilla","0.0","0.0","0.0"
"Año 2021","Enero","Andalucía","Almería","493.0","274.0","219.0"
"Año 2021","Enero","Andalucía","Cádiz","352.0","214.0","138.0"
"Año 2021","Enero","Andalucía","Córdoba","298.0","208.0","90.0"
"Año 2021","Enero","Andalucía","Granada","358.0","253.0","105.0"
"Año 2021","Enero","Andalucía","Huelva","80.0","59.0","21.0"
"Año 2021","Enero","Andalucía","Jaén","368.0","256.0","112.0"
"Año 2021","Enero","Andalucía","Málaga","450.0","356.0","94.0"
"Año 2021","Enero","Andalucía","Sevilla","254.0","207.0","47.0"
"Año 2021","Enero","Aragón","Huesca","29.0","18.0","11.0"
"Año 2021","Enero","Aragón","Teruel","37.0","33.0","4.0"
"Año 2021","Enero","Aragón","Zaragoza","172.0","129.0","43.0"
"Año 2021","Enero","Principado de Asturias","Asturias","210.0","165.0","45.0"
"Año 2021","Enero","Illes Balears","Illes Balears","126.0","93.0","33.0"
"Año 2021","Enero","Canarias","Las Palmas","172.0","132.0","40.0"
"Año 2021","Enero","Canarias","Santa Cruz de Tenerife","245.0","196.0","49.0"
"Año 2021","Enero","Cantabria","Cantabria","179.0","161.0","18.0"
"Año 2021","Enero","Castilla y León","Ávila","34.0","26.0","8.0"
"Año 2021","Enero","Castilla y León","Burgos","19.0","12.0","7.0"
"Año 2021","Enero","Castilla y León","León","106.0","67.0","39.0"
"Año 2021","Enero","Castilla y León","Palencia","50.0","38.0","12.0"
"Año 2021","Enero","Castilla y León","Salamanca","24.0","20.0","4.0"
"Año 2021","Enero","Castilla y León","Segovia","65.0","52.0","13.0"
"Año 2021","Enero","Castilla y León","Soria","69.0","58.0","11.0"
"Año 2021","Enero","Castilla y León","Valladolid","24.0","19.0","5.0"
"Año 2021","Enero","Castilla y León","Zamora","3.0","2.0","1.0"
"Año 2021","Enero","Castilla-La Mancha","Albacete","43.0","25.0","18.0"
"Año 2021","Enero","Castilla-La Mancha","Ciudad Real","171.0","128.0","43.0"
"Año 2021","Enero","Castilla-La Mancha","Cuenca","6.0","4.0","2.0"
"Año 2021","Enero","Castilla-La Mancha","Guadalajara","75.0","62.0","13.0"
"Año 2021","Enero","Castilla-La Mancha","Toledo","131.0","87.0","44.0"
"Año 2021","Enero","Cataluña","Barcelona","172.0","136.0","36.0"
"Año 2021","Enero","Cataluña","Girona","42.0","32.0","10.0"
"Año 2021","Enero","Cataluña","Lleida","19.0","18.0","1.0"
"Año 2021","Enero","Cataluña","Tarragona","108.0","93.0","15.0"
"Año 2021","Enero","Comunitat Valenciana","Alicante/Alacant","303.0","232.0","71.0"
"Año 2021","Enero","Comunitat Valenciana","Castellón/Castelló","128.0","80.0","48.0"
"Año 2021","Enero","Comunitat Valenciana","Valencia/València","664.0","508.0","156.0"
"Año 2021","Enero","Extremadura","Badajoz","68.0","44.0","24.0"
"Año 2021","Enero","Extremadura","Cáceres","37.0","25.0","12.0"
"Año 2021","Enero","Galicia","A Coruña","84.0","60.0","24.0"
"Año 2021","Enero","Galicia","Lugo","56.0","32.0","24.0"
"Año 2021","Enero","Galicia","Ourense","64.0","35.0","29.0"
"Año 2021","Enero","Galicia","Pontevedra","125.0","100.0","25.0"
"Año 2021","Enero","Comunidad de Madrid","Madrid","1900.0","1621.0","279.0"
"Año 2021","Enero","Región de Murcia","Murcia","252.0","146.0","106.0"
"Año 2021","Enero","Comunidad Foral de Navarra","Navarra","84.0","56.0","28.0"
"Año 2021","Enero","País Vasco","Araba/Álava","18.0","13.0","5.0"
"Año 2021","Enero","País Vasco","Bizkaia","265.0","228.0","37.0"
"Año 2021","Enero","País Vasco","Gipuzkoa","58.0","49.0","9.0"
"Año 2021","Enero","La Rioja","La Rioja","24.0","19.0","5.0"
"Año 2021","Enero","Ceuta","Ceuta","1.0","0.0","1.0"
"Año 2021","Enero","Melilla","Melilla","0.0","0.0","0.0"
"Año 2021","Febrero","Andalucía","Almería","502.0","284.0","218.0"
"Año 2021","Febrero","Andalucía","Cádiz","359.0","217.0","142.0"
"Año 2021","Febrero","Andalucía","Córdoba","304.0","215.0","89.0"
"Año 2021","Febrero","Andalucía","Granada","364.0","255.0","109.0"
"Año 2021","Febrero","Andalucía","Huelva","82.0","59.0","23.0"
"Año 2021","Febrero","Andalucía","Jaén","371.0","259.0","112.0"
"Año 2021","Febrero","Andalucía","Málaga","453.0","363.0","90.0"
"Año 2021","Febrero","Andalucía","Sevilla","257.0","212.0","45.0"
"Año 2021","Febrero","Aragón","Huesca","29.0","19.0","10.0"
"Año 2021","Febrero","Aragón","Teruel","37.0","33.0","4.0"
"Año 2021","Febrero","Aragón","Zaragoza","172.0","132.0","40.0"
"Año 2021","Febrero","Principado de Asturias","Asturias","210.0","168.0","42.0"
"Año 2021","Febrero","Illes Balears","Illes Balears","128.0","95.0","33.0"
"Año 2021","Febrero","Canarias","Las Palmas","173.0","137.0","36.0"
"Año 2021","Febrero","Canarias","Santa Cruz de Tenerife","249.0","199.0","50.0"
"Año 2021","Febrero","Cantabria","Cantabria","179.0","161.0","18.0"
"Año 2021","Febrero","Castilla y León","Ávila","34.0","26.0","8.0"
"Año 2021","Febrero","Castilla y León","Burgos","19.0","12.0","7.0"
"Año 2021","Febrero","Castilla y León","León","109.0","69.0","40.0"
"Año 2021","Febrero","Castilla y León","Palencia","51.0","38.0","13.0"
"Año 2021","Febrero","Castilla y León","Salamanca","24.0","20.0","4.0"
"Año 2021","Febrero","Castilla y León","Segovia","65.0","52.0","13.0"
"Año 2021","Febrero","Castilla y León","Soria","69.0","58.0","11.0"
"Año 2021","Febrero","Castilla y León","Valladolid","24.0","19.0","5.0"
"Año 2021","Febrero","Castilla y León","Zamora","3.0","2.0","1.0"
"Año 2021","Febrero","Castilla-La Mancha","Albacete","43.0","26.0","17.0"
"Año 2021","Febrero","Castilla-La Mancha","Ciudad Real","177.0","131.0","46.0"
"Año 2021","Febrero","Castilla-La Mancha","Cuenca","6.0","4.0","2.0"
"Año 2021","Febrero","Castilla-La Mancha","Guadalajara","78.0","62.0","16.0"
"Año 2021","Febrero","Castilla-La Mancha","Toledo","133.0","89.0","44.0"
"Año 2021","Febrero","Cataluña","Barcelona","173.0","136.0","37.0"
"Año 2021","Febrero","Cataluña","Girona","43.0","32.0","11.0"
"Año 2021","Febrero","Cataluña","Lleida","20.0","18.0","2.0"
"Año 2021","Febrero","Cataluña","Tarragona","109.0","96.0","13.0"
"Año 2021","Febrero","Comunitat Valenciana","Alicante/Alacant","304.0","235.0","69.0"
"Año 2021","Febrero","Comunitat Valenciana","Castellón/Castelló","130.0","82.0","48.0"
"Año 2021","Febrero","Comunitat Valenciana","Valencia/València","671.0","510.0","161.0"
"Año 2021","Febrero","Extremadura","Badajoz","70.0","45.0","25.0"
"Año 2021","Febrero","Extremadura","Cáceres","37.0","25.0","12.0"
"Año 2021","Febrero","Galicia","A Coruña","84.0","60.0","24.0"
"Año 2021","Febrero","Galicia","Lugo","58.0","33.0","25.0"
"Año 2021","Febrero","Galicia","Ourense","64.0","35.0","29.0"
"Año 2021","Febrero","Galicia","Pontevedra","127.0","102.0","25.0"
"Año 2021","Febrero","Comunidad de Madrid","Madrid","1915.0","1634.0","281.0"
"Año 2021","Febrero","Región de Murcia","Murcia","255.0","152.0","103.0"
"Año 2021","Febrero","Comunidad Foral de Navarra","Navarra","85.0","57.0","28.0"
"Año 2021","Febrero","País Vasco","Araba/Álava","18.0","14.0","4.0"
"Año 2021","Febrero","País Vasco","Bizkaia","265.0","231.0","34.0"
"Año 2021","Febrero","País Vasco","Gipuzkoa","59.0","49.0","10.0"
"Año 2021","Febrero","La Rioja","La Rioja","24.0","19.0","5.0"
"Año 2021","Febrero","Ceuta","Ceuta","1.0","0.0","1.0"
"Año 2021","Febrero","Melilla","Melilla","0.0","0.0","0.0"
"Año 2021","Marzo","Andalucía","Almería","512.0","293.0","219.0"
"Año 2021","Marzo","Andalucía","Cádiz","366.0","224.0","142.0"
