"Año","Mes","Comunidad autónoma","Provincia","Instalaciones acumuladas","Desinstalaciones acumuladas","Dispositivos activos"
"Año 2012","Noviembre","Cataluña","Lleida","8.0","4.0","4.0"
"Año 2012","Noviembre","Cataluña","Tarragona","21.0","9.0","12.0"
"Año 2012","Noviembre","Comunitat Valenciana","Alicante/Alacant","57.0","22.0","35.0"
"Año 2012","Noviembre","Comunitat Valenciana","Castellón/Castelló","6.0","3.0","3.0"
"Año 2012","Noviembre","Comunitat Valenciana","Valencia/València","118.0","56.0","62.0"
"Año 2012","Noviembre","Extremadura","Badajoz","18.0","11.0","7.0"
"Año 2012","Noviembre","Extremadura","Cáceres","9.0","3.0","6.0"
"Año 2012","Noviembre","Galicia","A Coruña","16.0","13.0","3.0"
"Año 2012","Noviembre","Galicia","Lugo","10.0","4.0","6.0"
"Año 2012","Noviembre","Galicia","Ourense","2.0","2.0","0.0"
"Año 2012","Noviembre","Galicia","Pontevedra","21.0","12.0","9.0"
"Año 2012","Noviembre","Comunidad de Madrid","Madrid","611.0","375.0","236.0"
"Año 2012","Noviembre","Región de Murcia","Murcia","23.0","12.0","11.0"
"Año 2012","Noviembre","Comunidad Foral de Navarra","Navarra","3.0","1.0","2.0"
"Año 2012","Noviembre","País Vasco","Araba/Álava","3.0","3.0","0.0"
"Año 2012","Noviembre","País Vasco","Bizkaia","59.0","34.0","25.0"
"Año 2012","Noviembre","País Vasco","Gipuzkoa","24.0","19.0","5.0"
"Año 2012","Noviembre","La Rioja","La Rioja","11.0","9.0","2.0"
"Año 2012","Noviembre","Ceuta","Ceuta","0.0","0.0","0.0"
"Año 2012","Noviembre","Melilla","Melilla","0.0","0.0","0.0"
"Año 2012","Diciembre","Andalucía","Almería","33.0","11.0","22.0"
"Año 2012","Diciembre","Andalucía","Cádiz","31.0","19.0","12.0"
"Año 2012","Diciembre","Andalucía","Córdoba","19.0","11.0","8.0"
"Año 2012","Diciembre","Andalucía","Granada","51.0","27.0","24.0"
"Año 2012","Diciembre","Andalucía","Huelva","14.0","8.0","6.0"
"Año 2012","Diciembre","Andalucía","Jaén","56.0","30.0","26.0"
"Año 2012","Diciembre","Andalucía","Málaga","94.0","54.0","40.0"
"Año 2012","Diciembre","Andalucía","Sevilla","61.0","33.0","28.0"
"Año 2012","Diciembre","Aragón","Huesca","5.0","2.0","3.0"
"Año 2012","Diciembre","Aragón","Teruel","15.0","13.0","2.0"
"Año 2012","Diciembre","Aragón","Zaragoza","12.0","5.0","7.0"
"Año 2012","Diciembre","Principado de Asturias","Asturias","31.0","23.0","8.0"
"Año 2012","Diciembre","Illes Balears","Illes Balears","33.0","20.0","13.0"
"Año 2012","Diciembre","Canarias","Las Palmas","29.0","11.0","18.0"
"Año 2012","Diciembre","Canarias","Santa Cruz de Tenerife","38.0","15.0","23.0"
"Año 2012","Diciembre","Cantabria","Cantabria","53.0","34.0","19.0"
"Año 2012","Diciembre","Castilla y León","Ávila","4.0","2.0","2.0"
"Año 2012","Diciembre","Castilla y León","Burgos","2.0","1.0","1.0"
"Año 2012","Diciembre","Castilla y León","León","4.0","3.0","1.0"
"Año 2012","Diciembre","Castilla y León","Palencia","14.0","11.0","3.0"
"Año 2012","Diciembre","Castilla y León","Salamanca","1.0","0.0","1.0"
"Año 2012","Diciembre","Castilla y León","Segovia","12.0","6.0","6.0"
"Año 2012","Diciembre","Castilla y León","Soria","18.0","13.0","5.0"
"Año 2012","Diciembre","Castilla y León","Valladolid","8.0","8.0","0.0"
"Año 2012","Diciembre","Castilla y León","Zamora","1.0","1.0","0.0"
"Año 2012","Diciembre","Castilla-La Mancha","Albacete","6.0","2.0","4.0"
"Año 2012","Diciembre","Castilla-La Mancha","Ciudad Real","22.0","12.0","10.0"
"Año 2012","Diciembre","Castilla-La Mancha","Cuenca","2.0","0.0","2.0"
"Año 2012","Diciembre","Castilla-La Mancha","Guadalajara","4.0","1.0","3.0"
"Año 2012","Diciembre","Castilla-La Mancha","Toledo","25.0","11.0","14.0"
"Año 2012","Diciembre","Cataluña","Barcelona","37.0","18.0","19.0"
"Año 2012","Diciembre","Cataluña","Girona","4.0","2.0","2.0"
"Año 2012","Diciembre","Cataluña","Lleida","8.0","4.0","4.0"
"Año 2012","Diciembre","Cataluña","Tarragona","23.0","9.0","14.0"
"Año 2012","Diciembre","Comunitat Valenciana","Alicante/Alacant","57.0","23.0","34.0"
"Año 2012","Diciembre","Comunitat Valenciana","Castellón/Castelló","6.0","3.0","3.0"
"Año 2012","Diciembre","Comunitat Valenciana","Valencia/València","120.0","56.0","64.0"
"Año 2012","Diciembre","Extremadura","Badajoz","18.0","11.0","7.0"
"Año 2012","Diciembre","Extremadura","Cáceres","9.0","3.0","6.0"
"Año 2012","Diciembre","Galicia","A Coruña","16.0","13.0","3.0"
"Año 2012","Diciembre","Galicia","Lugo","10.0","5.0","5.0"
"Año 2012","Diciembre","Galicia","Ourense","2.0","2.0","0.0"
"Año 2012","Diciembre","Galicia","Pontevedra","21.0","12.0","9.0"
"Año 2012","Diciembre","Comunidad de Madrid","Madrid","619.0","389.0","230.0"
"Año 2012","Diciembre","Región de Murcia","Murcia","23.0","12.0","11.0"
"Año 2012","Diciembre","Comunidad Foral de Navarra","Navarra","3.0","1.0","2.0"
"Año 2012","Diciembre","País Vasco","Araba/Álava","3.0","3.0","0.0"
"Año 2012","Diciembre","País Vasco","Bizkaia","60.0","35.0","25.0"
"Año 2012","Diciembre","País Vasco","Gipuzkoa","24.0","19.0","5.0"
"Año 2012","Diciembre","La Rioja","La Rioja","11.0","9.0","2.0"
"Año 2012","Diciembre","Ceuta","Ceuta","0.0","0.0","0.0"
"Año 2012","Diciembre","Melilla","Melilla","0.0","0.0","0.0"
"Año 2013","Enero","Andalucía","Almería","34.0","12.0","22.0"
"Año 2013","Enero","Andalucía","Cádiz","32.0","20.0","12.0"
"Año 2013","Enero","Andalucía","Córdoba","19.0","12.0","7.0"
"Año 2013","Enero","Andalucía","Granada","52.0","29.0","23.0"
"Año 2013","Enero","Andalucía","Huelva","14.0","8.0","6.0"
"Año 2013","Enero","Andalucía","Jaén","57.0","32.0","25.0"
"Año 2013","Enero","Andalucía","Málaga","97.0","55.0","42.0"
"Año 2013","Enero","Andalucía","Sevilla","63.0","36.0","27.0"
"Año 2013","Enero","Aragón","Huesca","5.0","2.0","3.0"
"Año 2013","Enero","Aragón","Teruel","15.0","14.0","1.0"
"Año 2013","Enero","Aragón","Zaragoza","12.0","5.0","7.0"
"Año 2013","Enero","Principado de Asturias","Asturias","31.0","23.0","8.0"
"Año 2013","Enero","Illes Balears","Illes Balears","33.0","20.0","13.0"
"Año 2013","Enero","Canarias","Las Palmas","29.0","11.0","18.0"
"Año 2013","Enero","Canarias","Santa Cruz de Tenerife","40.0","16.0","24.0"
"Año 2013","Enero","Cantabria","Cantabria","53.0","35.0","18.0"
"Año 2013","Enero","Castilla y León","Ávila","4.0","2.0","2.0"
"Año 2013","Enero","Castilla y León","Burgos","2.0","2.0","0.0"
"Año 2013","Enero","Castilla y León","León","4.0","3.0","1.0"
"Año 2013","Enero","Castilla y León","Palencia","14.0","11.0","3.0"
"Año 2013","Enero","Castilla y León","Salamanca","1.0","0.0","1.0"
"Año 2013","Enero","Castilla y León","Segovia","12.0","6.0","6.0"
"Año 2013","Enero","Castilla y León","Soria","18.0","14.0","4.0"
"Año 2013","Enero","Castilla y León","Valladolid","8.0","8.0","0.0"
"Año 2013","Enero","Castilla y León","Zamora","1.0","1.0","0.0"
"Año 2013","Enero","Castilla-La Mancha","Albacete","6.0","2.0","4.0"
"Año 2013","Enero","Castilla-La Mancha","Ciudad Real","22.0","12.0","10.0"
"Año 2013","Enero","Castilla-La Mancha","Cuenca","2.0","0.0","2.0"
"Año 2013","Enero","Castilla-La Mancha","Guadalajara","4.0","1.0","3.0"
"Año 2013","Enero","Castilla-La Mancha","Toledo","26.0","11.0","15.0"
"Año 2013","Enero","Cataluña","Barcelona","38.0","20.0","18.0"
"Año 2013","Enero","Cataluña","Girona","4.0","2.0","2.0"
"Año 2013","Enero","Cataluña","Lleida","8.0","5.0","3.0"
"Año 2013","Enero","Cataluña","Tarragona","25.0","9.0","16.0"
"Año 2013","Enero","Comunitat Valenciana","Alicante/Alacant","59.0","23.0","36.0"
"Año 2013","Enero","Comunitat Valenciana","Castellón/Castelló","6.0","4.0","2.0"
"Año 2013","Enero","Comunitat Valenciana","Valencia/València","121.0","58.0","63.0"
"Año 2013","Enero","Extremadura","Badajoz","18.0","11.0","7.0"
"Año 2013","Enero","Extremadura","Cáceres","9.0","3.0","6.0"
"Año 2013","Enero","Galicia","A Coruña","16.0","13.0","3.0"
"Año 2013","Enero","Galicia","Lugo","11.0","5.0","6.0"
"Año 2013","Enero","Galicia","Ourense","2.0","2.0","0.0"
"Año 2013","Enero","Galicia","Pontevedra","21.0","16.0","5.0"
"Año 2013","Enero","Comunidad de Madrid","Madrid","630.0","404.0","226.0"
"Año 2013","Enero","Región de Murcia","Murcia","23.0","14.0","9.0"
"Año 2013","Enero","Comunidad Foral de Navarra","Navarra","4.0","1.0","3.0"
"Año 2013","Enero","País Vasco","Araba/Álava","3.0","3.0","0.0"
"Año 2013","Enero","País Vasco","Bizkaia","61.0","36.0","25.0"
"Año 2013","Enero","País Vasco","Gipuzkoa","24.0","19.0","5.0"
"Año 2013","Enero","La Rioja","La Rioja","11.0","10.0","1.0"
"Año 2013","Enero","Ceuta","Ceuta","0.0","0.0","0.0"
"Año 2013","Enero","Melilla","Melilla","0.0","0.0","0.0"
"Año 2013","Febrero","Andalucía","Almería","34.0","12.0","22.0"
"Año 2013","Febrero","Andalucía","Cádiz","32.0","20.0","12.0"
"Año 2013","Febrero","Andalucía","Córdoba","19.0","12.0","7.0"
"Año 2013","Febrero","Andalucía","Granada","53.0","29.0","24.0"
"Año 2013","Febrero","Andalucía","Huelva","14.0","8.0","6.0"
"Año 2013","Febrero","Andalucía","Jaén","58.0","32.0","26.0"
"Año 2013","Febrero","Andalucía","Málaga","99.0","58.0","41.0"
"Año 2013","Febrero","Andalucía","Sevilla","64.0","38.0","26.0"
"Año 2013","Febrero","Aragón","Huesca","5.0","2.0","3.0"
"Año 2013","Febrero","Aragón","Teruel","15.0","14.0","1.0"
"Año 2013","Febrero","Aragón","Zaragoza","12.0","6.0","6.0"
"Año 2013","Febrero","Principado de Asturias","Asturias","32.0","23.0","9.0"
"Año 2013","Febrero","Illes Balears","Illes Balears","34.0","21.0","13.0"
"Año 2013","Febrero","Canarias","Las Palmas","30.0","12.0","18.0"
"Año 2013","Febrero","Canarias","Santa Cruz de Tenerife","41.0","17.0","24.0"
"Año 2013","Febrero","Cantabria","Cantabria","54.0","35.0","19.0"
"Año 2013","Febrero","Castilla y León","Ávila","4.0","2.0","2.0"
"Año 2013","Febrero","Castilla y León","Burgos","2.0","2.0","0.0"
"Año 2013","Febrero","Castilla y León","León","5.0","3.0","2.0"
"Año 2013","Febrero","Castilla y León","Palencia","14.0","11.0","3.0"
"Año 2013","Febrero","Castilla y León","Salamanca","1.0","0.0","1.0"
"Año 2013","Febrero","Castilla y León","Segovia","12.0","6.0","6.0"
"Año 2013","Febrero","Castilla y León","Soria","18.0","14.0","4.0"
"Año 2013","Febrero","Castilla y León","Valladolid","8.0","8.0","0.0"
"Año 2013","Febrero","Castilla y León","Zamora","1.0","1.0","0.0"
"Año 2013","Febrero","Castilla-La Mancha","Albacete","6.0","2.0","4.0"
"Año 2013","Febrero","Castilla-La Mancha","Ciudad Real","24.0","12.0","12.0"
"Año 2013","Febrero","Castilla-La Mancha","Cuenca","2.0","0.0","2.0"
"Año 2013","Febrero","Castilla-La Mancha","Guadalajara","4.0","1.0","3.0"
"Año 2013","Febrero","Castilla-La Mancha","Toledo","26.0","11.0","15.0"
"Año 2013","Febrero","Cataluña","Barcelona","39.0","20.0","19.0"
"Año 2013","Febrero","Cataluña","Girona","4.0","2.0","2.0"
"Año 2013","Febrero","Cataluña","Lleida","8.0","7.0","1.0"
"Año 2013","Febrero","Cataluña","Tarragona","26.0","10.0","16.0"
"Año 2013","Febrero","Comunitat Valenciana","Alicante/Alacant","65.0","24.0","41.0"
"Año 2013","Febrero","Comunitat Valenciana","Castellón/Castelló","6.0","4.0","2.0"
"Año 2013","Febrero","Comunitat Valenciana","Valencia/València","121.0","59.0","62.0"
"Año 2013","Febrero","Extremadura","Badajoz","18.0","12.0","6.0"
"Año 2013","Febrero","Extremadura","Cáceres","9.0","3.0","6.0"
"Año 2013","Febrero","Galicia","A Coruña","19.0","13.0","6.0"
"Año 2013","Febrero","Galicia","Lugo","11.0","6.0","5.0"
"Año 2013","Febrero","Galicia","Ourense","2.0","2.0","0.0"
"Año 2013","Febrero","Galicia","Pontevedra","22.0","16.0","6.0"
"Año 2013","Febrero","Comunidad de Madrid","Madrid","641.0","417.0","224.0"
"Año 2013","Febrero","Región de Murcia","Murcia","23.0","14.0","9.0"
"Año 2013","Febrero","Comunidad Foral de Navarra","Navarra","5.0","2.0","3.0"
"Año 2013","Febrero","País Vasco","Araba/Álava","3.0","3.0","0.0"
"Año 2013","Febrero","País Vasco","Bizkaia","61.0","37.0","24.0"
"Año 2013","Febrero","País Vasco","Gipuzkoa","25.0","19.0","6.0"
"Año 2013","Febrero","La Rioja","La Rioja","12.0","10.0","2.0"
"Año 2013","Febrero","Ceuta","Ceuta","0.0","0.0","0.0"
"Año 2013","Febrero","Melilla","Melilla","0.0","0.0","0.0"
"Año 2013","Marzo","Andalucía","Almería","34.0","14.0","20.0"
"Año 2013","Marzo","Andalucía","Cádiz","32.0","20.0","12.0"
"Año 2013","Marzo","Andalucía","Córdoba","20.0","12.0","8.0"
"Año 2013","Marzo","Andalucía","Granada","53.0","30.0","23.0"
"Año 2013","Marzo","Andalucía","Huelva","14.0","9.0","5.0"
"Año 2013","Marzo","Andalucía","Jaén","60.0","33.0","27.0"
"Año 2013","Marzo","Andalucía","Málaga","101.0","58.0","43.0"
"Año 2013","Marzo","Andalucía","Sevilla","66.0","39.0","27.0"
"Año 2013","Marzo","Aragón","Huesca","5.0","2.0","3.0"
"Año 2013","Marzo","Aragón","Teruel","15.0","14.0","1.0"
"Año 2013","Marzo","Aragón","Zaragoza","12.0","6.0","6.0"
"Año 2013","Marzo","Principado de Asturias","Asturias","34.0","26.0","8.0"
"Año 2013","Marzo","Illes Balears","Illes Balears","34.0","21.0","13.0"
"Año 2013","Marzo","Canarias","Las Palmas","31.0","12.0","19.0"
"Año 2013","Marzo","Canarias","Santa Cruz de Tenerife","42.0","19.0","23.0"
"Año 2013","Marzo","Cantabria","Cantabria","55.0","35.0","20.0"
"Año 2013","Marzo","Castilla y León","Ávila","4.0","2.0","2.0"
"Año 2013","Marzo","Castilla y León","Burgos","2.0","2.0","0.0"
"Año 2013","Marzo","Castilla y León","León","6.0","3.0","3.0"
"Año 2013","Marzo","Castilla y León","Palencia","14.0","12.0","2.0"
"Año 2013","Marzo","Castilla y León","Salamanca","1.0","0.0","1.0"
"Año 2013","Marzo","Castilla y León","Segovia","12.0","6.0","6.0"
"Año 2013","Marzo","Castilla y León","Soria","19.0","15.0","4.0"
"Año 2013","Marzo","Castilla y León","Valladolid","8.0","8.0","0.0"
"Año 2013","Marzo","Castilla y León","Zamora","1.0","1.0","0.0"
"Año 2013","Marzo","Castilla-La Mancha","Albacete","6.0","2.0","4.0"
"Año 2013","Marzo","Castilla-La Mancha","Ciudad Real","24.0","12.0","12.0"
"Año 2013","Marzo","Castilla-La Mancha","Cuenca","2.0","0.0","2.0"
"Año 2013","Marzo","Castilla-La Mancha","Guadalajara","4.0","1.0","3.0"
"Año 2013","Marzo","Castilla-La Mancha","Toledo","27.0","12.0","15.0"
"Año 2013","Marzo","Cataluña","Barcelona","39.0","23.0","16.0"
"Año 2013","Marzo","Cataluña","Girona","4.0","2.0","2.0"
"Año 2013","Marzo","Cataluña","Lleida","8.0","7.0","1.0"
"Año 2013","Marzo","Cataluña","Tarragona","27.0","10.0","17.0"
