"Año","Mes","Comunidad autónoma","Provincia","Número de autorizaciones concedidas"
"Año 2018","Febrero","Andalucía","Cádiz","1.0"
"Año 2018","Febrero","Andalucía","Granada","1.0"
"Año 2018","Febrero","Andalucía","Jaén","1.0"
"Año 2018","Febrero","Andalucía","Málaga","5.0"
"Año 2018","Febrero","Andalucía","Sevilla","1.0"
"Año 2018","Febrero","Illes Balears","Illes Balears","4.0"
"Año 2018","Febrero","Canarias","Las Palmas","1.0"
"Año 2018","Febrero","Canarias","Santa Cruz de Tenerife","2.0"
"Año 2018","Febrero","Castilla y León","Valladolid","3.0"
"Año 2018","Febrero","Cataluña","Barcelona","3.0"
"Año 2018","Febrero","Cataluña","Girona","5.0"
"Año 2018","Febrero","Cataluña","Lleida","3.0"
"Año 2018","Febrero","Cataluña","Tarragona","0.0"
"Año 2018","Febrero","Comunitat Valenciana","Alicante/Alacant","7.0"
"Año 2018","Febrero","Comunitat Valenciana","Castellón/Castelló","1.0"
"Año 2018","Febrero","Comunitat Valenciana","Valencia/València","6.0"
"Año 2018","Febrero","Galicia","A Coruña","0.0"
"Año 2018","Febrero","Galicia","Pontevedra","0.0"
"Año 2018","Febrero","Comunidad de Madrid","Madrid","10.0"
"Año 2018","Febrero","Región de Murcia","Murcia","4.0"
"Año 2018","Febrero","País Vasco","Araba/Álava","4.0"
"Año 2018","Febrero","País Vasco","Bizkaia","2.0"
"Año 2018","Febrero","País Vasco","Gipuzkoa","1.0"
"Año 2018","Marzo","Andalucía","Almería","6.0"
"Año 2018","Marzo","Andalucía","Huelva","1.0"
"Año 2018","Marzo","Andalucía","Málaga","3.0"
"Año 2018","Marzo","Aragón","Zaragoza","0.0"
"Año 2018","Marzo","Illes Balears","Illes Balears","1.0"
"Año 2018","Marzo","Canarias","Las Palmas","1.0"
"Año 2018","Marzo","Castilla y León","Burgos","0.0"
"Año 2018","Marzo","Castilla y León","Palencia","1.0"
"Año 2018","Marzo","Castilla y León","Soria","1.0"
"Año 2018","Marzo","Castilla-La Mancha","Ciudad Real","2.0"
"Año 2018","Marzo","Cataluña","Barcelona","4.0"
"Año 2018","Marzo","Cataluña","Girona","2.0"
"Año 2018","Marzo","Cataluña","Tarragona","0.0"
"Año 2018","Marzo","Comunitat Valenciana","Alicante/Alacant","4.0"
"Año 2018","Marzo","Comunitat Valenciana","Castellón/Castelló","2.0"
"Año 2018","Marzo","Extremadura","Badajoz","1.0"
"Año 2018","Marzo","Galicia","A Coruña","1.0"
"Año 2018","Marzo","Galicia","Lugo","1.0"
"Año 2018","Marzo","Galicia","Ourense","0.0"
"Año 2018","Marzo","Galicia","Pontevedra","2.0"
"Año 2018","Marzo","Comunidad de Madrid","Madrid","11.0"
"Año 2018","Marzo","Región de Murcia","Murcia","3.0"
"Año 2018","Marzo","País Vasco","Araba/Álava","1.0"
"Año 2018","Marzo","País Vasco","Bizkaia","10.0"
"Año 2018","Marzo","País Vasco","Gipuzkoa","1.0"
"Año 2018","Marzo","Ceuta","Ceuta","3.0"
"Año 2018","Abril","Andalucía","Almería","8.0"
"Año 2018","Abril","Andalucía","Granada","2.0"
"Año 2018","Abril","Andalucía","Huelva","1.0"
"Año 2018","Abril","Andalucía","Málaga","7.0"
"Año 2018","Abril","Aragón","Huesca","1.0"
"Año 2018","Abril","Aragón","Zaragoza","2.0"
"Año 2018","Abril","Illes Balears","Illes Balears","2.0"
"Año 2018","Abril","Canarias","Las Palmas","4.0"
"Año 2018","Abril","Castilla y León","Burgos","1.0"
"Año 2018","Abril","Castilla y León","Zamora","1.0"
"Año 2018","Abril","Castilla-La Mancha","Toledo","1.0"
"Año 2018","Abril","Cataluña","Barcelona","5.0"
"Año 2018","Abril","Cataluña","Girona","1.0"
"Año 2018","Abril","Cataluña","Lleida","0.0"
"Año 2018","Abril","Cataluña","Tarragona","2.0"
"Año 2018","Abril","Comunitat Valenciana","Alicante/Alacant","8.0"
"Año 2018","Abril","Comunitat Valenciana","Valencia/València","0.0"
"Año 2018","Abril","Extremadura","Badajoz","0.0"
"Año 2018","Abril","Extremadura","Cáceres","2.0"
"Año 2018","Abril","Galicia","A Coruña","1.0"
"Año 2018","Abril","Galicia","Pontevedra","2.0"
"Año 2018","Abril","Comunidad de Madrid","Madrid","6.0"
"Año 2018","Abril","Región de Murcia","Murcia","1.0"
"Año 2018","Abril","País Vasco","Araba/Álava","0.0"
"Año 2018","Abril","País Vasco","Gipuzkoa","4.0"
"Año 2018","Abril","La Rioja","La Rioja","1.0"
"Año 2018","Mayo","Andalucía","Almería","6.0"
"Año 2018","Mayo","Andalucía","Granada","1.0"
"Año 2018","Mayo","Andalucía","Huelva","2.0"
"Año 2018","Mayo","Andalucía","Jaén","3.0"
"Año 2018","Mayo","Andalucía","Málaga","4.0"
"Año 2018","Mayo","Andalucía","Sevilla","1.0"
"Año 2018","Mayo","Aragón","Teruel","0.0"
"Año 2018","Mayo","Aragón","Zaragoza","1.0"
"Año 2018","Mayo","Illes Balears","Illes Balears","1.0"
"Año 2018","Mayo","Canarias","Las Palmas","2.0"
"Año 2018","Mayo","Cantabria","Cantabria","1.0"
"Año 2018","Mayo","Castilla y León","Burgos","0.0"
"Año 2018","Mayo","Castilla y León","Valladolid","1.0"
"Año 2018","Mayo","Castilla-La Mancha","Albacete","1.0"
"Año 2018","Mayo","Cataluña","Barcelona","4.0"
"Año 2018","Mayo","Cataluña","Girona","0.0"
"Año 2018","Mayo","Comunitat Valenciana","Alicante/Alacant","1.0"
"Año 2018","Mayo","Comunitat Valenciana","Castellón/Castelló","4.0"
"Año 2018","Mayo","Comunitat Valenciana","Valencia/València","5.0"
"Año 2018","Mayo","Galicia","Pontevedra","1.0"
"Año 2018","Mayo","Comunidad de Madrid","Madrid","10.0"
"Año 2018","Mayo","Región de Murcia","Murcia","3.0"
"Año 2018","Mayo","País Vasco","Araba/Álava","1.0"
"Año 2018","Mayo","País Vasco","Bizkaia","3.0"
"Año 2018","Mayo","País Vasco","Gipuzkoa","2.0"
"Año 2018","Junio","Andalucía","Almería","7.0"
"Año 2018","Junio","Andalucía","Granada","1.0"
"Año 2018","Junio","Andalucía","Málaga","2.0"
"Año 2018","Junio","Andalucía","Sevilla","1.0"
"Año 2018","Junio","Aragón","Zaragoza","1.0"
"Año 2018","Junio","Illes Balears","Illes Balears","2.0"
"Año 2018","Junio","Canarias","Las Palmas","1.0"
"Año 2018","Junio","Cantabria","Cantabria","0.0"
"Año 2018","Junio","Castilla y León","Burgos","1.0"
"Año 2018","Junio","Castilla y León","Valladolid","2.0"
"Año 2018","Junio","Castilla-La Mancha","Ciudad Real","1.0"
"Año 2018","Junio","Cataluña","Barcelona","2.0"
"Año 2018","Junio","Cataluña","Girona","3.0"
"Año 2018","Junio","Cataluña","Lleida","1.0"
"Año 2018","Junio","Cataluña","Tarragona","4.0"
"Año 2018","Junio","Comunitat Valenciana","Alicante/Alacant","0.0"
"Año 2018","Junio","Comunitat Valenciana","Castellón/Castelló","2.0"
"Año 2018","Junio","Comunitat Valenciana","Valencia/València","9.0"
"Año 2018","Junio","Galicia","A Coruña","0.0"
"Año 2018","Junio","Comunidad de Madrid","Madrid","7.0"
"Año 2018","Junio","Región de Murcia","Murcia","6.0"
"Año 2018","Junio","Comunidad Foral de Navarra","Navarra","2.0"
"Año 2018","Junio","País Vasco","Araba/Álava","2.0"
"Año 2018","Junio","País Vasco","Bizkaia","1.0"
"Año 2018","Junio","País Vasco","Gipuzkoa","2.0"
"Año 2018","Junio","Melilla","Melilla","0.0"
"Año 2018","Julio","Andalucía","Almería","6.0"
"Año 2018","Julio","Andalucía","Cádiz","1.0"
"Año 2018","Julio","Andalucía","Huelva","1.0"
"Año 2018","Julio","Andalucía","Málaga","0.0"
"Año 2018","Julio","Aragón","Zaragoza","3.0"
"Año 2018","Julio","Illes Balears","Illes Balears","6.0"
"Año 2018","Julio","Canarias","Las Palmas","5.0"
"Año 2018","Julio","Canarias","Santa Cruz de Tenerife","3.0"
"Año 2018","Julio","Cantabria","Cantabria","1.0"
"Año 2018","Julio","Castilla y León","Burgos","1.0"
"Año 2018","Julio","Castilla-La Mancha","Ciudad Real","1.0"
"Año 2018","Julio","Castilla-La Mancha","Cuenca","1.0"
"Año 2018","Julio","Cataluña","Barcelona","8.0"
"Año 2018","Julio","Cataluña","Girona","1.0"
"Año 2018","Julio","Cataluña","Lleida","2.0"
"Año 2018","Julio","Cataluña","Tarragona","4.0"
"Año 2018","Julio","Comunitat Valenciana","Alicante/Alacant","4.0"
"Año 2018","Julio","Comunitat Valenciana","Castellón/Castelló","1.0"
"Año 2018","Julio","Comunitat Valenciana","Valencia/València","1.0"
"Año 2018","Julio","Extremadura","Badajoz","0.0"
"Año 2018","Julio","Galicia","A Coruña","0.0"
"Año 2018","Julio","Galicia","Lugo","3.0"
"Año 2018","Julio","Galicia","Pontevedra","0.0"
"Año 2018","Julio","Comunidad de Madrid","Madrid","6.0"
"Año 2018","Julio","Región de Murcia","Murcia","8.0"
"Año 2018","Julio","Comunidad Foral de Navarra","Navarra","1.0"
"Año 2018","Julio","País Vasco","Araba/Álava","2.0"
"Año 2018","Julio","País Vasco","Bizkaia","4.0"
"Año 2018","Julio","País Vasco","Gipuzkoa","3.0"
"Año 2018","Agosto","Andalucía","Almería","8.0"
"Año 2018","Agosto","Andalucía","Cádiz","0.0"
"Año 2018","Agosto","Andalucía","Granada","2.0"
"Año 2018","Agosto","Andalucía","Huelva","2.0"
"Año 2018","Agosto","Andalucía","Málaga","2.0"
"Año 2018","Agosto","Andalucía","Sevilla","1.0"
"Año 2018","Agosto","Aragón","Zaragoza","1.0"
"Año 2018","Agosto","Principado de Asturias","Asturias","5.0"
"Año 2018","Agosto","Illes Balears","Illes Balears","1.0"
"Año 2018","Agosto","Canarias","Santa Cruz de Tenerife","2.0"
"Año 2018","Agosto","Cantabria","Cantabria","1.0"
"Año 2018","Agosto","Cataluña","Barcelona","8.0"
"Año 2018","Agosto","Cataluña","Girona","1.0"
"Año 2018","Agosto","Cataluña","Lleida","3.0"
"Año 2018","Agosto","Cataluña","Tarragona","1.0"
"Año 2018","Agosto","Comunitat Valenciana","Alicante/Alacant","5.0"
"Año 2018","Agosto","Comunitat Valenciana","Castellón/Castelló","1.0"
"Año 2018","Agosto","Comunitat Valenciana","Valencia/València","3.0"
"Año 2018","Agosto","Extremadura","Badajoz","2.0"
"Año 2018","Agosto","Galicia","A Coruña","1.0"
"Año 2018","Agosto","Comunidad de Madrid","Madrid","5.0"
"Año 2018","Agosto","Región de Murcia","Murcia","4.0"
"Año 2018","Agosto","Comunidad Foral de Navarra","Navarra","2.0"
"Año 2018","Agosto","País Vasco","Araba/Álava","1.0"
"Año 2018","Agosto","País Vasco","Bizkaia","5.0"
"Año 2018","Agosto","País Vasco","Gipuzkoa","2.0"
"Año 2018","Agosto","Ceuta","Ceuta","1.0"
"Año 2018","Septiembre","Andalucía","Almería","6.0"
"Año 2018","Septiembre","Andalucía","Córdoba","2.0"
"Año 2018","Septiembre","Andalucía","Granada","1.0"
"Año 2018","Septiembre","Andalucía","Huelva","3.0"
"Año 2018","Septiembre","Andalucía","Málaga","4.0"
"Año 2018","Septiembre","Andalucía","Sevilla","1.0"
"Año 2018","Septiembre","Principado de Asturias","Asturias","0.0"
"Año 2018","Septiembre","Canarias","Las Palmas","5.0"
"Año 2018","Septiembre","Castilla y León","Palencia","1.0"
"Año 2018","Septiembre","Castilla-La Mancha","Toledo","2.0"
"Año 2018","Septiembre","Cataluña","Barcelona","7.0"
"Año 2018","Septiembre","Cataluña","Girona","1.0"
"Año 2018","Septiembre","Cataluña","Lleida","3.0"
"Año 2018","Septiembre","Cataluña","Tarragona","1.0"
"Año 2018","Septiembre","Comunitat Valenciana","Alicante/Alacant","8.0"
"Año 2018","Septiembre","Comunitat Valenciana","Valencia/València","3.0"
"Año 2018","Septiembre","Galicia","A Coruña","1.0"
"Año 2018","Septiembre","Galicia","Ourense","2.0"
"Año 2018","Septiembre","Galicia","Pontevedra","1.0"
"Año 2018","Septiembre","Comunidad de Madrid","Madrid","10.0"
"Año 2018","Septiembre","Región de Murcia","Murcia","6.0"
"Año 2018","Septiembre","País Vasco","Araba/Álava","1.0"
"Año 2018","Septiembre","País Vasco","Bizkaia","2.0"
"Año 2018","Septiembre","País Vasco","Gipuzkoa","2.0"
"Año 2018","Septiembre","La Rioja","La Rioja","1.0"
"Año 2018","Septiembre","Ceuta","Ceuta","1.0"
"Año 2018","Octubre","Andalucía","Almería","14.0"
"Año 2018","Octubre","Andalucía","Cádiz","1.0"
"Año 2018","Octubre","Andalucía","Córdoba","1.0"
"Año 2018","Octubre","Andalucía","Granada","1.0"
"Año 2018","Octubre","Andalucía","Huelva","2.0"
"Año 2018","Octubre","Andalucía","Málaga","4.0"
"Año 2018","Octubre","Andalucía","Sevilla","1.0"
"Año 2018","Octubre","Aragón","Zaragoza","5.0"
"Año 2018","Octubre","Illes Balears","Illes Balears","2.0"
"Año 2018","Octubre","Canarias","Santa Cruz de Tenerife","2.0"
"Año 2018","Octubre","Castilla y León","Burgos","2.0"
"Año 2018","Octubre","Castilla y León","Valladolid","1.0"
"Año 2018","Octubre","Castilla-La Mancha","Albacete","1.0"
"Año 2018","Octubre","Castilla-La Mancha","Ciudad Real","0.0"
"Año 2018","Octubre","Cataluña","Barcelona","5.0"
"Año 2018","Octubre","Cataluña","Lleida","1.0"
"Año 2018","Octubre","Cataluña","Tarragona","0.0"
"Año 2018","Octubre","Comunitat Valenciana","Alicante/Alacant","7.0"
"Año 2018","Octubre","Comunitat Valenciana","Castellón/Castelló","1.0"
"Año 2018","Octubre","Comunitat Valenciana","Valencia/València","7.0"
"Año 2018","Octubre","Extremadura","Badajoz","3.0"
"Año 2018","Octubre","Galicia","A Coruña","1.0"
"Año 2018","Octubre","Comunidad de Madrid","Madrid","14.0"
"Año 2018","Octubre","Región de Murcia","Murcia","4.0"
"Año 2018","Octubre","Comunidad Foral de Navarra","Navarra","2.0"
"Año 2018","Octubre","País Vasco","Araba/Álava","1.0"
"Año 2018","Octubre","País Vasco","Bizkaia","3.0"
"Año 2018","Octubre","Ceuta","Ceuta","1.0"
"Año 2018","Octubre","Melilla","Melilla","1.0"
"Año 2018","Noviembre","Andalucía","Almería","7.0"
"Año 2018","Noviembre","Andalucía","Cádiz","4.0"
"Año 2018","Noviembre","Andalucía","Córdoba","1.0"
"Año 2018","Noviembre","Andalucía","Granada","2.0"
"Año 2018","Noviembre","Andalucía","Huelva","2.0"
"Año 2018","Noviembre","Andalucía","Jaén","1.0"
"Año 2018","Noviembre","Andalucía","Málaga","0.0"
"Año 2018","Noviembre","Andalucía","Sevilla","4.0"
"Año 2018","Noviembre","Aragón","Zaragoza","1.0"
"Año 2018","Noviembre","Principado de Asturias","Asturias","3.0"
"Año 2018","Noviembre","Canarias","Las Palmas","3.0"
"Año 2018","Noviembre","Canarias","Santa Cruz de Tenerife","1.0"
"Año 2018","Noviembre","Cantabria","Cantabria","1.0"
"Año 2018","Noviembre","Castilla y León","Burgos","1.0"
"Año 2018","Noviembre","Castilla y León","León","1.0"
"Año 2018","Noviembre","Castilla y León","Valladolid","0.0"
"Año 2018","Noviembre","Castilla-La Mancha","Albacete","2.0"
"Año 2018","Noviembre","Castilla-La Mancha","Ciudad Real","1.0"
"Año 2018","Noviembre","Castilla-La Mancha","Toledo","1.0"
"Año 2018","Noviembre","Cataluña","Barcelona","8.0"
"Año 2018","Noviembre","Cataluña","Girona","0.0"
"Año 2018","Noviembre","Cataluña","Lleida","1.0"
"Año 2018","Noviembre","Cataluña","Tarragona","3.0"
"Año 2018","Noviembre","Comunitat Valenciana","Alicante/Alacant","12.0"
"Año 2018","Noviembre","Comunitat Valenciana","Valencia/València","3.0"
"Año 2018","Noviembre","Extremadura","Badajoz","4.0"
"Año 2018","Noviembre","Galicia","A Coruña","1.0"
"Año 2018","Noviembre","Galicia","Pontevedra","1.0"
"Año 2018","Noviembre","Comunidad de Madrid","Madrid","8.0"
"Año 2018","Noviembre","Región de Murcia","Murcia","4.0"
"Año 2018","Noviembre","Comunidad Foral de Navarra","Navarra","0.0"
"Año 2018","Noviembre","País Vasco","Araba/Álava","2.0"
"Año 2018","Noviembre","País Vasco","Bizkaia","5.0"
"Año 2018","Noviembre","País Vasco","Gipuzkoa","2.0"
"Año 2018","Noviembre","Melilla","Melilla","1.0"
"Año 2018","Diciembre","Andalucía","Almería","5.0"
"Año 2018","Diciembre","Andalucía","Cádiz","1.0"
"Año 2018","Diciembre","Andalucía","Córdoba","0.0"
"Año 2018","Diciembre","Andalucía","Granada","2.0"
"Año 2018","Diciembre","Andalucía","Huelva","0.0"
"Año 2018","Diciembre","Andalucía","Jaén","1.0"
"Año 2018","Diciembre","Andalucía","Málaga","2.0"
"Año 2018","Diciembre","Andalucía","Sevilla","1.0"
"Año 2018","Diciembre","Aragón","Zaragoza","5.0"
"Año 2018","Diciembre","Principado de Asturias","Asturias","1.0"
"Año 2018","Diciembre","Illes Balears","Illes Balears","1.0"
"Año 2018","Diciembre","Canarias","Las Palmas","1.0"
"Año 2018","Diciembre","Canarias","Santa Cruz de Tenerife","8.0"
"Año 2018","Diciembre","Castilla y León","Burgos","1.0"
"Año 2018","Diciembre","Castilla y León","Valladolid","1.0"
"Año 2018","Diciembre","Castilla-La Mancha","Ciudad Real","1.0"
"Año 2018","Diciembre","Cataluña","Barcelona","3.0"
"Año 2018","Diciembre","Cataluña","Girona","1.0"
"Año 2018","Diciembre","Cataluña","Lleida","0.0"
"Año 2018","Diciembre","Comunitat Valenciana","Alicante/Alacant","3.0"
"Año 2018","Diciembre","Comunitat Valenciana","Valencia/València","4.0"
"Año 2018","Diciembre","Comunidad de Madrid","Madrid","7.0"
"Año 2018","Diciembre","Región de Murcia","Murcia","4.0"
"Año 2018","Diciembre","País Vasco","Bizkaia","2.0"
"Año 2019","Enero","Andalucía","Almería","11.0"
"Año 2019","Enero","Andalucía","Córdoba","3.0"
"Año 2019","Enero","Andalucía","Granada","2.0"
"Año 2019","Enero","Andalucía","Huelva","2.0"
"Año 2019","Enero","Andalucía","Jaén","1.0"
"Año 2019","Enero","Andalucía","Málaga","1.0"
"Año 2019","Enero","Andalucía","Sevilla","4.0"
"Año 2019","Enero","Aragón","Zaragoza","2.0"
"Año 2019","Enero","Principado de Asturias","Asturias","1.0"
"Año 2019","Enero","Illes Balears","Illes Balears","2.0"
"Año 2019","Enero","Canarias","Las Palmas","4.0"
"Año 2019","Enero","Cantabria","Cantabria","4.0"
"Año 2019","Enero","Castilla-La Mancha","Guadalajara","1.0"
"Año 2019","Enero","Castilla-La Mancha","Toledo","1.0"
"Año 2019","Enero","Cataluña","Barcelona","7.0"
"Año 2019","Enero","Cataluña","Girona","1.0"
"Año 2019","Enero","Cataluña","Lleida","0.0"
"Año 2019","Enero","Cataluña","Tarragona","5.0"
"Año 2019","Enero","Comunitat Valenciana","Alicante/Alacant","4.0"
"Año 2019","Enero","Comunitat Valenciana","Castellón/Castelló","1.0"
"Año 2019","Enero","Comunitat Valenciana","Valencia/València","8.0"
"Año 2019","Enero","Extremadura","Badajoz","0.0"
"Año 2019","Enero","Galicia","A Coruña","3.0"
"Año 2019","Enero","Galicia","Pontevedra","2.0"
"Año 2019","Enero","Comunidad de Madrid","Madrid","13.0"
"Año 2019","Enero","Región de Murcia","Murcia","4.0"
"Año 2019","Enero","Comunidad Foral de Navarra","Navarra","1.0"
"Año 2019","Enero","País Vasco","Araba/Álava","1.0"
"Año 2019","Enero","País Vasco","Bizkaia","2.0"
"Año 2019","Febrero","Andalucía","Almería","7.0"
"Año 2019","Febrero","Andalucía","Cádiz","2.0"
"Año 2019","Febrero","Andalucía","Córdoba","2.0"
"Año 2019","Febrero","Andalucía","Granada","2.0"
"Año 2019","Febrero","Andalucía","Huelva","1.0"
"Año 2019","Febrero","Andalucía","Málaga","4.0"
"Año 2019","Febrero","Andalucía","Sevilla","4.0"
"Año 2019","Febrero","Aragón","Zaragoza","4.0"
"Año 2019","Febrero","Illes Balears","Illes Balears","3.0"
"Año 2019","Febrero","Canarias","Santa Cruz de Tenerife","1.0"
"Año 2019","Febrero","Castilla y León","Segovia","0.0"
"Año 2019","Febrero","Castilla-La Mancha","Albacete","0.0"
"Año 2019","Febrero","Castilla-La Mancha","Ciudad Real","2.0"
"Año 2019","Febrero","Castilla-La Mancha","Cuenca","2.0"
"Año 2019","Febrero","Castilla-La Mancha","Guadalajara","1.0"
"Año 2019","Febrero","Castilla-La Mancha","Toledo","0.0"
"Año 2019","Febrero","Cataluña","Barcelona","14.0"
"Año 2019","Febrero","Cataluña","Girona","1.0"
"Año 2019","Febrero","Cataluña","Lleida","2.0"
"Año 2019","Febrero","Cataluña","Tarragona","4.0"
"Año 2019","Febrero","Comunitat Valenciana","Alicante/Alacant","9.0"
"Año 2019","Febrero","Comunitat Valenciana","Castellón/Castelló","1.0"
"Año 2019","Febrero","Comunitat Valenciana","Valencia/València","11.0"
"Año 2019","Febrero","Extremadura","Cáceres","1.0"
"Año 2019","Febrero","Galicia","A Coruña","0.0"
"Año 2019","Febrero","Galicia","Ourense","1.0"
"Año 2019","Febrero","Comunidad de Madrid","Madrid","14.0"
"Año 2019","Febrero","Región de Murcia","Murcia","13.0"
"Año 2019","Febrero","Comunidad Foral de Navarra","Navarra","1.0"
"Año 2019","Febrero","País Vasco","Araba/Álava","1.0"
"Año 2019","Febrero","País Vasco","Bizkaia","12.0"
"Año 2019","Febrero","País Vasco","Gipuzkoa","4.0"
"Año 2019","Febrero","Ceuta","Ceuta","0.0"
"Año 2019","Marzo","Andalucía","Almería","9.0"
"Año 2019","Marzo","Andalucía","Córdoba","0.0"
"Año 2019","Marzo","Andalucía","Granada","3.0"
"Año 2019","Marzo","Andalucía","Huelva","2.0"
"Año 2019","Marzo","Andalucía","Jaén","2.0"
"Año 2019","Marzo","Andalucía","Málaga","5.0"
"Año 2019","Marzo","Andalucía","Sevilla","1.0"
"Año 2019","Marzo","Aragón","Zaragoza","2.0"
"Año 2019","Marzo","Principado de Asturias","Asturias","1.0"
"Año 2019","Marzo","Illes Balears","Illes Balears","9.0"
"Año 2019","Marzo","Canarias","Las Palmas","2.0"
"Año 2019","Marzo","Canarias","Santa Cruz de Tenerife","4.0"
"Año 2019","Marzo","Cantabria","Cantabria","2.0"
"Año 2019","Marzo","Castilla-La Mancha","Ciudad Real","1.0"
"Año 2019","Marzo","Castilla-La Mancha","Toledo","0.0"
"Año 2019","Marzo","Cataluña","Barcelona","5.0"
"Año 2019","Marzo","Cataluña","Girona","1.0"
"Año 2019","Marzo","Cataluña","Lleida","2.0"
"Año 2019","Marzo","Cataluña","Tarragona","1.0"
"Año 2019","Marzo","Comunitat Valenciana","Alicante/Alacant","5.0"
"Año 2019","Marzo","Comunitat Valenciana","Castellón/Castelló","1.0"
"Año 2019","Marzo","Comunitat Valenciana","Valencia/València","5.0"
"Año 2019","Marzo","Galicia","Lugo","1.0"
"Año 2019","Marzo","Galicia","Ourense","1.0"
"Año 2019","Marzo","Comunidad de Madrid","Madrid","10.0"
"Año 2019","Marzo","Región de Murcia","Murcia","5.0"
"Año 2019","Marzo","Comunidad Foral de Navarra","Navarra","1.0"
"Año 2019","Marzo","País Vasco","Bizkaia","8.0"
"Año 2019","Marzo","País Vasco","Gipuzkoa","4.0"
"Año 2019","Marzo","La Rioja","La Rioja","0.0"
"Año 2019","Marzo","Melilla","Melilla","1.0"
"Año 2019","Abril","Andalucía","Almería","8.0"
"Año 2019","Abril","Andalucía","Cádiz","1.0"
"Año 2019","Abril","Andalucía","Córdoba","4.0"
"Año 2019","Abril","Andalucía","Granada","0.0"
"Año 2019","Abril","Andalucía","Huelva","3.0"
"Año 2019","Abril","Andalucía","Málaga","3.0"
"Año 2019","Abril","Aragón","Zaragoza","2.0"
"Año 2019","Abril","Principado de Asturias","Asturias","1.0"
"Año 2019","Abril","Illes Balears","Illes Balears","4.0"
"Año 2019","Abril","Canarias","Las Palmas","3.0"
"Año 2019","Abril","Canarias","Santa Cruz de Tenerife","1.0"
"Año 2019","Abril","Cantabria","Cantabria","1.0"
"Año 2019","Abril","Castilla y León","Burgos","1.0"
"Año 2019","Abril","Castilla y León","Palencia","1.0"
"Año 2019","Abril","Castilla-La Mancha","Albacete","1.0"
"Año 2019","Abril","Castilla-La Mancha","Ciudad Real","1.0"
"Año 2019","Abril","Castilla-La Mancha","Cuenca","1.0"
"Año 2019","Abril","Castilla-La Mancha","Guadalajara","0.0"
"Año 2019","Abril","Cataluña","Barcelona","6.0"
"Año 2019","Abril","Cataluña","Girona","0.0"
"Año 2019","Abril","Cataluña","Lleida","2.0"
"Año 2019","Abril","Cataluña","Tarragona","1.0"
"Año 2019","Abril","Comunitat Valenciana","Alicante/Alacant","6.0"
"Año 2019","Abril","Comunitat Valenciana","Castellón/Castelló","3.0"
"Año 2019","Abril","Comunitat Valenciana","Valencia/València","5.0"
"Año 2019","Abril","Extremadura","Badajoz","1.0"
"Año 2019","Abril","Extremadura","Cáceres","0.0"
"Año 2019","Abril","Galicia","A Coruña","1.0"
"Año 2019","Abril","Galicia","Lugo","1.0"
"Año 2019","Abril","Galicia","Pontevedra","1.0"
"Año 2019","Abril","Comunidad de Madrid","Madrid","12.0"
"Año 2019","Abril","Región de Murcia","Murcia","4.0"
"Año 2019","Abril","País Vasco","Bizkaia","6.0"
"Año 2019","Abril","País Vasco","Gipuzkoa","1.0"
"Año 2019","Abril","Ceuta","Ceuta","1.0"
"Año 2019","Mayo","Andalucía","Almería","11.0"
"Año 2019","Mayo","Andalucía","Cádiz","3.0"
"Año 2019","Mayo","Andalucía","Córdoba","1.0"
"Año 2019","Mayo","Andalucía","Granada","2.0"
"Año 2019","Mayo","Andalucía","Huelva","2.0"
"Año 2019","Mayo","Andalucía","Málaga","1.0"
"Año 2019","Mayo","Andalucía","Sevilla","1.0"
"Año 2019","Mayo","Aragón","Huesca","0.0"
"Año 2019","Mayo","Aragón","Teruel","1.0"
"Año 2019","Mayo","Aragón","Zaragoza","1.0"
"Año 2019","Mayo","Principado de Asturias","Asturias","3.0"
"Año 2019","Mayo","Illes Balears","Illes Balears","2.0"
"Año 2019","Mayo","Canarias","Las Palmas","1.0"
"Año 2019","Mayo","Cantabria","Cantabria","1.0"
"Año 2019","Mayo","Castilla y León","Burgos","3.0"
"Año 2019","Mayo","Castilla y León","Valladolid","1.0"
"Año 2019","Mayo","Castilla-La Mancha","Ciudad Real","1.0"
"Año 2019","Mayo","Castilla-La Mancha","Toledo","0.0"
"Año 2019","Mayo","Cataluña","Barcelona","11.0"
"Año 2019","Mayo","Cataluña","Lleida","3.0"
"Año 2019","Mayo","Cataluña","Tarragona","2.0"
"Año 2019","Mayo","Comunitat Valenciana","Alicante/Alacant","6.0"
"Año 2019","Mayo","Comunitat Valenciana","Castellón/Castelló","2.0"
"Año 2019","Mayo","Comunitat Valenciana","Valencia/València","3.0"
"Año 2019","Mayo","Extremadura","Cáceres","1.0"
"Año 2019","Mayo","Galicia","Ourense","0.0"
"Año 2019","Mayo","Comunidad de Madrid","Madrid","9.0"
"Año 2019","Mayo","Región de Murcia","Murcia","10.0"
"Año 2019","Mayo","Comunidad Foral de Navarra","Navarra","1.0"
"Año 2019","Mayo","País Vasco","Araba/Álava","5.0"
"Año 2019","Mayo","País Vasco","Bizkaia","7.0"
"Año 2019","Mayo","País Vasco","Gipuzkoa","1.0"
"Año 2019","Mayo","La Rioja","La Rioja","1.0"
"Año 2019","Mayo","No consta","No consta","1.0"
"Año 2019","Junio","Andalucía","Almería","4.0"
"Año 2019","Junio","Andalucía","Córdoba","2.0"
"Año 2019","Junio","Andalucía","Granada","1.0"
