"Año","Trimestre","Comunidad autónoma","Provincia","Número de denuncias por violencia de género"
"Año 2011","Primero","País Vasco","Araba/Álava","172.0"
"Año 2011","Primero","País Vasco","Gipuzkoa","290.0"
"Año 2011","Primero","País Vasco","Bizkaia","505.0"
"Año 2011","Primero","La Rioja","La Rioja","177.0"
"Año 2011","Primero","Ceuta","Ceuta","103.0"
"Año 2011","Primero","Melilla","Melilla","71.0"
"Año 2011","Segundo","Andalucía","Almería","665.0"
"Año 2011","Segundo","Andalucía","Cádiz","813.0"
"Año 2011","Segundo","Andalucía","Córdoba","292.0"
"Año 2011","Segundo","Andalucía","Granada","868.0"
"Año 2011","Segundo","Andalucía","Huelva","409.0"
"Año 2011","Segundo","Andalucía","Jaén","339.0"
"Año 2011","Segundo","Andalucía","Málaga","1543.0"
"Año 2011","Segundo","Andalucía","Sevilla","2140.0"
"Año 2011","Segundo","Aragón","Huesca","121.0"
"Año 2011","Segundo","Aragón","Teruel","56.0"
"Año 2011","Segundo","Aragón","Zaragoza","679.0"
"Año 2011","Segundo","Principado de Asturias","Asturias","678.0"
"Año 2011","Segundo","Illes Balears","Illes Balears","1071.0"
"Año 2011","Segundo","Canarias","Las Palmas","1231.0"
"Año 2011","Segundo","Canarias","Santa Cruz de Tenerife","906.0"
"Año 2011","Segundo","Cantabria","Cantabria","290.0"
"Año 2011","Segundo","Castilla y León","Ávila","68.0"
"Año 2011","Segundo","Castilla y León","Burgos","159.0"
"Año 2011","Segundo","Castilla y León","León","214.0"
"Año 2011","Segundo","Castilla y León","Palencia","69.0"
"Año 2011","Segundo","Castilla y León","Salamanca","124.0"
"Año 2011","Segundo","Castilla y León","Segovia","49.0"
"Año 2011","Segundo","Castilla y León","Soria","34.0"
"Año 2011","Segundo","Castilla y León","Valladolid","357.0"
"Año 2011","Segundo","Castilla y León","Zamora","74.0"
"Año 2011","Segundo","Castilla-La Mancha","Albacete","211.0"
"Año 2011","Segundo","Castilla-La Mancha","Ciudad Real","344.0"
"Año 2011","Segundo","Castilla-La Mancha","Cuenca","146.0"
"Año 2011","Segundo","Castilla-La Mancha","Guadalajara","177.0"
"Año 2011","Segundo","Castilla-La Mancha","Toledo","378.0"
"Año 2011","Segundo","Cataluña","Barcelona","3079.0"
"Año 2011","Segundo","Cataluña","Girona","532.0"
"Año 2011","Segundo","Cataluña","Lleida","245.0"
"Año 2011","Segundo","Cataluña","Tarragona","617.0"
"Año 2011","Segundo","Comunitat Valenciana","Alicante/Alacant","1869.0"
"Año 2011","Segundo","Comunitat Valenciana","Castellón/Castelló","385.0"
"Año 2011","Segundo","Comunitat Valenciana","Valencia/València","2488.0"
"Año 2011","Segundo","Extremadura","Badajoz","384.0"
"Año 2011","Segundo","Extremadura","Cáceres","131.0"
"Año 2011","Segundo","Galicia","A Coruña","573.0"
"Año 2011","Segundo","Galicia","Lugo","139.0"
"Año 2011","Segundo","Galicia","Ourense","123.0"
"Año 2011","Segundo","Galicia","Pontevedra","515.0"
"Año 2011","Segundo","Comunidad de Madrid","Madrid","5443.0"
"Año 2011","Segundo","Región de Murcia","Murcia","1546.0"
"Año 2011","Segundo","Comunidad Foral de Navarra","Navarra","375.0"
"Año 2011","Segundo","País Vasco","Araba/Álava","223.0"
"Año 2011","Segundo","País Vasco","Gipuzkoa","313.0"
"Año 2011","Segundo","País Vasco","Bizkaia","511.0"
"Año 2011","Segundo","La Rioja","La Rioja","183.0"
"Año 2011","Segundo","Ceuta","Ceuta","78.0"
"Año 2011","Segundo","Melilla","Melilla","90.0"
"Año 2011","Tercero","Andalucía","Almería","530.0"
"Año 2011","Tercero","Andalucía","Cádiz","924.0"
"Año 2011","Tercero","Andalucía","Córdoba","272.0"
"Año 2011","Tercero","Andalucía","Granada","896.0"
"Año 2011","Tercero","Andalucía","Huelva","321.0"
"Año 2011","Tercero","Andalucía","Jaén","385.0"
"Año 2011","Tercero","Andalucía","Málaga","1702.0"
"Año 2011","Tercero","Andalucía","Sevilla","2025.0"
"Año 2011","Tercero","Aragón","Huesca","86.0"
"Año 2011","Tercero","Aragón","Teruel","35.0"
"Año 2011","Tercero","Aragón","Zaragoza","792.0"
"Año 2011","Tercero","Principado de Asturias","Asturias","697.0"
"Año 2011","Tercero","Illes Balears","Illes Balears","1190.0"
"Año 2011","Tercero","Canarias","Las Palmas","1215.0"
"Año 2011","Tercero","Canarias","Santa Cruz de Tenerife","1025.0"
"Año 2011","Tercero","Cantabria","Cantabria","313.0"
"Año 2011","Tercero","Castilla y León","Ávila","88.0"
"Año 2011","Tercero","Castilla y León","Burgos","176.0"
"Año 2011","Tercero","Castilla y León","León","216.0"
"Año 2011","Tercero","Castilla y León","Palencia","71.0"
"Año 2011","Tercero","Castilla y León","Salamanca","129.0"
"Año 2011","Tercero","Castilla y León","Segovia","66.0"
"Año 2011","Tercero","Castilla y León","Soria","29.0"
"Año 2011","Tercero","Castilla y León","Valladolid","400.0"
"Año 2011","Tercero","Castilla y León","Zamora","88.0"
"Año 2011","Tercero","Castilla-La Mancha","Albacete","265.0"
"Año 2011","Tercero","Castilla-La Mancha","Ciudad Real","324.0"
"Año 2011","Tercero","Castilla-La Mancha","Cuenca","147.0"
"Año 2011","Tercero","Castilla-La Mancha","Guadalajara","191.0"
"Año 2011","Tercero","Castilla-La Mancha","Toledo","349.0"
"Año 2011","Tercero","Cataluña","Barcelona","3655.0"
"Año 2011","Tercero","Cataluña","Girona","547.0"
"Año 2011","Tercero","Cataluña","Lleida","261.0"
"Año 2011","Tercero","Cataluña","Tarragona","737.0"
"Año 2011","Tercero","Comunitat Valenciana","Alicante/Alacant","2001.0"
"Año 2011","Tercero","Comunitat Valenciana","Castellón/Castelló","452.0"
"Año 2011","Tercero","Comunitat Valenciana","Valencia/València","2378.0"
"Año 2011","Tercero","Extremadura","Badajoz","382.0"
"Año 2011","Tercero","Extremadura","Cáceres","157.0"
"Año 2011","Tercero","Galicia","A Coruña","395.0"
"Año 2011","Tercero","Galicia","Lugo","139.0"
"Año 2011","Tercero","Galicia","Ourense","145.0"
"Año 2011","Tercero","Galicia","Pontevedra","620.0"
"Año 2011","Tercero","Comunidad de Madrid","Madrid","5324.0"
"Año 2011","Tercero","Región de Murcia","Murcia","1575.0"
"Año 2011","Tercero","Comunidad Foral de Navarra","Navarra","407.0"
"Año 2011","Tercero","País Vasco","Araba/Álava","210.0"
"Año 2011","Tercero","País Vasco","Gipuzkoa","280.0"
"Año 2011","Tercero","País Vasco","Bizkaia","464.0"
"Año 2011","Tercero","La Rioja","La Rioja","173.0"
"Año 2011","Tercero","Ceuta","Ceuta","89.0"
"Año 2011","Tercero","Melilla","Melilla","84.0"
"Año 2011","Cuarto","Andalucía","Almería","485.0"
"Año 2011","Cuarto","Andalucía","Cádiz","828.0"
"Año 2011","Cuarto","Andalucía","Córdoba","258.0"
"Año 2011","Cuarto","Andalucía","Granada","689.0"
"Año 2011","Cuarto","Andalucía","Huelva","343.0"
"Año 2011","Cuarto","Andalucía","Jaén","320.0"
"Año 2011","Cuarto","Andalucía","Málaga","1473.0"
"Año 2011","Cuarto","Andalucía","Sevilla","1813.0"
"Año 2011","Cuarto","Aragón","Huesca","68.0"
"Año 2011","Cuarto","Aragón","Teruel","35.0"
"Año 2011","Cuarto","Aragón","Zaragoza","755.0"
"Año 2011","Cuarto","Principado de Asturias","Asturias","671.0"
"Año 2011","Cuarto","Illes Balears","Illes Balears","1124.0"
"Año 2011","Cuarto","Canarias","Las Palmas","1000.0"
"Año 2011","Cuarto","Canarias","Santa Cruz de Tenerife","725.0"
"Año 2011","Cuarto","Cantabria","Cantabria","303.0"
"Año 2011","Cuarto","Castilla y León","Ávila","72.0"
"Año 2011","Cuarto","Castilla y León","Burgos","158.0"
"Año 2011","Cuarto","Castilla y León","León","201.0"
"Año 2011","Cuarto","Castilla y León","Palencia","62.0"
"Año 2011","Cuarto","Castilla y León","Salamanca","96.0"
"Año 2011","Cuarto","Castilla y León","Segovia","48.0"
"Año 2011","Cuarto","Castilla y León","Soria","27.0"
"Año 2011","Cuarto","Castilla y León","Valladolid","391.0"
"Año 2011","Cuarto","Castilla y León","Zamora","94.0"
"Año 2011","Cuarto","Castilla-La Mancha","Albacete","217.0"
"Año 2011","Cuarto","Castilla-La Mancha","Ciudad Real","187.0"
"Año 2011","Cuarto","Castilla-La Mancha","Cuenca","175.0"
"Año 2011","Cuarto","Castilla-La Mancha","Guadalajara","217.0"
"Año 2011","Cuarto","Castilla-La Mancha","Toledo","257.0"
"Año 2011","Cuarto","Cataluña","Barcelona","3188.0"
"Año 2011","Cuarto","Cataluña","Girona","507.0"
"Año 2011","Cuarto","Cataluña","Lleida","197.0"
"Año 2011","Cuarto","Cataluña","Tarragona","614.0"
"Año 2011","Cuarto","Comunitat Valenciana","Alicante/Alacant","1633.0"
"Año 2011","Cuarto","Comunitat Valenciana","Castellón/Castelló","412.0"
"Año 2011","Cuarto","Comunitat Valenciana","Valencia/València","2300.0"
"Año 2011","Cuarto","Extremadura","Badajoz","334.0"
"Año 2011","Cuarto","Extremadura","Cáceres","165.0"
"Año 2011","Cuarto","Galicia","A Coruña","402.0"
"Año 2011","Cuarto","Galicia","Lugo","123.0"
"Año 2011","Cuarto","Galicia","Ourense","114.0"
"Año 2011","Cuarto","Galicia","Pontevedra","502.0"
"Año 2011","Cuarto","Comunidad de Madrid","Madrid","5028.0"
"Año 2011","Cuarto","Región de Murcia","Murcia","1311.0"
"Año 2011","Cuarto","Comunidad Foral de Navarra","Navarra","323.0"
"Año 2011","Cuarto","País Vasco","Araba/Álava","203.0"
"Año 2011","Cuarto","País Vasco","Gipuzkoa","278.0"
"Año 2011","Cuarto","País Vasco","Bizkaia","676.0"
"Año 2011","Cuarto","La Rioja","La Rioja","177.0"
"Año 2011","Cuarto","Ceuta","Ceuta","84.0"
"Año 2011","Cuarto","Melilla","Melilla","78.0"
"Año 2012","Primero","Andalucía","Almería","505.0"
"Año 2012","Primero","Andalucía","Cádiz","888.0"
"Año 2012","Primero","Andalucía","Córdoba","197.0"
"Año 2012","Primero","Andalucía","Granada","901.0"
"Año 2012","Primero","Andalucía","Huelva","399.0"
"Año 2012","Primero","Andalucía","Jaén","355.0"
"Año 2012","Primero","Andalucía","Málaga","1492.0"
"Año 2012","Primero","Andalucía","Sevilla","1476.0"
"Año 2012","Primero","Aragón","Huesca","75.0"
"Año 2012","Primero","Aragón","Teruel","30.0"
"Año 2012","Primero","Aragón","Zaragoza","723.0"
"Año 2012","Primero","Principado de Asturias","Asturias","605.0"
"Año 2012","Primero","Illes Balears","Illes Balears","1050.0"
"Año 2012","Primero","Canarias","Las Palmas","1081.0"
"Año 2012","Primero","Canarias","Santa Cruz de Tenerife","728.0"
"Año 2012","Primero","Cantabria","Cantabria","271.0"
"Año 2012","Primero","Castilla y León","Ávila","85.0"
"Año 2012","Primero","Castilla y León","Burgos","140.0"
"Año 2012","Primero","Castilla y León","León","201.0"
"Año 2012","Primero","Castilla y León","Palencia","61.0"
"Año 2012","Primero","Castilla y León","Salamanca","102.0"
"Año 2012","Primero","Castilla y León","Segovia","66.0"
"Año 2012","Primero","Castilla y León","Soria","29.0"
"Año 2012","Primero","Castilla y León","Valladolid","325.0"
"Año 2012","Primero","Castilla y León","Zamora","71.0"
"Año 2012","Primero","Castilla-La Mancha","Albacete","187.0"
"Año 2012","Primero","Castilla-La Mancha","Ciudad Real","322.0"
"Año 2012","Primero","Castilla-La Mancha","Cuenca","103.0"
"Año 2012","Primero","Castilla-La Mancha","Guadalajara","136.0"
"Año 2012","Primero","Castilla-La Mancha","Toledo","319.0"
"Año 2012","Primero","Cataluña","Barcelona","2924.0"
"Año 2012","Primero","Cataluña","Girona","576.0"
"Año 2012","Primero","Cataluña","Lleida","224.0"
"Año 2012","Primero","Cataluña","Tarragona","541.0"
"Año 2012","Primero","Comunitat Valenciana","Alicante/Alacant","1597.0"
"Año 2012","Primero","Comunitat Valenciana","Castellón/Castelló","426.0"
"Año 2012","Primero","Comunitat Valenciana","Valencia/València","2044.0"
"Año 2012","Primero","Extremadura","Badajoz","282.0"
"Año 2012","Primero","Extremadura","Cáceres","165.0"
"Año 2012","Primero","Galicia","A Coruña","346.0"
"Año 2012","Primero","Galicia","Lugo","131.0"
"Año 2012","Primero","Galicia","Ourense","119.0"
"Año 2012","Primero","Galicia","Pontevedra","586.0"
"Año 2012","Primero","Comunidad de Madrid","Madrid","5237.0"
"Año 2012","Primero","Región de Murcia","Murcia","1161.0"
"Año 2012","Primero","Comunidad Foral de Navarra","Navarra","327.0"
"Año 2012","Primero","País Vasco","Araba/Álava","177.0"
"Año 2012","Primero","País Vasco","Gipuzkoa","259.0"
"Año 2012","Primero","País Vasco","Bizkaia","486.0"
"Año 2012","Primero","La Rioja","La Rioja","187.0"
"Año 2012","Primero","Ceuta","Ceuta","105.0"
"Año 2012","Primero","Melilla","Melilla","72.0"
"Año 2012","Segundo","Andalucía","Almería","590.0"
"Año 2012","Segundo","Andalucía","Cádiz","772.0"
"Año 2012","Segundo","Andalucía","Córdoba","227.0"
"Año 2012","Segundo","Andalucía","Granada","808.0"
"Año 2012","Segundo","Andalucía","Huelva","378.0"
"Año 2012","Segundo","Andalucía","Jaén","354.0"
"Año 2012","Segundo","Andalucía","Málaga","1620.0"
"Año 2012","Segundo","Andalucía","Sevilla","1772.0"
"Año 2012","Segundo","Aragón","Huesca","72.0"
"Año 2012","Segundo","Aragón","Teruel","29.0"
"Año 2012","Segundo","Aragón","Zaragoza","697.0"
"Año 2012","Segundo","Principado de Asturias","Asturias","564.0"
"Año 2012","Segundo","Illes Balears","Illes Balears","1249.0"
"Año 2012","Segundo","Canarias","Las Palmas","1055.0"
"Año 2012","Segundo","Canarias","Santa Cruz de Tenerife","815.0"
"Año 2012","Segundo","Cantabria","Cantabria","296.0"
"Año 2012","Segundo","Castilla y León","Ávila","73.0"
"Año 2012","Segundo","Castilla y León","Burgos","162.0"
"Año 2012","Segundo","Castilla y León","León","201.0"
"Año 2012","Segundo","Castilla y León","Palencia","56.0"
"Año 2012","Segundo","Castilla y León","Salamanca","113.0"
"Año 2012","Segundo","Castilla y León","Segovia","54.0"
"Año 2012","Segundo","Castilla y León","Soria","25.0"
"Año 2012","Segundo","Castilla y León","Valladolid","327.0"
"Año 2012","Segundo","Castilla y León","Zamora","75.0"
"Año 2012","Segundo","Castilla-La Mancha","Albacete","153.0"
"Año 2012","Segundo","Castilla-La Mancha","Ciudad Real","302.0"
"Año 2012","Segundo","Castilla-La Mancha","Cuenca","120.0"
"Año 2012","Segundo","Castilla-La Mancha","Guadalajara","198.0"
"Año 2012","Segundo","Castilla-La Mancha","Toledo","341.0"
"Año 2012","Segundo","Cataluña","Barcelona","3095.0"
"Año 2012","Segundo","Cataluña","Girona","538.0"
"Año 2012","Segundo","Cataluña","Lleida","249.0"
"Año 2012","Segundo","Cataluña","Tarragona","690.0"
"Año 2012","Segundo","Comunitat Valenciana","Alicante/Alacant","1950.0"
"Año 2012","Segundo","Comunitat Valenciana","Castellón/Castelló","420.0"
"Año 2012","Segundo","Comunitat Valenciana","Valencia/València","2369.0"
"Año 2012","Segundo","Extremadura","Badajoz","346.0"
"Año 2012","Segundo","Extremadura","Cáceres","152.0"
"Año 2012","Segundo","Galicia","A Coruña","395.0"
"Año 2012","Segundo","Galicia","Lugo","140.0"
"Año 2012","Segundo","Galicia","Ourense","101.0"
"Año 2012","Segundo","Galicia","Pontevedra","534.0"
"Año 2012","Segundo","Comunidad de Madrid","Madrid","5409.0"
"Año 2012","Segundo","Región de Murcia","Murcia","1213.0"
"Año 2012","Segundo","Comunidad Foral de Navarra","Navarra","333.0"
"Año 2012","Segundo","País Vasco","Araba/Álava","130.0"
"Año 2012","Segundo","País Vasco","Gipuzkoa","222.0"
"Año 2012","Segundo","País Vasco","Bizkaia","591.0"
"Año 2012","Segundo","La Rioja","La Rioja","174.0"
"Año 2012","Segundo","Ceuta","Ceuta","90.0"
"Año 2012","Segundo","Melilla","Melilla","65.0"
"Año 2012","Tercero","Andalucía","Almería","559.0"
"Año 2012","Tercero","Andalucía","Cádiz","876.0"
"Año 2012","Tercero","Andalucía","Córdoba","391.0"
"Año 2012","Tercero","Andalucía","Granada","885.0"
"Año 2012","Tercero","Andalucía","Huelva","421.0"
"Año 2012","Tercero","Andalucía","Jaén","364.0"
"Año 2012","Tercero","Andalucía","Málaga","1621.0"
"Año 2012","Tercero","Andalucía","Sevilla","1783.0"
"Año 2012","Tercero","Aragón","Huesca","87.0"
"Año 2012","Tercero","Aragón","Teruel","29.0"
"Año 2012","Tercero","Aragón","Zaragoza","671.0"
"Año 2012","Tercero","Principado de Asturias","Asturias","634.0"
"Año 2012","Tercero","Illes Balears","Illes Balears","1344.0"
"Año 2012","Tercero","Canarias","Las Palmas","1077.0"
"Año 2012","Tercero","Canarias","Santa Cruz de Tenerife","1107.0"
"Año 2012","Tercero","Cantabria","Cantabria","265.0"
"Año 2012","Tercero","Castilla y León","Ávila","99.0"
"Año 2012","Tercero","Castilla y León","Burgos","173.0"
"Año 2012","Tercero","Castilla y León","León","178.0"
"Año 2012","Tercero","Castilla y León","Palencia","71.0"
"Año 2012","Tercero","Castilla y León","Salamanca","98.0"
"Año 2012","Tercero","Castilla y León","Segovia","53.0"
"Año 2012","Tercero","Castilla y León","Soria","22.0"
"Año 2012","Tercero","Castilla y León","Valladolid","254.0"
"Año 2012","Tercero","Castilla y León","Zamora","77.0"
"Año 2012","Tercero","Castilla-La Mancha","Albacete","198.0"
"Año 2012","Tercero","Castilla-La Mancha","Ciudad Real","250.0"
"Año 2012","Tercero","Castilla-La Mancha","Cuenca","196.0"
"Año 2012","Tercero","Castilla-La Mancha","Guadalajara","186.0"
"Año 2012","Tercero","Castilla-La Mancha","Toledo","359.0"
"Año 2012","Tercero","Cataluña","Barcelona","3372.0"
"Año 2012","Tercero","Cataluña","Girona","541.0"
"Año 2012","Tercero","Cataluña","Lleida","264.0"
"Año 2012","Tercero","Cataluña","Tarragona","576.0"
"Año 2012","Tercero","Comunitat Valenciana","Alicante/Alacant","1939.0"
"Año 2012","Tercero","Comunitat Valenciana","Castellón/Castelló","449.0"
"Año 2012","Tercero","Comunitat Valenciana","Valencia/València","2266.0"
"Año 2012","Tercero","Extremadura","Badajoz","383.0"
"Año 2012","Tercero","Extremadura","Cáceres","141.0"
"Año 2012","Tercero","Galicia","A Coruña","474.0"
"Año 2012","Tercero","Galicia","Lugo","116.0"
"Año 2012","Tercero","Galicia","Ourense","123.0"
"Año 2012","Tercero","Galicia","Pontevedra","602.0"
"Año 2012","Tercero","Comunidad de Madrid","Madrid","5187.0"
"Año 2012","Tercero","Región de Murcia","Murcia","1307.0"
"Año 2012","Tercero","Comunidad Foral de Navarra","Navarra","380.0"
"Año 2012","Tercero","País Vasco","Araba/Álava","226.0"
"Año 2012","Tercero","País Vasco","Gipuzkoa","240.0"
"Año 2012","Tercero","País Vasco","Bizkaia","582.0"
