"Año","Trimestre","Comunidad autónoma","Provincia","Número de denuncias por violencia de género"
"Año 2012","Cuarto","Castilla y León","Salamanca","106.0"
"Año 2012","Cuarto","Castilla y León","Segovia","73.0"
"Año 2012","Cuarto","Castilla y León","Soria","37.0"
"Año 2012","Cuarto","Castilla y León","Valladolid","249.0"
"Año 2012","Cuarto","Castilla y León","Zamora","81.0"
"Año 2012","Cuarto","Castilla-La Mancha","Albacete","166.0"
"Año 2012","Cuarto","Castilla-La Mancha","Ciudad Real","264.0"
"Año 2012","Cuarto","Castilla-La Mancha","Cuenca","73.0"
"Año 2012","Cuarto","Castilla-La Mancha","Guadalajara","195.0"
"Año 2012","Cuarto","Castilla-La Mancha","Toledo","243.0"
"Año 2012","Cuarto","Cataluña","Barcelona","2921.0"
"Año 2012","Cuarto","Cataluña","Girona","480.0"
"Año 2012","Cuarto","Cataluña","Lleida","244.0"
"Año 2012","Cuarto","Cataluña","Tarragona","542.0"
"Año 2012","Cuarto","Comunitat Valenciana","Alicante/Alacant","1760.0"
"Año 2012","Cuarto","Comunitat Valenciana","Castellón/Castelló","435.0"
"Año 2012","Cuarto","Comunitat Valenciana","Valencia/València","2175.0"
"Año 2012","Cuarto","Extremadura","Badajoz","332.0"
"Año 2012","Cuarto","Extremadura","Cáceres","166.0"
"Año 2012","Cuarto","Galicia","A Coruña","418.0"
"Año 2012","Cuarto","Galicia","Lugo","92.0"
"Año 2012","Cuarto","Galicia","Ourense","123.0"
"Año 2012","Cuarto","Galicia","Pontevedra","488.0"
"Año 2012","Cuarto","Comunidad de Madrid","Madrid","5102.0"
"Año 2012","Cuarto","Región de Murcia","Murcia","1115.0"
"Año 2012","Cuarto","Comunidad Foral de Navarra","Navarra","293.0"
"Año 2012","Cuarto","País Vasco","Araba/Álava","201.0"
"Año 2012","Cuarto","País Vasco","Gipuzkoa","254.0"
"Año 2012","Cuarto","País Vasco","Bizkaia","485.0"
"Año 2012","Cuarto","La Rioja","La Rioja","164.0"
"Año 2012","Cuarto","Ceuta","Ceuta","72.0"
"Año 2012","Cuarto","Melilla","Melilla","112.0"
"Año 2013","Primero","Andalucía","Almería","382.0"
"Año 2013","Primero","Andalucía","Cádiz","896.0"
"Año 2013","Primero","Andalucía","Córdoba","421.0"
"Año 2013","Primero","Andalucía","Granada","813.0"
"Año 2013","Primero","Andalucía","Huelva","304.0"
"Año 2013","Primero","Andalucía","Jaén","375.0"
"Año 2013","Primero","Andalucía","Málaga","1373.0"
"Año 2013","Primero","Andalucía","Sevilla","1542.0"
"Año 2013","Primero","Aragón","Huesca","79.0"
"Año 2013","Primero","Aragón","Teruel","30.0"
"Año 2013","Primero","Aragón","Zaragoza","568.0"
"Año 2013","Primero","Principado de Asturias","Asturias","641.0"
"Año 2013","Primero","Illes Balears","Illes Balears","911.0"
"Año 2013","Primero","Canarias","Las Palmas","944.0"
"Año 2013","Primero","Canarias","Santa Cruz de Tenerife","783.0"
"Año 2013","Primero","Cantabria","Cantabria","285.0"
"Año 2013","Primero","Castilla y León","Ávila","55.0"
"Año 2013","Primero","Castilla y León","Burgos","165.0"
"Año 2013","Primero","Castilla y León","León","167.0"
"Año 2013","Primero","Castilla y León","Palencia","71.0"
"Año 2013","Primero","Castilla y León","Salamanca","106.0"
"Año 2013","Primero","Castilla y León","Segovia","51.0"
"Año 2013","Primero","Castilla y León","Soria","23.0"
"Año 2013","Primero","Castilla y León","Valladolid","239.0"
"Año 2013","Primero","Castilla y León","Zamora","77.0"
"Año 2013","Primero","Castilla-La Mancha","Albacete","168.0"
"Año 2013","Primero","Castilla-La Mancha","Ciudad Real","300.0"
"Año 2013","Primero","Castilla-La Mancha","Cuenca","90.0"
"Año 2013","Primero","Castilla-La Mancha","Guadalajara","156.0"
"Año 2013","Primero","Castilla-La Mancha","Toledo","287.0"
"Año 2013","Primero","Cataluña","Barcelona","2870.0"
"Año 2013","Primero","Cataluña","Girona","434.0"
"Año 2013","Primero","Cataluña","Lleida","215.0"
"Año 2013","Primero","Cataluña","Tarragona","528.0"
"Año 2013","Primero","Comunitat Valenciana","Alicante/Alacant","1623.0"
"Año 2013","Primero","Comunitat Valenciana","Castellón/Castelló","386.0"
"Año 2013","Primero","Comunitat Valenciana","Valencia/València","2088.0"
"Año 2013","Primero","Extremadura","Badajoz","305.0"
"Año 2013","Primero","Extremadura","Cáceres","141.0"
"Año 2013","Primero","Galicia","A Coruña","428.0"
"Año 2013","Primero","Galicia","Lugo","112.0"
"Año 2013","Primero","Galicia","Ourense","119.0"
"Año 2013","Primero","Galicia","Pontevedra","583.0"
"Año 2013","Primero","Comunidad de Madrid","Madrid","4722.0"
"Año 2013","Primero","Región de Murcia","Murcia","1142.0"
"Año 2013","Primero","Comunidad Foral de Navarra","Navarra","281.0"
"Año 2013","Primero","País Vasco","Araba/Álava","173.0"
"Año 2013","Primero","País Vasco","Gipuzkoa","204.0"
"Año 2013","Primero","País Vasco","Bizkaia","522.0"
"Año 2013","Primero","La Rioja","La Rioja","152.0"
"Año 2013","Primero","Ceuta","Ceuta","80.0"
"Año 2013","Primero","Melilla","Melilla","77.0"
"Año 2013","Segundo","Andalucía","Almería","622.0"
"Año 2013","Segundo","Andalucía","Cádiz","972.0"
"Año 2013","Segundo","Andalucía","Córdoba","429.0"
"Año 2013","Segundo","Andalucía","Granada","883.0"
"Año 2013","Segundo","Andalucía","Huelva","435.0"
"Año 2013","Segundo","Andalucía","Jaén","361.0"
"Año 2013","Segundo","Andalucía","Málaga","1563.0"
"Año 2013","Segundo","Andalucía","Sevilla","1631.0"
"Año 2013","Segundo","Aragón","Huesca","72.0"
"Año 2013","Segundo","Aragón","Teruel","34.0"
"Año 2013","Segundo","Aragón","Zaragoza","650.0"
"Año 2013","Segundo","Principado de Asturias","Asturias","633.0"
"Año 2013","Segundo","Illes Balears","Illes Balears","1040.0"
"Año 2013","Segundo","Canarias","Las Palmas","941.0"
"Año 2013","Segundo","Canarias","Santa Cruz de Tenerife","857.0"
"Año 2013","Segundo","Cantabria","Cantabria","264.0"
"Año 2013","Segundo","Castilla y León","Ávila","71.0"
"Año 2013","Segundo","Castilla y León","Burgos","144.0"
"Año 2013","Segundo","Castilla y León","León","207.0"
"Año 2013","Segundo","Castilla y León","Palencia","75.0"
"Año 2013","Segundo","Castilla y León","Salamanca","32.0"
"Año 2013","Segundo","Castilla y León","Segovia","37.0"
"Año 2013","Segundo","Castilla y León","Soria","28.0"
"Año 2013","Segundo","Castilla y León","Valladolid","256.0"
"Año 2013","Segundo","Castilla y León","Zamora","53.0"
"Año 2013","Segundo","Castilla-La Mancha","Albacete","195.0"
"Año 2013","Segundo","Castilla-La Mancha","Ciudad Real","267.0"
"Año 2013","Segundo","Castilla-La Mancha","Cuenca","117.0"
"Año 2013","Segundo","Castilla-La Mancha","Guadalajara","227.0"
"Año 2013","Segundo","Castilla-La Mancha","Toledo","340.0"
"Año 2013","Segundo","Cataluña","Barcelona","3056.0"
"Año 2013","Segundo","Cataluña","Girona","489.0"
"Año 2013","Segundo","Cataluña","Lleida","217.0"
"Año 2013","Segundo","Cataluña","Tarragona","540.0"
"Año 2013","Segundo","Comunitat Valenciana","Alicante/Alacant","1623.0"
"Año 2013","Segundo","Comunitat Valenciana","Castellón/Castelló","423.0"
"Año 2013","Segundo","Comunitat Valenciana","Valencia/València","2267.0"
"Año 2013","Segundo","Extremadura","Badajoz","310.0"
"Año 2013","Segundo","Extremadura","Cáceres","173.0"
"Año 2013","Segundo","Galicia","A Coruña","457.0"
"Año 2013","Segundo","Galicia","Lugo","138.0"
"Año 2013","Segundo","Galicia","Ourense","113.0"
"Año 2013","Segundo","Galicia","Pontevedra","602.0"
"Año 2013","Segundo","Comunidad de Madrid","Madrid","4964.0"
"Año 2013","Segundo","Región de Murcia","Murcia","1063.0"
"Año 2013","Segundo","Comunidad Foral de Navarra","Navarra","308.0"
"Año 2013","Segundo","País Vasco","Araba/Álava","189.0"
"Año 2013","Segundo","País Vasco","Gipuzkoa","266.0"
"Año 2013","Segundo","País Vasco","Bizkaia","549.0"
"Año 2013","Segundo","La Rioja","La Rioja","149.0"
"Año 2013","Segundo","Ceuta","Ceuta","84.0"
"Año 2013","Segundo","Melilla","Melilla","78.0"
"Año 2013","Tercero","Andalucía","Almería","541.0"
"Año 2013","Tercero","Andalucía","Cádiz","969.0"
"Año 2013","Tercero","Andalucía","Córdoba","448.0"
"Año 2013","Tercero","Andalucía","Granada","854.0"
"Año 2013","Tercero","Andalucía","Huelva","490.0"
"Año 2013","Tercero","Andalucía","Jaén","369.0"
"Año 2013","Tercero","Andalucía","Málaga","1914.0"
"Año 2013","Tercero","Andalucía","Sevilla","1636.0"
"Año 2013","Tercero","Aragón","Huesca","90.0"
"Año 2013","Tercero","Aragón","Teruel","30.0"
"Año 2013","Tercero","Aragón","Zaragoza","689.0"
"Año 2013","Tercero","Principado de Asturias","Asturias","614.0"
"Año 2013","Tercero","Illes Balears","Illes Balears","1319.0"
"Año 2013","Tercero","Canarias","Las Palmas","1025.0"
"Año 2013","Tercero","Canarias","Santa Cruz de Tenerife","750.0"
"Año 2013","Tercero","Cantabria","Cantabria","310.0"
"Año 2013","Tercero","Castilla y León","Ávila","50.0"
"Año 2013","Tercero","Castilla y León","Burgos","151.0"
"Año 2013","Tercero","Castilla y León","León","234.0"
"Año 2013","Tercero","Castilla y León","Palencia","88.0"
"Año 2013","Tercero","Castilla y León","Salamanca","108.0"
"Año 2013","Tercero","Castilla y León","Segovia","77.0"
"Año 2013","Tercero","Castilla y León","Soria","30.0"
"Año 2013","Tercero","Castilla y León","Valladolid","365.0"
"Año 2013","Tercero","Castilla y León","Zamora","63.0"
"Año 2013","Tercero","Castilla-La Mancha","Albacete","221.0"
"Año 2013","Tercero","Castilla-La Mancha","Ciudad Real","293.0"
"Año 2013","Tercero","Castilla-La Mancha","Cuenca","114.0"
"Año 2013","Tercero","Castilla-La Mancha","Guadalajara","172.0"
"Año 2013","Tercero","Castilla-La Mancha","Toledo","382.0"
"Año 2013","Tercero","Cataluña","Barcelona","3140.0"
"Año 2013","Tercero","Cataluña","Girona","465.0"
"Año 2013","Tercero","Cataluña","Lleida","235.0"
"Año 2013","Tercero","Cataluña","Tarragona","614.0"
"Año 2013","Tercero","Comunitat Valenciana","Alicante/Alacant","1719.0"
"Año 2013","Tercero","Comunitat Valenciana","Castellón/Castelló","421.0"
"Año 2013","Tercero","Comunitat Valenciana","Valencia/València","2379.0"
"Año 2013","Tercero","Extremadura","Badajoz","367.0"
"Año 2013","Tercero","Extremadura","Cáceres","184.0"
"Año 2013","Tercero","Galicia","A Coruña","485.0"
"Año 2013","Tercero","Galicia","Lugo","135.0"
"Año 2013","Tercero","Galicia","Ourense","136.0"
"Año 2013","Tercero","Galicia","Pontevedra","623.0"
"Año 2013","Tercero","Comunidad de Madrid","Madrid","4988.0"
"Año 2013","Tercero","Región de Murcia","Murcia","1146.0"
"Año 2013","Tercero","Comunidad Foral de Navarra","Navarra","311.0"
"Año 2013","Tercero","País Vasco","Araba/Álava","208.0"
"Año 2013","Tercero","País Vasco","Gipuzkoa","276.0"
"Año 2013","Tercero","País Vasco","Bizkaia","568.0"
"Año 2013","Tercero","La Rioja","La Rioja","135.0"
"Año 2013","Tercero","Ceuta","Ceuta","47.0"
"Año 2013","Tercero","Melilla","Melilla","72.0"
"Año 2013","Cuarto","Andalucía","Almería","534.0"
"Año 2013","Cuarto","Andalucía","Cádiz","896.0"
"Año 2013","Cuarto","Andalucía","Córdoba","329.0"
"Año 2013","Cuarto","Andalucía","Granada","743.0"
"Año 2013","Cuarto","Andalucía","Huelva","411.0"
"Año 2013","Cuarto","Andalucía","Jaén","367.0"
"Año 2013","Cuarto","Andalucía","Málaga","1359.0"
"Año 2013","Cuarto","Andalucía","Sevilla","1614.0"
"Año 2013","Cuarto","Aragón","Huesca","71.0"
"Año 2013","Cuarto","Aragón","Teruel","36.0"
"Año 2013","Cuarto","Aragón","Zaragoza","725.0"
"Año 2013","Cuarto","Principado de Asturias","Asturias","550.0"
"Año 2013","Cuarto","Illes Balears","Illes Balears","1102.0"
"Año 2013","Cuarto","Canarias","Las Palmas","1048.0"
"Año 2013","Cuarto","Canarias","Santa Cruz de Tenerife","763.0"
"Año 2013","Cuarto","Cantabria","Cantabria","278.0"
"Año 2013","Cuarto","Castilla y León","Ávila","57.0"
"Año 2013","Cuarto","Castilla y León","Burgos","127.0"
"Año 2013","Cuarto","Castilla y León","León","214.0"
"Año 2013","Cuarto","Castilla y León","Palencia","96.0"
"Año 2013","Cuarto","Castilla y León","Salamanca","66.0"
"Año 2013","Cuarto","Castilla y León","Segovia","51.0"
"Año 2013","Cuarto","Castilla y León","Soria","23.0"
"Año 2013","Cuarto","Castilla y León","Valladolid","442.0"
"Año 2013","Cuarto","Castilla y León","Zamora","54.0"
"Año 2013","Cuarto","Castilla-La Mancha","Albacete","226.0"
"Año 2013","Cuarto","Castilla-La Mancha","Ciudad Real","270.0"
"Año 2013","Cuarto","Castilla-La Mancha","Cuenca","100.0"
"Año 2013","Cuarto","Castilla-La Mancha","Guadalajara","144.0"
"Año 2013","Cuarto","Castilla-La Mancha","Toledo","290.0"
"Año 2013","Cuarto","Cataluña","Barcelona","3032.0"
"Año 2013","Cuarto","Cataluña","Girona","495.0"
"Año 2013","Cuarto","Cataluña","Lleida","229.0"
"Año 2013","Cuarto","Cataluña","Tarragona","590.0"
"Año 2013","Cuarto","Comunitat Valenciana","Alicante/Alacant","1535.0"
"Año 2013","Cuarto","Comunitat Valenciana","Castellón/Castelló","420.0"
"Año 2013","Cuarto","Comunitat Valenciana","Valencia/València","2186.0"
"Año 2013","Cuarto","Extremadura","Badajoz","305.0"
"Año 2013","Cuarto","Extremadura","Cáceres","149.0"
"Año 2013","Cuarto","Galicia","A Coruña","402.0"
"Año 2013","Cuarto","Galicia","Lugo","147.0"
"Año 2013","Cuarto","Galicia","Ourense","126.0"
"Año 2013","Cuarto","Galicia","Pontevedra","568.0"
"Año 2013","Cuarto","Comunidad de Madrid","Madrid","4832.0"
"Año 2013","Cuarto","Región de Murcia","Murcia","1305.0"
"Año 2013","Cuarto","Comunidad Foral de Navarra","Navarra","319.0"
"Año 2013","Cuarto","País Vasco","Araba/Álava","181.0"
"Año 2013","Cuarto","País Vasco","Gipuzkoa","218.0"
"Año 2013","Cuarto","País Vasco","Bizkaia","583.0"
"Año 2013","Cuarto","La Rioja","La Rioja","112.0"
"Año 2013","Cuarto","Ceuta","Ceuta","58.0"
"Año 2013","Cuarto","Melilla","Melilla","84.0"
"Año 2014","Primero","Andalucía","Almería","502.0"
"Año 2014","Primero","Andalucía","Cádiz","864.0"
"Año 2014","Primero","Andalucía","Córdoba","390.0"
"Año 2014","Primero","Andalucía","Granada","880.0"
"Año 2014","Primero","Andalucía","Huelva","394.0"
"Año 2014","Primero","Andalucía","Jaén","433.0"
"Año 2014","Primero","Andalucía","Málaga","1364.0"
"Año 2014","Primero","Andalucía","Sevilla","1568.0"
"Año 2014","Primero","Aragón","Huesca","85.0"
"Año 2014","Primero","Aragón","Teruel","38.0"
"Año 2014","Primero","Aragón","Zaragoza","695.0"
"Año 2014","Primero","Principado de Asturias","Asturias","674.0"
"Año 2014","Primero","Illes Balears","Illes Balears","1008.0"
"Año 2014","Primero","Canarias","Las Palmas","932.0"
"Año 2014","Primero","Canarias","Santa Cruz de Tenerife","745.0"
"Año 2014","Primero","Cantabria","Cantabria","268.0"
"Año 2014","Primero","Castilla y León","Ávila","69.0"
"Año 2014","Primero","Castilla y León","Burgos","151.0"
"Año 2014","Primero","Castilla y León","León","234.0"
"Año 2014","Primero","Castilla y León","Palencia","76.0"
"Año 2014","Primero","Castilla y León","Salamanca","83.0"
"Año 2014","Primero","Castilla y León","Segovia","47.0"
"Año 2014","Primero","Castilla y León","Soria","33.0"
"Año 2014","Primero","Castilla y León","Valladolid","508.0"
"Año 2014","Primero","Castilla y León","Zamora","75.0"
"Año 2014","Primero","Castilla-La Mancha","Albacete","200.0"
"Año 2014","Primero","Castilla-La Mancha","Ciudad Real","294.0"
"Año 2014","Primero","Castilla-La Mancha","Cuenca","98.0"
"Año 2014","Primero","Castilla-La Mancha","Guadalajara","85.0"
"Año 2014","Primero","Castilla-La Mancha","Toledo","304.0"
"Año 2014","Primero","Cataluña","Barcelona","2894.0"
"Año 2014","Primero","Cataluña","Girona","423.0"
"Año 2014","Primero","Cataluña","Lleida","216.0"
"Año 2014","Primero","Cataluña","Tarragona","569.0"
"Año 2014","Primero","Comunitat Valenciana","Alicante/Alacant","1548.0"
"Año 2014","Primero","Comunitat Valenciana","Castellón/Castelló","329.0"
"Año 2014","Primero","Comunitat Valenciana","Valencia/València","2255.0"
"Año 2014","Primero","Extremadura","Badajoz","312.0"
"Año 2014","Primero","Extremadura","Cáceres","152.0"
"Año 2014","Primero","Galicia","A Coruña","454.0"
"Año 2014","Primero","Galicia","Lugo","140.0"
"Año 2014","Primero","Galicia","Ourense","109.0"
"Año 2014","Primero","Galicia","Pontevedra","502.0"
"Año 2014","Primero","Comunidad de Madrid","Madrid","4730.0"
"Año 2014","Primero","Región de Murcia","Murcia","1060.0"
"Año 2014","Primero","Comunidad Foral de Navarra","Navarra","368.0"
"Año 2014","Primero","País Vasco","Araba/Álava","155.0"
"Año 2014","Primero","País Vasco","Gipuzkoa","243.0"
"Año 2014","Primero","País Vasco","Bizkaia","575.0"
"Año 2014","Primero","La Rioja","La Rioja","138.0"
"Año 2014","Primero","Ceuta","Ceuta","57.0"
"Año 2014","Primero","Melilla","Melilla","85.0"
"Año 2014","Segundo","Andalucía","Almería","552.0"
"Año 2014","Segundo","Andalucía","Cádiz","1017.0"
"Año 2014","Segundo","Andalucía","Córdoba","383.0"
"Año 2014","Segundo","Andalucía","Granada","857.0"
"Año 2014","Segundo","Andalucía","Huelva","391.0"
"Año 2014","Segundo","Andalucía","Jaén","441.0"
"Año 2014","Segundo","Andalucía","Málaga","1386.0"
"Año 2014","Segundo","Andalucía","Sevilla","1640.0"
"Año 2014","Segundo","Aragón","Huesca","65.0"
"Año 2014","Segundo","Aragón","Teruel","35.0"
"Año 2014","Segundo","Aragón","Zaragoza","713.0"
"Año 2014","Segundo","Principado de Asturias","Asturias","634.0"
"Año 2014","Segundo","Illes Balears","Illes Balears","1212.0"
"Año 2014","Segundo","Canarias","Las Palmas","922.0"
"Año 2014","Segundo","Canarias","Santa Cruz de Tenerife","755.0"
"Año 2014","Segundo","Cantabria","Cantabria","336.0"
"Año 2014","Segundo","Castilla y León","Ávila","57.0"
"Año 2014","Segundo","Castilla y León","Burgos","178.0"
"Año 2014","Segundo","Castilla y León","León","219.0"
"Año 2014","Segundo","Castilla y León","Palencia","39.0"
"Año 2014","Segundo","Castilla y León","Salamanca","99.0"
"Año 2014","Segundo","Castilla y León","Segovia","80.0"
"Año 2014","Segundo","Castilla y León","Soria","36.0"
"Año 2014","Segundo","Castilla y León","Valladolid","471.0"
"Año 2014","Segundo","Castilla y León","Zamora","71.0"
"Año 2014","Segundo","Castilla-La Mancha","Albacete","206.0"
"Año 2014","Segundo","Castilla-La Mancha","Ciudad Real","218.0"
"Año 2014","Segundo","Castilla-La Mancha","Cuenca","83.0"
"Año 2014","Segundo","Castilla-La Mancha","Guadalajara","146.0"
"Año 2014","Segundo","Castilla-La Mancha","Toledo","306.0"
"Año 2014","Segundo","Cataluña","Barcelona","3117.0"
"Año 2014","Segundo","Cataluña","Girona","439.0"
"Año 2014","Segundo","Cataluña","Lleida","201.0"
"Año 2014","Segundo","Cataluña","Tarragona","589.0"
"Año 2014","Segundo","Comunitat Valenciana","Alicante/Alacant","1656.0"
"Año 2014","Segundo","Comunitat Valenciana","Castellón/Castelló","419.0"
"Año 2014","Segundo","Comunitat Valenciana","Valencia/València","2128.0"
"Año 2014","Segundo","Extremadura","Badajoz","299.0"
"Año 2014","Segundo","Extremadura","Cáceres","181.0"
"Año 2014","Segundo","Galicia","A Coruña","463.0"
"Año 2014","Segundo","Galicia","Lugo","165.0"
"Año 2014","Segundo","Galicia","Ourense","140.0"
"Año 2014","Segundo","Galicia","Pontevedra","596.0"
"Año 2014","Segundo","Comunidad de Madrid","Madrid","4739.0"
"Año 2014","Segundo","Región de Murcia","Murcia","1322.0"
"Año 2014","Segundo","Comunidad Foral de Navarra","Navarra","311.0"
"Año 2014","Segundo","País Vasco","Araba/Álava","163.0"
"Año 2014","Segundo","País Vasco","Gipuzkoa","290.0"
"Año 2014","Segundo","País Vasco","Bizkaia","591.0"
"Año 2014","Segundo","La Rioja","La Rioja","173.0"
"Año 2014","Segundo","Ceuta","Ceuta","89.0"
"Año 2014","Segundo","Melilla","Melilla","80.0"
"Año 2014","Tercero","Andalucía","Almería","521.0"
"Año 2014","Tercero","Andalucía","Cádiz","951.0"
"Año 2014","Tercero","Andalucía","Córdoba","475.0"
"Año 2014","Tercero","Andalucía","Granada","885.0"
"Año 2014","Tercero","Andalucía","Huelva","431.0"
"Año 2014","Tercero","Andalucía","Jaén","398.0"
"Año 2014","Tercero","Andalucía","Málaga","1674.0"
"Año 2014","Tercero","Andalucía","Sevilla","1832.0"
"Año 2014","Tercero","Aragón","Huesca","91.0"
"Año 2014","Tercero","Aragón","Teruel","40.0"
"Año 2014","Tercero","Aragón","Zaragoza","718.0"
"Año 2014","Tercero","Principado de Asturias","Asturias","568.0"
"Año 2014","Tercero","Illes Balears","Illes Balears","1350.0"
"Año 2014","Tercero","Canarias","Las Palmas","1069.0"
"Año 2014","Tercero","Canarias","Santa Cruz de Tenerife","797.0"
"Año 2014","Tercero","Cantabria","Cantabria","347.0"
"Año 2014","Tercero","Castilla y León","Ávila","76.0"
"Año 2014","Tercero","Castilla y León","Burgos","167.0"
"Año 2014","Tercero","Castilla y León","León","205.0"
"Año 2014","Tercero","Castilla y León","Palencia","29.0"
"Año 2014","Tercero","Castilla y León","Salamanca","82.0"
"Año 2014","Tercero","Castilla y León","Segovia","46.0"
"Año 2014","Tercero","Castilla y León","Soria","35.0"
"Año 2014","Tercero","Castilla y León","Valladolid","563.0"
"Año 2014","Tercero","Castilla y León","Zamora","90.0"
"Año 2014","Tercero","Castilla-La Mancha","Albacete","213.0"
"Año 2014","Tercero","Castilla-La Mancha","Ciudad Real","341.0"
"Año 2014","Tercero","Castilla-La Mancha","Cuenca","69.0"
"Año 2014","Tercero","Castilla-La Mancha","Guadalajara","150.0"
"Año 2014","Tercero","Castilla-La Mancha","Toledo","376.0"
"Año 2014","Tercero","Cataluña","Barcelona","3183.0"
"Año 2014","Tercero","Cataluña","Girona","505.0"
"Año 2014","Tercero","Cataluña","Lleida","258.0"
"Año 2014","Tercero","Cataluña","Tarragona","640.0"
"Año 2014","Tercero","Comunitat Valenciana","Alicante/Alacant","1685.0"
"Año 2014","Tercero","Comunitat Valenciana","Castellón/Castelló","410.0"
"Año 2014","Tercero","Comunitat Valenciana","Valencia/València","2285.0"
"Año 2014","Tercero","Extremadura","Badajoz","344.0"
"Año 2014","Tercero","Extremadura","Cáceres","153.0"
"Año 2014","Tercero","Galicia","A Coruña","504.0"
"Año 2014","Tercero","Galicia","Lugo","113.0"
"Año 2014","Tercero","Galicia","Ourense","125.0"
"Año 2014","Tercero","Galicia","Pontevedra","582.0"
"Año 2014","Tercero","Comunidad de Madrid","Madrid","4933.0"
"Año 2014","Tercero","Región de Murcia","Murcia","1259.0"
"Año 2014","Tercero","Comunidad Foral de Navarra","Navarra","371.0"
"Año 2014","Tercero","País Vasco","Araba/Álava","186.0"
"Año 2014","Tercero","País Vasco","Gipuzkoa","310.0"
"Año 2014","Tercero","País Vasco","Bizkaia","536.0"
"Año 2014","Tercero","La Rioja","La Rioja","106.0"
"Año 2014","Tercero","Ceuta","Ceuta","60.0"
"Año 2014","Tercero","Melilla","Melilla","64.0"
"Año 2014","Cuarto","Andalucía","Almería","509.0"
"Año 2014","Cuarto","Andalucía","Cádiz","974.0"
"Año 2014","Cuarto","Andalucía","Córdoba","405.0"
"Año 2014","Cuarto","Andalucía","Granada","825.0"
"Año 2014","Cuarto","Andalucía","Huelva","384.0"
"Año 2014","Cuarto","Andalucía","Jaén","433.0"
"Año 2014","Cuarto","Andalucía","Málaga","1499.0"
"Año 2014","Cuarto","Andalucía","Sevilla","1652.0"
"Año 2014","Cuarto","Aragón","Huesca","52.0"
"Año 2014","Cuarto","Aragón","Teruel","44.0"
"Año 2014","Cuarto","Aragón","Zaragoza","665.0"
"Año 2014","Cuarto","Principado de Asturias","Asturias","610.0"
"Año 2014","Cuarto","Illes Balears","Illes Balears","1117.0"
"Año 2014","Cuarto","Canarias","Las Palmas","922.0"
"Año 2014","Cuarto","Canarias","Santa Cruz de Tenerife","794.0"
"Año 2014","Cuarto","Cantabria","Cantabria","279.0"
"Año 2014","Cuarto","Castilla y León","Ávila","72.0"
"Año 2014","Cuarto","Castilla y León","Burgos","184.0"
"Año 2014","Cuarto","Castilla y León","León","262.0"
"Año 2014","Cuarto","Castilla y León","Palencia","37.0"
"Año 2014","Cuarto","Castilla y León","Salamanca","78.0"
"Año 2014","Cuarto","Castilla y León","Segovia","43.0"
"Año 2014","Cuarto","Castilla y León","Soria","38.0"
"Año 2014","Cuarto","Castilla y León","Valladolid","520.0"
"Año 2014","Cuarto","Castilla y León","Zamora","79.0"
"Año 2014","Cuarto","Castilla-La Mancha","Albacete","189.0"
"Año 2014","Cuarto","Castilla-La Mancha","Ciudad Real","296.0"
"Año 2014","Cuarto","Castilla-La Mancha","Cuenca","111.0"
"Año 2014","Cuarto","Castilla-La Mancha","Guadalajara","179.0"
"Año 2014","Cuarto","Castilla-La Mancha","Toledo","419.0"
"Año 2014","Cuarto","Cataluña","Barcelona","3189.0"
"Año 2014","Cuarto","Cataluña","Girona","427.0"
"Año 2014","Cuarto","Cataluña","Lleida","222.0"
"Año 2014","Cuarto","Cataluña","Tarragona","470.0"
"Año 2014","Cuarto","Comunitat Valenciana","Alicante/Alacant","1466.0"
"Año 2014","Cuarto","Comunitat Valenciana","Castellón/Castelló","353.0"
"Año 2014","Cuarto","Comunitat Valenciana","Valencia/València","2101.0"
"Año 2014","Cuarto","Extremadura","Badajoz","347.0"
"Año 2014","Cuarto","Extremadura","Cáceres","145.0"
"Año 2014","Cuarto","Galicia","A Coruña","507.0"
"Año 2014","Cuarto","Galicia","Lugo","127.0"
"Año 2014","Cuarto","Galicia","Ourense","132.0"
"Año 2014","Cuarto","Galicia","Pontevedra","550.0"
"Año 2014","Cuarto","Comunidad de Madrid","Madrid","4868.0"
"Año 2014","Cuarto","Región de Murcia","Murcia","1398.0"
"Año 2014","Cuarto","Comunidad Foral de Navarra","Navarra","278.0"
"Año 2014","Cuarto","País Vasco","Araba/Álava","159.0"
"Año 2014","Cuarto","País Vasco","Gipuzkoa","241.0"
"Año 2014","Cuarto","País Vasco","Bizkaia","541.0"
"Año 2014","Cuarto","La Rioja","La Rioja","132.0"
"Año 2014","Cuarto","Ceuta","Ceuta","33.0"
"Año 2014","Cuarto","Melilla","Melilla","74.0"
"Año 2015","Primero","Andalucía","Almería","540.0"
"Año 2015","Primero","Andalucía","Cádiz","972.0"
"Año 2015","Primero","Andalucía","Córdoba","368.0"
"Año 2015","Primero","Andalucía","Granada","773.0"
"Año 2015","Primero","Andalucía","Huelva","373.0"
"Año 2015","Primero","Andalucía","Jaén","368.0"
"Año 2015","Primero","Andalucía","Málaga","1521.0"
"Año 2015","Primero","Andalucía","Sevilla","1888.0"
"Año 2015","Primero","Aragón","Huesca","87.0"
"Año 2015","Primero","Aragón","Teruel","32.0"
"Año 2015","Primero","Aragón","Zaragoza","649.0"
"Año 2015","Primero","Principado de Asturias","Asturias","565.0"
